zcta,total,car.alone,car.carpool,public.transit,walked,other.commute,worked.at.home,pct.car.alone,pct.car.carpool,pct.public.transit,pct.walked,pct.other.commute,pct.worked.at.home
00670,2164,1794,180,1,112,1,76,0.8290203327171903,0.08317929759704251,4.621072088724584e-4,0.051756007393715345,4.621072088724584e-4,0.03512014787430684
00674,11006,9833,520,43,470,140,0,0.8934217699436671,0.04724695620570598,0.003906959840087225,0.04270397964746502,0.012720334363074686,0
00676,8527,7670,380,16,288,75,98,0.8994957194793011,0.04456432508502404,0.001876392635158907,0.03377506743286032,0.008795590477307377,0.011492904890348305
00677,4548,3335,701,0,232,0,280,0.7332893579595426,0.15413368513632367,0,0.051011433597185574,0,0.06156552330694811
00678,7333,6241,630,0,270,50,142,0.8510841401881903,0.08591299604527479,0,0.036819855447974906,0.006818491749624983,0.019364516568934953
00680,11368,9610,973,143,341,164,137,0.8453553835327234,0.08559113300492611,0.012579169598874033,0.029996481351161154,0.014426460239268121,0.01205137227304715
00682,7507,6417,605,98,194,68,125,0.8548021846276809,0.08059144798188357,0.013054482483015852,0.025842546956174238,0.009058212335153856,0.01665112561609165
00683,7830,6936,373,30,285,38,168,0.885823754789272,0.047637292464878675,0.0038314176245210726,0.03639846743295019,0.004853128991060026,0.021455938697318006
00685,8447,7154,832,45,209,37,170,0.846927903397656,0.09849650763584705,0.005327335148573458,0.024742512134485615,0.004380253344382621,0.020125488339055284
00687,8518,7423,558,62,236,118,121,0.8714486968772012,0.06550833528997417,0.007278703921108241,0.0277060342803475,0.01385301714017375,0.014205212491195116
00688,3239,2910,274,0,39,16,0,0.8984254399506021,0.084594010497067,0,0.012040753318925594,0.004939796233405372,0
00690,1451,1323,43,0,56,29,0,0.9117849758787043,0.029634734665747762,0,0.03859407305306685,0.019986216402481046,0
00692,9381,7982,706,172,316,87,118,0.8508687773158512,0.0752585012258821,0.018334932309988273,0.033685108197420315,0.00927406459865686,0.012578616352201259
00693,14370,13134,605,97,203,111,220,0.9139874739039666,0.04210160055671538,0.00675017397355602,0.014126652748782186,0.0077244258872651355,0.015309672929714684
00694,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
00698,8700,7207,774,146,137,28,408,0.8283908045977012,0.08896551724137931,0.016781609195402298,0.015747126436781608,0.003218390804597701,0.04689655172413793
00703,7444,6125,749,175,313,0,82,0.8228103170338528,0.10061794734013971,0.023508866200967222,0.042047286405158514,0,0.011015583019881784
00704,2251,2075,117,0,2,31,26,0.9218125277654375,0.0519768991559307,0,8.88494002665482e-4,0.013771657041314972,0.011550422034651266
00705,6296,5482,493,12,106,47,156,0.8707115628970775,0.07830368487928843,0.0019059720457433292,0.016836086404066072,0.007465057179161372,0.02477763659466328
00707,2075,1691,181,0,87,116,0,0.8149397590361446,0.0872289156626506,0,0.041927710843373496,0.055903614457831326,0
00714,3665,3308,241,30,28,0,58,0.9025920873124147,0.06575716234652114,0.008185538881309686,0.007639836289222374,0,0.01582537517053206
00715,640,554,47,20,19,0,0,0.865625,0.0734375,0.03125,0.0296875,0,0
00716,7025,6154,489,12,107,113,150,0.8760142348754448,0.0696085409252669,0.001708185053380783,0.015231316725978647,0.01608540925266904,0.021352313167259787
00717,3764,3065,195,44,133,202,125,0.8142933049946866,0.05180658873538788,0.011689691817215728,0.035334750265674814,0.0536663124335813,0.03320935175345377
00718,6867,6050,327,27,185,25,253,0.8810251929517985,0.047619047619047616,0.003931847968545216,0.02694043978447648,0.0036405999708752,0.036842871705257026
00719,7609,5968,1080,34,254,39,234,0.7843343409120778,0.1419371796556709,0.004468392692863714,0.03338152188198187,0.005125509265343672,0.030753055592062033
00720,4258,3648,234,34,148,78,116,0.8567402536402067,0.05495537811178957,0.007984969469234382,0.03475810239549084,0.018318459370596524,0.02724283701268201
00723,3708,3065,420,0,133,37,53,0.8265911542610572,0.11326860841423948,0,0.03586839266450917,0.009978425026968716,0.014293419633225458
00725,25417,20771,2204,445,980,500,517,0.8172089546366605,0.08671361687059842,0.017507967108628085,0.03855687138529331,0.019671873155761892,0.020340716843057795
00727,20265,17061,2366,202,160,152,324,0.8418948926720947,0.11675302245250432,0.00996792499383173,0.007895386133728102,0.007500616827041697,0.01598815692079941
00728,11236,10025,814,0,121,86,190,0.8922214311142755,0.07244571021715913,0,0.010768956924172303,0.007653969384122464,0.01690993236027056
00729,15556,13391,1195,312,352,214,92,0.8608254049884289,0.07681923373617897,0.020056569812291078,0.02262792491643096,0.013756749807148368,0.005914116739521728
00730,7645,6597,492,49,294,147,66,0.8629169391759319,0.06435578809679529,0.006409417920209287,0.03845650752125572,0.01922825376062786,0.008633093525179856
00731,3645,3096,333,0,52,144,20,0.8493827160493828,0.09135802469135802,0,0.014266117969821674,0.03950617283950617,0.0054869684499314125
00735,3653,2979,327,28,186,33,100,0.8154941144264988,0.08951546673966602,0.007664932931836847,0.050917054475773334,0.009033670955379141,0.02737476047084588
00736,14030,12122,628,99,344,621,216,0.8640057020669993,0.04476122594440485,0.007056307911617961,0.02451888809693514,0.04426229508196721,0.015395580898075552
00738,8770,6931,660,126,281,512,260,0.7903078677309008,0.07525655644241733,0.014367160775370582,0.03204104903078677,0.05838084378563284,0.029646522234891677
00739,10650,8542,1191,86,403,239,189,0.8020657276995306,0.11183098591549295,0.008075117370892018,0.03784037558685446,0.02244131455399061,0.017746478873239435
00740,376,337,8,0,21,10,0,0.8962765957446809,0.02127659574468085,0,0.05585106382978723,0.026595744680851064,0
00741,1309,1101,106,0,55,38,9,0.841100076394194,0.08097784568372804,0,0.04201680672268908,0.029029793735676088,0.006875477463712758
00745,15773,12783,1147,225,432,746,440,0.8104355544284537,0.07271920370252964,0.01426488302795917,0.027388575413681608,0.047296012172700186,0.02789577125467571
00751,5416,4731,242,14,273,57,99,0.8735228951255539,0.044682422451994094,0.00258493353028065,0.050406203840472674,0.010524372230428361,0.01827917282127031
00754,11143,9586,1052,179,212,43,71,0.8602710221663825,0.09440904603787131,0.016063896616710042,0.019025397110293458,0.00385892488557839,0.006371713183164318
00757,7271,6567,315,14,196,44,135,0.903177004538578,0.04332278916242607,0.0019254572961078255,0.02695640214550956,0.006051437216338881,0.01856690964103975
00765,2440,1899,340,0,120,0,81,0.7782786885245901,0.13934426229508196,0,0.04918032786885246,0,0.033196721311475406
00766,6454,5375,744,9,145,0,181,0.8328168577626278,0.11527734738146886,0.0013944840409048653,0.022466687325689495,0,0.028044623489308956
00767,7513,6656,634,0,125,89,9,0.885931052841741,0.08438706242512978,0,0.016637827765206975,0.011846133368827366,0.0011979235990949022
00769,10868,9977,152,9,507,39,184,0.9180161943319838,0.013986013986013986,8.281192491718807e-4,0.04665071770334928,0.0035885167464114833,0.016930437983069563
00771,9875,8946,521,15,233,117,43,0.9059240506329114,0.05275949367088607,0.0015189873417721519,0.02359493670886076,0.011848101265822785,0.004354430379746836
00772,4918,3938,410,362,97,36,75,0.8007320048800325,0.08336722244814966,0.07360715738104921,0.01972346482309882,0.0073200488003253355,0.015250101667344449
00773,5281,4503,288,65,139,190,96,0.8526794167771256,0.05453512592312062,0.01230827494792653,0.02632077258095058,0.035978034463169856,0.018178375307706874
00775,584,332,118,0,89,9,36,0.5684931506849316,0.20205479452054795,0,0.1523972602739726,0.015410958904109588,0.06164383561643835
00777,10884,9964,506,0,345,0,69,0.9154722528482175,0.04649026093348034,0,0.03169790518191841,0,0.006339581036383682
00778,17285,13610,2536,107,279,334,419,0.7873879085912641,0.14671680647960658,0.006190338443737345,0.01614116285796934,0.019323112525310965,0.024240671102111658
00780,3990,3333,318,31,57,57,194,0.8353383458646616,0.07969924812030076,0.007769423558897243,0.014285714285714285,0.014285714285714285,0.04862155388471178
00782,4091,3282,445,51,134,119,60,0.8022488389146908,0.10877536054754339,0.012466389635785871,0.032754827670496214,0.029088242483500365,0.014666340747983378
00783,7476,6550,265,99,98,42,422,0.8761369716425896,0.035446762974852865,0.013242375601926164,0.013108614232209739,0.0056179775280898875,0.05644729802033173
00784,9327,7880,904,88,227,98,130,0.8448590114720703,0.0969229119759837,0.009434973732175405,0.024337943604588828,0.010507129838104428,0.013938029377077303
00786,147,147,0,0,0,0,0,1,0,0,0,0,0
00791,13234,12148,620,21,159,99,187,0.917938642889527,0.04684902523802327,0.0015868218225782076,0.012014508085235001,0.007480731449297264,0.014130270515339277
00794,6517,5470,658,44,235,0,110,0.8393432560994323,0.10096670247046187,0.006751572809574957,0.03605953659659353,0,0.016878932023937393
00795,13316,11505,935,101,431,106,238,0.8639981976569541,0.07021628116551518,0.007584860318413938,0.032367077200360465,0.007960348452988885,0.017873235205767498
00901,2245,1024,140,189,655,140,97,0.4561247216035635,0.062360801781737196,0.08418708240534521,0.29175946547884185,0.062360801781737196,0.04320712694877506
00906,149,149,0,0,0,0,0,1,0,0,0,0,0
00907,7794,5135,360,611,895,463,330,0.6588401334359764,0.046189376443418015,0.07839363613035669,0.11483192199127534,0.059404670259173724,0.042340261739799843
00909,1739,951,66,352,213,122,35,0.5468660149511213,0.03795284646348476,0.2024151811385854,0.12248418631397355,0.07015526164462335,0.020126509488211614
00911,3482,2167,209,344,452,228,82,0.6223434807581849,0.06002297530155083,0.09879379666858128,0.12981045376220562,0.06547960941987363,0.023549684089603676
00912,2387,1638,174,223,167,140,45,0.6862170087976539,0.07289484708839547,0.09342270632593214,0.06996229576874738,0.05865102639296188,0.018852115626309174
00913,1584,750,163,333,248,20,70,0.4734848484848485,0.1029040404040404,0.21022727272727273,0.15656565656565657,0.012626262626262626,0.04419191919191919
00915,8796,5189,383,1519,906,686,113,0.5899272396543883,0.0435425193269668,0.17269213278763074,0.10300136425648022,0.0779899954524784,0.01284674852205548
00917,6301,4187,447,656,513,395,103,0.6644976987779717,0.07094112045707031,0.10411045865735598,0.0814156483097921,0.06268846214886525,0.01634661164894461
00918,5929,4436,281,320,391,416,85,0.7481868780570079,0.04739416427728116,0.053972002023950076,0.065947039973014,0.0701636026311351,0.014336313037611738
00920,6632,5075,770,218,273,189,107,0.7652291917973462,0.1161037394451146,0.03287092882991556,0.041164053075995174,0.028498190591073582,0.016133896260554885
00921,11435,9026,963,689,475,142,140,0.7893310013117621,0.08421512898994316,0.060253607345867946,0.041539134236991695,0.012418014866637517,0.012243113248797552
00923,7217,4904,652,836,255,523,47,0.6795067202438686,0.09034224747124844,0.11583760565331855,0.03533324095884716,0.07246778439794929,0.006512401274767909
00924,15176,11366,1733,866,334,709,168,0.7489457037427517,0.11419346336320506,0.057063784923563524,0.022008434370057985,0.04671850289931471,0.01107011070110701
00925,2628,1204,150,729,470,29,46,0.4581430745814307,0.05707762557077625,0.2773972602739726,0.17884322678843226,0.011035007610350075,0.01750380517503805
00926,37767,30826,3340,901,768,1026,906,0.8162152143405619,0.08843699526041253,0.023856806206476552,0.020335213281436174,0.02716657399316864,0.023989196917944235
00927,5225,4205,363,18,382,144,113,0.8047846889952153,0.06947368421052631,0.003444976076555024,0.07311004784688996,0.02755980861244019,0.021626794258373206
00934,34,15,19,0,0,0,0,0.4411764705882353,0.5588235294117647,0,0,0,0
00936,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
00949,26390,21739,2324,736,494,505,592,0.8237589996210686,0.08806366047745358,0.02788935202728306,0.0187192118226601,0.019136036377415688,0.022432739674118983
00950,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
00951,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
00952,2470,1908,191,8,143,55,165,0.7724696356275303,0.07732793522267206,0.0032388663967611335,0.05789473684210526,0.022267206477732792,0.06680161943319839
00953,26057,22339,2254,358,389,161,556,0.8573128142149902,0.08650266722953524,0.013739110411789539,0.014928809916721035,0.006178761944966803,0.02133783628199716
00956,22138,17061,2501,914,335,591,736,0.7706658234709549,0.1129731683078869,0.04128647574306622,0.015132351612611799,0.02669617851657783,0.03324600234890234
00957,12712,9608,1481,478,116,734,295,0.7558212712397735,0.11650409062303335,0.037602265575833856,0.009125235997482694,0.05774071743234739,0.023206419131529262
00959,19077,13821,2408,796,401,990,661,0.7244849819153955,0.1262252974786392,0.04172563820307176,0.02102007653194947,0.05189495203648373,0.03464905383446035
00960,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
00961,10453,7175,1776,346,323,484,349,0.6864058165120062,0.16990337702095093,0.03310054529800057,0.030900220032526547,0.04630249689084474,0.0333875442456711
00962,5712,4256,441,457,171,206,181,0.7450980392156863,0.07720588235294118,0.08000700280112044,0.029936974789915968,0.03606442577030812,0.03168767507002801
00965,2086,1563,110,200,154,20,39,0.74928092042186,0.052732502396931925,0.09587727708533078,0.0738255033557047,0.009587727708533078,0.018696069031639503
00966,6201,5117,544,121,14,17,388,0.825189485566844,0.08772778584099339,0.01951298177713272,0.002257700370907918,0.0027414933075310434,0.06257055313659088
00968,1425,1182,124,6,7,15,91,0.8294736842105264,0.08701754385964912,0.004210526315789474,0.004912280701754386,0.010526315789473684,0.06385964912280702
00969,18125,14863,1336,529,301,243,853,0.8200275862068965,0.0737103448275862,0.029186206896551724,0.016606896551724138,0.013406896551724138,0.04706206896551724
00971,9718,8231,762,193,61,241,230,0.8469849763325787,0.0784111957192838,0.01986005350895246,0.006277011730808808,0.024799341428277423,0.023667421280098785
00976,22132,18368,2551,224,383,133,473,0.8299295138261341,0.11526296764865353,0.010121091632026026,0.01730525935297307,0.0060093981565154525,0.021371769383697812
00979,7812,6457,517,294,195,23,326,0.8265488991295443,0.06618023553507424,0.03763440860215054,0.024961597542242704,0.002944188428059396,0.04173067076292883
00982,4701,3741,547,233,43,38,99,0.795788130185067,0.11635822165496702,0.049563922569666026,0.009146990002127207,0.008083386513507764,0.021059349074664963
00983,12857,10683,1206,228,354,66,320,0.8309092323248036,0.0938010422338026,0.017733530372559696,0.027533639262658473,0.005133390371004122,0.0248891654351715
00985,10417,8503,1212,201,205,91,205,0.8162618796198522,0.11634827685514064,0.01929538254775847,0.019679370260151676,0.008735720456945378,0.019679370260151676
00987,21066,18293,1592,287,133,345,416,0.8683660875344157,0.07557201177252444,0.013623848855976456,0.006313490933257382,0.016377100541156365,0.019747460362669705
01001,8753,7887,365,80,35,137,249,0.901062492859591,0.0416999885753456,0.009139723523363417,0.003998629041471496,0.015651776533759855,0.028447389466468638
01002,15018,8179,1311,1598,1914,651,1365,0.5446131309095752,0.08729524570515382,0.10640564655746437,0.12744706352377147,0.04334798242109469,0.09089093088294047
01003,3560,536,152,106,2153,26,587,0.15056179775280898,0.04269662921348315,0.029775280898876405,0.6047752808988764,0.007303370786516854,0.1648876404494382
01005,2611,1880,309,0,0,0,422,0.7200306396016852,0.11834546150900038,0,0,0,0.16162389888931444
01007,8526,6950,978,50,141,42,365,0.815153647665963,0.11470795214637579,0.005864414731409805,0.016537649542575653,0.0049261083743842365,0.042810227539291576
01008,646,522,51,0,10,6,57,0.8080495356037152,0.07894736842105263,0,0.015479876160990712,0.009287925696594427,0.08823529411764706
01009,155,155,0,0,0,0,0,1,0,0,0,0,0
01010,1842,1665,79,0,0,10,88,0.9039087947882736,0.04288816503800217,0,0,0.0054288816503800215,0.04777415852334419
01011,752,639,56,0,23,3,31,0.8497340425531915,0.07446808510638298,0,0.030585106382978722,0.003989361702127659,0.041223404255319146
01012,299,232,24,0,8,3,32,0.7759197324414716,0.0802675585284281,0,0.026755852842809364,0.010033444816053512,0.10702341137123746
01013,10271,8660,677,157,273,103,401,0.8431506182455457,0.06591373770811021,0.015285756012072826,0.026579690390419627,0.010028234835945867,0.039041962807905756
01020,15086,13373,1068,98,244,164,139,0.8864510141853374,0.07079411374784568,0.006496089089221795,0.016173936099695082,0.010871006230942596,0.009213840646957443
01022,921,902,0,8,0,0,11,0.9793702497285559,0,0.008686210640608035,0,0,0.011943539630836048
01026,433,327,35,9,15,2,45,0.7551963048498845,0.08083140877598152,0.020785219399538105,0.03464203233256351,0.004618937644341801,0.10392609699769054
01027,9954,8312,608,208,193,80,553,0.8350411894715692,0.061080972473377536,0.020896122161944947,0.019389190275266224,0.008036970062286517,0.05555555555555555
01028,7659,6352,668,82,145,87,325,0.8293510902206555,0.08721765243504374,0.01070635853244549,0.018931975453714583,0.01135918527222875,0.042433738085912
01029,357,303,18,0,0,0,36,0.8487394957983193,0.05042016806722689,0,0,0,0.10084033613445378
01030,5878,5274,288,0,9,99,208,0.8972439605307928,0.04899625723035046,0,0.001531133038448452,0.016842463422932972,0.035386185777475335
01031,555,472,16,0,45,0,22,0.8504504504504504,0.02882882882882883,0,0.08108108108108109,0,0.03963963963963964
01032,305,252,20,4,0,13,16,0.8262295081967214,0.06557377049180328,0.013114754098360656,0,0.04262295081967213,0.05245901639344262
01033,3645,3145,337,25,0,0,138,0.8628257887517147,0.0924554183813443,0.006858710562414266,0,0,0.03786008230452675
01034,1165,970,71,8,20,18,78,0.8326180257510729,0.06094420600858369,0.0068669527896995704,0.017167381974248927,0.015450643776824034,0.06695278969957082
01035,2617,2116,203,17,26,14,241,0.8085594191822698,0.07756973633931984,0.006495987772258311,0.009935040122277417,0.005349636988918609,0.09209017959495605
01036,2543,2245,170,9,32,12,75,0.8828155721588675,0.06685017695635077,0.003539127015336217,0.012583562721195438,0.0047188360204482895,0.029492725127801808
01037,305,240,2,0,32,0,31,0.7868852459016393,0.006557377049180328,0,0.10491803278688525,0,0.10163934426229508
01038,1647,1335,117,13,52,40,90,0.8105646630236795,0.07103825136612021,0.007893139040680024,0.031572556162720096,0.024286581663630843,0.0546448087431694
01039,618,491,12,5,32,20,58,0.7944983818770227,0.019417475728155338,0.008090614886731391,0.05177993527508091,0.032362459546925564,0.09385113268608414
01040,16512,12928,1591,294,771,242,686,0.7829457364341085,0.09635416666666667,0.017805232558139535,0.04669331395348837,0.014656007751937985,0.04154554263565891
01050,1332,1168,59,0,0,27,78,0.8768768768768769,0.044294294294294295,0,0,0.02027027027027027,0.05855855855855856
01053,710,583,0,48,0,22,57,0.8211267605633803,0,0.0676056338028169,0,0.030985915492957747,0.08028169014084507
01054,1030,782,66,8,9,22,143,0.7592233009708738,0.06407766990291262,0.007766990291262136,0.008737864077669903,0.021359223300970873,0.13883495145631067
01056,10263,9147,641,64,78,154,179,0.8912598655363929,0.062457371139043164,0.00623599337425704,0.007600116924875768,0.015005359056806002,0.01744129396862516
01057,4781,4174,388,0,21,8,190,0.8730391131562435,0.08115457017360385,0,0.004392386530014641,0.0016732901066722444,0.0397406400334658
01060,8394,4955,459,248,1421,300,1011,0.5903025970931618,0.0546819156540386,0.029544913033118896,0.16928758637121755,0.035739814152966405,0.12044317369549679
01062,4940,3865,380,69,157,85,384,0.7823886639676113,0.07692307692307693,0.013967611336032389,0.03178137651821862,0.01720647773279352,0.07773279352226721
01063,324,23,3,12,214,10,62,0.07098765432098765,0.009259259259259259,0.037037037037037035,0.6604938271604939,0.030864197530864196,0.19135802469135801
01066,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
01068,1010,819,103,7,16,15,50,0.810891089108911,0.10198019801980197,0.006930693069306931,0.015841584158415842,0.01485148514851485,0.04950495049504951
01069,4735,3972,271,0,253,49,190,0.8388595564941922,0.05723336853220697,0,0.05343189017951425,0.010348468848996832,0.04012671594508976
01070,330,246,31,5,2,0,46,0.7454545454545455,0.09393939393939393,0.015151515151515152,0.006060606060606061,0,0.1393939393939394
01071,661,539,71,0,5,3,43,0.8154311649016641,0.10741301059001512,0,0.007564296520423601,0.0045385779122541605,0.06505295007564296
01072,803,663,62,0,4,7,67,0.825653798256538,0.07721046077210461,0,0.0049813200498132005,0.008717310087173101,0.08343711083437111
01073,3346,2875,187,0,0,0,284,0.8592349073520622,0.05588762701733413,0,0,0,0.08487746563060371
01074,346,280,39,0,0,0,27,0.8092485549132948,0.11271676300578035,0,0,0,0.07803468208092486
01075,9155,6736,734,114,1045,19,507,0.7357728017476789,0.08017476788640088,0.012452211906062261,0.11414527580557073,0.002075368651010377,0.0553795740032769
01077,4666,4050,145,14,126,45,286,0.8679811401628804,0.031075867981140162,0.0030004286326618087,0.02700385769395628,0.00964423489069867,0.06129447063866267
01079,334,334,0,0,0,0,0,1,0,0,0,0,0
01080,1103,959,114,0,24,0,6,0.8694469628286491,0.10335448776065277,0,0.021758839528558477,0,0.005439709882139619
01081,968,844,50,0,21,4,49,0.871900826446281,0.05165289256198347,0,0.02169421487603306,0.004132231404958678,0.0506198347107438
01082,4764,4220,249,1,90,79,125,0.8858102434928632,0.052267002518891686,2.0990764063811922e-4,0.018891687657430732,0.01658270361041142,0.026238455079764904
01083,1555,1257,166,0,0,0,132,0.8083601286173634,0.1067524115755627,0,0,0,0.08488745980707396
01084,91,67,7,0,4,0,13,0.7362637362637363,0.07692307692307693,0,0.04395604395604396,0,0.14285714285714285
01085,21176,18178,1088,115,592,208,995,0.8584246316584813,0.05137891953154514,0.005430676237249717,0.027956176803928975,0.009822440498677748,0.04698715527011711
01086,65,18,0,0,31,0,16,0.27692307692307694,0,0,0.47692307692307695,0,0.24615384615384617
01088,224,202,8,0,6,8,0,0.9017857142857143,0.03571428571428571,0,0.026785714285714284,0.03571428571428571,0
01089,14091,11858,1018,212,410,88,505,0.8415300546448088,0.07224469519551487,0.015045064225392094,0.029096586473635656,0.00624512099921936,0.035838478461429284
01092,698,697,1,0,0,0,0,0.998567335243553,0.0014326647564469914,0,0,0,0
01093,176,166,3,0,0,0,7,0.9431818181818182,0.017045454545454544,0,0,0,0.03977272727272727
01094,93,72,16,0,0,0,5,0.7741935483870968,0.17204301075268819,0,0,0,0.053763440860215055
01095,7701,6651,432,51,80,170,317,0.8636540708998831,0.05609661082976237,0.006622516556291391,0.010388261264770809,0.02207505518763797,0.04116348526165433
01096,1506,1271,97,3,18,3,114,0.8439575033200531,0.06440903054448871,0.00199203187250996,0.01195219123505976,0.00199203187250996,0.07569721115537849
01097,14,14,0,0,0,0,0,1,0,0,0,0,0
01098,694,539,41,7,0,14,93,0.776657060518732,0.059077809798270896,0.010086455331412104,0,0.020172910662824207,0.1340057636887608
01103,976,581,30,97,220,0,48,0.5952868852459017,0.030737704918032786,0.09938524590163934,0.22540983606557377,0,0.04918032786885246
01104,9164,6771,1195,544,334,74,246,0.73886948930598,0.13040157136621564,0.05936272370144042,0.03644696639022261,0.008075076385857704,0.026844172850283718
01105,3644,2142,456,374,392,239,41,0.5878155872667399,0.1251372118551043,0.1026344676180022,0.10757409440175632,0.06558726673984633,0.011251372118551043
01106,7418,6166,369,36,169,93,585,0.8312213534645457,0.04974386627123214,0.004853060124022647,0.022782421137772985,0.012537071987058506,0.07886222701536802
01107,3646,2168,595,300,325,80,178,0.5946242457487658,0.16319253976961054,0.08228195282501372,0.08913878222709819,0.021941854086670324,0.04882062534284147
01108,11481,8420,1409,677,431,227,317,0.7333855935894086,0.12272450135005661,0.0589669889382458,0.03754028394739134,0.01977179688180472,0.027610835293092936
01109,10963,7792,1032,506,841,360,432,0.7107543555596096,0.09413481711210435,0.04615524947550853,0.0767125786737207,0.03283772689957128,0.039405272279485544
01118,7386,6060,818,51,167,91,199,0.8204711616571893,0.1107500676956404,0.006904955320877335,0.022610343893853236,0.01232060655293799,0.02694286487950176
01119,5552,4569,376,33,366,20,188,0.8229466858789626,0.06772334293948126,0.005943804034582133,0.06592219020172911,0.0036023054755043226,0.03386167146974063
01128,1339,1065,219,8,0,0,47,0.7953696788648245,0.16355489171023152,0.00597460791635549,0,0,0.0351008215085885
01129,3414,3008,253,0,40,40,73,0.8810779144698301,0.07410661980082016,0,0.011716461628588167,0.011716461628588167,0.021382542472173402
01151,3575,2858,290,119,88,136,84,0.7994405594405595,0.08111888111888112,0.03328671328671329,0.024615384615384615,0.03804195804195804,0.023496503496503496
01199,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
