zcta,total,car.alone,car.carpool,public.transit,walked,other.commute,worked.at.home,pct.car.alone,pct.car.carpool,pct.public.transit,pct.walked,pct.other.commute,pct.worked.at.home
31098,1753,1570,95,0,43,9,36,0.8956075299486594,0.05419281232173417,0,0.02452937820878494,0.00513405590416429,0.02053622361665716
31201,2627,1671,153,65,462,130,146,0.6360867910163684,0.05824133993148078,0.024743052912066996,0.17586600685192236,0.04948610582413399,0.055576703464027405
31204,10988,8720,1193,144,353,247,331,0.7935930105569713,0.10857298871496178,0.013105205678922462,0.03212595558791409,0.022479068074262833,0.0301237713869676
31206,8867,7112,1075,247,216,133,84,0.8020751099582722,0.12123604375775347,0.027856095635502426,0.024359986466674186,0.014999436111424383,0.009473328070373294
31207,285,133,8,0,144,0,0,0.4666666666666667,0.028070175438596492,0,0.5052631578947369,0,0
31210,15919,13533,1255,69,317,139,606,0.850116213329983,0.07883661033984547,0.004334443118286325,0.019913311137634275,0.008731704252779698,0.0380677178214712
31211,6012,5344,353,25,28,46,216,0.8888888888888888,0.058715901530272785,0.0041583499667332,0.004657351962741184,0.007651363938789089,0.03592814371257485
31213,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
31216,6808,5683,933,0,81,31,80,0.8347532314923619,0.13704465334900118,0,0.01189776733254994,0.0045534665099882495,0.011750881316098707
31217,5728,4485,833,125,109,83,93,0.7829958100558659,0.14542597765363127,0.021822625698324022,0.019029329608938546,0.014490223463687151,0.01623603351955307
31220,7368,6288,679,18,0,22,361,0.8534201954397395,0.09215526601520087,0.0024429967426710096,0,0.002985884907709012,0.0489956568946797
31301,1768,1365,262,0,17,57,67,0.7720588235294118,0.14819004524886878,0,0.009615384615384616,0.03223981900452489,0.03789592760180995
31302,4081,3715,201,0,34,26,105,0.9103160989953443,0.049252634158294534,0,0.008331291350159274,0.006370987503062975,0.025728987993138937
31303,1414,1277,113,0,0,0,24,0.9031117397454032,0.07991513437057991,0,0,0,0.016973125884016973
31304,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
31305,2547,1995,317,0,53,13,169,0.7832744405182568,0.12446014919513153,0,0.020808794660384766,0.005104043973301924,0.066352571652925
31307,489,405,40,0,0,44,0,0.8282208588957055,0.081799591002045,0,0,0.08997955010224949,0
31308,2978,2422,219,0,43,197,97,0.8132975151108126,0.0735392881128274,0,0.014439220953660174,0.0661517797179315,0.0325721961047683
31309,268,234,12,0,0,22,0,0.8731343283582089,0.04477611940298507,0,0,0.08208955223880597,0
31312,9818,8627,660,0,63,265,203,0.8786921980036667,0.06722346710124262,0,0.0064167854960277045,0.02699124057852923,0.020676308820533715
31313,18350,15483,1797,82,255,459,274,0.8437602179836512,0.0979291553133515,0.00446866485013624,0.013896457765667575,0.025013623978201636,0.014931880108991826
31314,1635,779,287,0,558,7,4,0.4764525993883792,0.17553516819571865,0,0.3412844036697248,0.004281345565749235,0.0024464831804281344
31315,2756,2447,174,29,31,26,49,0.8878809869375908,0.06313497822931785,0.010522496371552975,0.011248185776487663,0.009433962264150943,0.017779390420899856
31316,4874,4085,405,0,49,209,126,0.8381206401313089,0.08309396799343455,0,0.010053344275748872,0.042880590890439066,0.025851456709068528
31318,274,233,12,0,0,29,0,0.8503649635036497,0.043795620437956206,0,0,0.10583941605839416,0
31320,3329,2662,427,20,11,108,101,0.799639531390808,0.12826674677080205,0.006007810153199159,0.0033042955842595375,0.03244217482727546,0.030339441273655753
31321,2604,2016,387,0,30,95,76,0.7741935483870968,0.14861751152073732,0,0.01152073732718894,0.03648233486943164,0.029185867895545316
31322,13379,12115,701,0,28,57,478,0.905523581732566,0.052395545257493084,0,0.002092832050227969,0.004260408102249795,0.035727632857463186
31323,472,368,70,5,0,10,19,0.7796610169491526,0.1483050847457627,0.01059322033898305,0,0.0211864406779661,0.04025423728813559
31324,12240,10555,836,0,171,231,447,0.8623366013071896,0.06830065359477124,0,0.013970588235294118,0.018872549019607842,0.03651960784313726
31326,10042,8603,870,2,97,120,350,0.8567018522206732,0.08663612826130253,1.9916351324437363e-4,0.009659430392352121,0.011949810794662417,0.03485361481776539
31327,52,52,0,0,0,0,0,1,0,0,0,0,0
31328,1722,1010,179,7,116,84,326,0.586527293844367,0.10394889663182347,0.0040650406504065045,0.06736353077816493,0.04878048780487805,0.18931475029036005
31329,3888,3339,354,17,16,48,114,0.8587962962962963,0.09104938271604938,0.004372427983539095,0.00411522633744856,0.012345679012345678,0.029320987654320986
31331,3271,2707,434,24,19,0,87,0.8275756649342708,0.13268113726689085,0.007337205747477835,0.005808621216753286,0,0.026597370834607153
31401,8912,4951,743,453,1055,920,790,0.5555430879712747,0.08337073608617594,0.05083034111310592,0.11837971274685817,0.10323159784560143,0.08864452423698384
31404,15697,10918,2457,861,522,495,444,0.6955469197935912,0.15652672485188251,0.0548512454609161,0.033254762056443905,0.03153468815697267,0.028285659680193666
31405,16589,13098,1573,433,272,600,613,0.7895593465549461,0.0948218699137983,0.02610163361263488,0.016396407257821446,0.036168545421664956,0.036952197239134364
31406,17394,13507,1944,586,298,365,694,0.7765321375186846,0.11176267678509831,0.03368977808439692,0.017132344486604577,0.020984247441646543,0.039898815683569046
31407,6807,6291,316,35,0,60,105,0.9241956809167033,0.046422800058763036,0.005141765829293375,0,0.00881445570736007,0.015425297487880123
31408,4342,3110,772,52,269,75,64,0.7162597881160755,0.17779824965453708,0.011976047904191617,0.0619530170428374,0.017273146015660986,0.014739751266697375
31409,677,275,98,9,230,4,61,0.40620384047267355,0.1447562776957164,0.013293943870014771,0.3397341211225997,0.005908419497784343,0.09010339734121123
31410,12005,10047,923,34,270,76,655,0.8369012911286964,0.07688463140358184,0.0028321532694710536,0.022490628904623073,0.006330695543523532,0.054560599750104126
31411,2459,1832,101,0,47,50,429,0.7450183001220008,0.04107360715738105,0,0.01911346075640504,0.020333468889792598,0.1744611630744205
31415,4718,3120,541,592,224,155,86,0.6612971598134803,0.11466723187791437,0.1254768969902501,0.04747774480712166,0.03285290377278508,0.018228062738448497
31419,28638,23825,2989,405,356,402,661,0.8319365877505412,0.10437181367413925,0.014142049025769956,0.01243103568684964,0.014037293107060549,0.02308122075563936
31501,5258,4639,339,33,70,48,129,0.8822746291365539,0.06447318372004565,0.006276150627615063,0.013313046785850133,0.009128946367440091,0.024534043362495244
31503,7932,6728,838,44,104,53,165,0.848209783156833,0.10564800806858296,0.005547150781643974,0.013111447302067574,0.006681795259707514,0.0208018154311649
31510,3628,2998,443,19,55,27,86,0.8263506063947078,0.1221058434399118,0.005237045203969129,0.01515986769570011,0.007442116868798236,0.023704520396912898
31512,870,796,36,0,2,34,2,0.9149425287356322,0.041379310344827586,0,0.0022988505747126436,0.03908045977011494,0.0022988505747126436
31513,6391,5152,909,24,86,95,125,0.8061336254107339,0.14223126271319042,0.0037552808637145987,0.013456423094977311,0.014864653418870286,0.019558754498513534
31516,5618,4894,372,22,64,101,165,0.8711285154859381,0.06621573513705944,0.003915984336062656,0.011391954432182272,0.017977928088287645,0.029369882520469917
31518,405,344,49,0,12,0,0,0.8493827160493828,0.12098765432098765,0,0.02962962962962963,0,0
31519,1384,1215,83,0,8,65,13,0.8778901734104047,0.05997109826589595,0,0.005780346820809248,0.04696531791907514,0.00939306358381503
31520,9118,7072,1301,118,169,297,161,0.7756086861153761,0.1426847992980917,0.012941434525115156,0.018534766396139504,0.0325729326606712,0.017657381004606273
31522,7874,6623,439,14,85,123,590,0.8411226822453645,0.05575311150622301,0.001778003556007112,0.01079502159004318,0.015621031242062483,0.07493014986029972
31523,6505,5748,363,16,0,148,230,0.8836279784780938,0.0558032282859339,0.0024596464258262877,0,0.02275172943889316,0.035357417371252885
31524,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
31525,13865,11209,1823,1,223,238,371,0.8084385142445005,0.13148214929679047,7.21240533717995e-5,0.016083663901911287,0.01716552470248828,0.026758023800937614
31527,145,117,0,0,0,28,0,0.8068965517241379,0,0,0,0.19310344827586207,0
31532,193,187,6,0,0,0,0,0.9689119170984456,0.031088082901554404,0,0,0,0
31533,6214,5217,754,21,28,135,59,0.8395558416478919,0.12133891213389121,0.0033794657225619568,0.004505954296749276,0.021725136787898294,0.009494689411007402
31535,5344,4610,428,0,10,135,161,0.8626497005988024,0.08008982035928144,0,0.0018712574850299401,0.025261976047904193,0.030127245508982037
31537,3432,2732,513,24,11,45,107,0.796037296037296,0.14947552447552448,0.006993006993006993,0.003205128205128205,0.013111888111888112,0.031177156177156176
31539,5328,4718,508,15,62,9,16,0.8855105105105106,0.09534534534534535,0.002815315315315315,0.011636636636636636,0.0016891891891891893,0.003003003003003003
31542,1296,1015,155,0,50,0,76,0.783179012345679,0.11959876543209877,0,0.038580246913580245,0,0.05864197530864197
31543,1501,1189,207,0,0,41,64,0.7921385742838108,0.13790806129247168,0,0,0.02731512325116589,0.04263824117255163
31544,292,255,7,0,0,0,30,0.8732876712328768,0.023972602739726026,0,0,0,0.10273972602739725
31545,5788,4751,610,0,32,285,110,0.8208362128541811,0.10539046302695232,0,0.0055286800276434,0.04923980649619903,0.019004837595024186
31546,2252,1960,174,0,0,20,98,0.8703374777975134,0.07726465364120781,0,0,0.008880994671403197,0.043516873889875664
31547,1060,192,15,0,853,0,0,0.1811320754716981,0.014150943396226415,0,0.8047169811320755,0,0
31548,9998,9136,597,0,33,94,138,0.9137827565513102,0.0597119423884777,0,0.0033006601320264054,0.009401880376075216,0.013802760552110422
31549,677,609,0,0,23,17,28,0.8995568685376661,0,0,0.033973412112259974,0.025110782865583457,0.0413589364844904
31550,233,233,0,0,0,0,0,1,0,0,0,0,0
31551,366,325,41,0,0,0,0,0.8879781420765027,0.11202185792349727,0,0,0,0
31552,347,271,71,0,0,0,5,0.7809798270893372,0.20461095100864554,0,0,0,0.01440922190201729
31553,1460,1312,73,54,0,20,1,0.8986301369863013,0.05,0.036986301369863014,0,0.0136986301369863,6.849315068493151e-4
31554,2127,1816,235,2,31,40,3,0.8537846732487071,0.11048425011753643,9.402914903620122e-4,0.01457451810061119,0.018805829807240243,0.0014104372355430183
31555,1180,1041,110,0,0,29,0,0.8822033898305085,0.09322033898305085,0,0,0.02457627118644068,0
31556,24,22,2,0,0,0,0,0.9166666666666666,0.08333333333333333,0,0,0,0
31557,1331,1139,150,0,15,3,24,0.8557475582268971,0.11269722013523667,0,0.011269722013523666,0.002253944402704733,0.018031555221637866
31558,9675,7966,834,13,415,232,215,0.823359173126615,0.0862015503875969,0.0013436692506459949,0.04289405684754522,0.023979328165374677,0.022222222222222223
31560,1193,939,227,0,0,2,25,0.7870913663034367,0.19027661357921208,0,0,0.0016764459346186086,0.020955574182732608
31561,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
31562,857,669,69,0,0,30,89,0.780630105017503,0.08051341890315053,0,0,0.03500583430571762,0.10385064177362893
31563,489,430,52,0,0,0,7,0.8793456032719836,0.10633946830265849,0,0,0,0.014314928425357873
31565,1012,840,119,0,11,0,42,0.8300395256916996,0.11758893280632411,0,0.010869565217391304,0,0.041501976284584984
31566,1504,1294,210,0,0,0,0,0.8603723404255319,0.13962765957446807,0,0,0,0
31567,275,213,47,0,0,15,0,0.7745454545454545,0.1709090909090909,0,0,0.05454545454545454,0
31568,236,236,0,0,0,0,0,1,0,0,0,0,0
31569,2506,2146,213,0,27,58,62,0.8563447725458898,0.08499600957701517,0,0.01077414205905826,0.02314445331205108,0.024740622505985636
31601,11318,9315,1145,18,353,211,276,0.8230252694822406,0.10116628379572362,0.001590386994168581,0.03118925605230606,0.018642869764976144,0.024385933910584908
31602,16333,13903,1357,56,295,239,483,0.851221453499051,0.08308332823118839,0.003428641400844915,0.018061593093736606,0.014632951692891692,0.029572032082287394
31605,10344,9181,810,0,14,17,322,0.8875676720804331,0.07830626450116009,0,0.0013534416086620263,0.0016434648105181748,0.031129156999226606
31606,1462,1244,180,6,1,15,16,0.8508891928864569,0.12311901504787962,0.004103967168262654,6.839945280437756e-4,0.010259917920656635,0.01094391244870041
31620,4521,3730,468,6,70,11,236,0.825038708250387,0.10351692103516921,0.0013271400132714001,0.015483300154833,0.0024330900243309003,0.05220084052200841
31622,750,660,58,0,3,12,17,0.88,0.07733333333333334,0,0.004,0.016,0.02266666666666667
31623,26,21,0,0,0,0,5,0.8076923076923077,0,0,0,0,0.19230769230769232
31624,486,407,40,0,26,8,5,0.8374485596707819,0.0823045267489712,0,0.053497942386831275,0.01646090534979424,0.0102880658436214
31625,405,312,24,0,0,52,17,0.7703703703703704,0.05925925925925926,0,0,0.12839506172839507,0.04197530864197531
31626,1443,1096,228,0,36,61,22,0.7595287595287595,0.158004158004158,0,0.02494802494802495,0.04227304227304227,0.015246015246015246
31627,78,56,7,0,0,15,0,0.717948717948718,0.08974358974358974,0,0,0.19230769230769232,0
31629,210,169,8,12,0,0,21,0.8047619047619048,0.0380952380952381,0.05714285714285714,0,0,0.1
31630,116,105,8,0,0,0,3,0.9051724137931034,0.06896551724137931,0,0,0,0.02586206896551724
31631,166,125,29,0,0,4,8,0.7530120481927711,0.1746987951807229,0,0,0.024096385542168676,0.04819277108433735
31632,5998,5223,477,32,0,28,238,0.8707902634211404,0.07952650883627876,0.0053351117039013,0,0.004668222740913638,0.039679893297765924
31634,1885,1638,178,0,8,26,35,0.8689655172413793,0.09442970822281167,0,0.004244031830238726,0.013793103448275862,0.01856763925729443
31635,2154,1903,118,2,93,20,18,0.88347260909935,0.05478180129990715,9.285051067780873e-4,0.04317548746518106,0.009285051067780872,0.008356545961002786
31636,4423,3973,216,44,34,50,106,0.8982591001582636,0.04883563192403346,0.009947999095636446,0.007687090210264526,0.011304544426859598,0.023965634184942346
31637,1243,1060,139,0,0,12,32,0.8527755430410298,0.11182622687047465,0,0,0.009654062751407884,0.02574416733708769
31638,340,245,35,8,0,25,27,0.7205882352941176,0.10294117647058823,0.023529411764705882,0,0.07352941176470588,0.07941176470588235
31639,3550,2733,581,0,59,73,104,0.7698591549295775,0.1636619718309859,0,0.016619718309859154,0.02056338028169014,0.029295774647887324
31641,1006,908,77,0,0,21,0,0.9025844930417495,0.07654075546719682,0,0,0.020874751491053677,0
31642,1884,1614,179,0,31,60,0,0.856687898089172,0.09501061571125266,0,0.016454352441613588,0.03184713375796178,0
31643,3137,2494,317,21,197,32,76,0.7950270959515461,0.10105196047178833,0.0066942939113803,0.06279885240675805,0.010200828817341408,0.024226968441185846
31645,1941,1726,146,15,0,26,28,0.8892323544564658,0.07521895929933024,0.0077279752704791345,0,0.013395157135497167,0.014425553838227717
31647,1438,1213,132,0,33,11,49,0.8435326842837274,0.0917941585535466,0,0.02294853963838665,0.0076495132127955496,0.034075104311543813
31648,450,389,45,0,16,0,0,0.8644444444444445,0.1,0,0.035555555555555556,0,0
31649,405,363,11,0,0,9,22,0.8962962962962963,0.027160493827160494,0,0,0.022222222222222223,0.05432098765432099
31650,1569,1426,65,0,26,43,9,0.9088591459528362,0.041427660930529,0,0.0165710643722116,0.027405991077119184,0.0057361376673040155
31698,97,55,10,7,25,0,0,0.5670103092783505,0.10309278350515463,0.07216494845360824,0.25773195876288657,0,0
31699,616,271,53,6,56,0,230,0.43993506493506496,0.08603896103896104,0.00974025974025974,0.09090909090909091,0,0.37337662337662336
31701,6427,4509,1038,212,282,10,376,0.7015714952543955,0.161506145946787,0.032985840983351486,0.04387739225143924,0.0015559358954411078,0.058503189668585656
31705,10736,7807,1556,157,418,179,619,0.7271795827123696,0.14493293591654247,0.014623695976154993,0.0389344262295082,0.016672876304023844,0.0576564828614009
31707,10868,8804,1173,170,227,53,441,0.8100846521899153,0.10793154214206846,0.015642252484357747,0.02088700772911299,0.004876702245123298,0.040577843209422156
31709,6345,5222,615,4,185,95,224,0.82301024428684,0.09692671394799054,6.304176516942475e-4,0.029156816390858944,0.014972419227738377,0.03530338849487786
31711,403,285,105,2,3,0,8,0.707196029776675,0.26054590570719605,0.004962779156327543,0.007444168734491315,0,0.019851116625310174
31712,429,362,23,0,17,24,3,0.8438228438228438,0.053613053613053616,0,0.039627039627039624,0.055944055944055944,0.006993006993006993
31714,2321,2032,267,0,22,0,0,0.8754847048685911,0.11503662214562689,0,0.009478672985781991,0,0
31716,912,797,89,5,0,0,21,0.8739035087719298,0.09758771929824561,0.005482456140350877,0,0,0.023026315789473683
31719,3107,2511,411,0,94,0,91,0.8081750885098166,0.13228194399742516,0,0.030254264563887995,0,0.029288702928870293
31720,105,75,29,0,0,1,0,0.7142857142857143,0.2761904761904762,0,0,0.009523809523809525,0
31721,9453,8351,730,26,31,80,235,0.8834232518777108,0.07722416164180683,0.002750449592721887,0.0032793822067068656,0.008462921823759652,0.02485983285729398
31722,202,182,20,0,0,0,0,0.900990099009901,0.09900990099009901,0,0,0,0
31730,3311,2717,379,0,37,67,111,0.8205980066445183,0.1144669284204168,0,0.01117487163998792,0.02023557837511326,0.03352461491996376
31733,609,473,108,0,0,8,20,0.7766830870279147,0.17733990147783252,0,0,0.013136288998357963,0.03284072249589491
31735,147,129,0,0,18,0,0,0.8775510204081632,0,0,0.12244897959183673,0,0
31738,884,706,155,0,0,0,23,0.7986425339366516,0.1753393665158371,0,0,0,0.026018099547511313
31743,177,135,35,0,0,0,7,0.7627118644067796,0.1977401129943503,0,0,0,0.03954802259887006
31744,1236,1084,60,33,12,24,23,0.8770226537216829,0.04854368932038835,0.02669902912621359,0.009708737864077669,0.019417475728155338,0.0186084142394822
31747,43,30,13,0,0,0,0,0.6976744186046512,0.3023255813953488,0,0,0,0
31749,1077,791,229,0,16,34,7,0.734447539461467,0.21262766945218198,0,0.014856081708449397,0.031569173630454965,0.0064995357474466105
31750,6749,5823,604,0,42,221,59,0.862794488072307,0.08949473996147578,0,0.0062231441695065936,0.0327455919395466,0.008742035857164024
31756,333,333,0,0,0,0,0,1,0,0,0,0,0
31757,4716,4002,435,10,38,94,137,0.8486005089058524,0.09223918575063614,0.0021204410517387615,0.008057675996607293,0.01993214588634436,0.029050042408821034
31763,10685,9384,922,0,4,34,341,0.8782405240992045,0.08628919045390734,0,3.7435657463734206e-4,0.0031820308844174076,0.03191389798783341
31764,675,557,97,0,0,0,21,0.8251851851851851,0.1437037037037037,0,0,0,0.03111111111111111
31765,1101,884,188,4,11,0,14,0.8029064486830154,0.17075386012715713,0.0036330608537693005,0.009990917347865577,0,0.012715712988192553
31768,8950,6283,1897,133,172,202,263,0.7020111731843576,0.21195530726256984,0.014860335195530726,0.019217877094972066,0.022569832402234636,0.029385474860335197
31771,2917,2166,598,26,11,60,56,0.7425437092903668,0.20500514226945493,0.008913267055193692,0.0037709976002742542,0.02056907781967775,0.019197805965032566
31772,180,166,0,0,0,0,14,0.9222222222222223,0,0,0,0,0.07777777777777778
31773,1525,1197,287,5,0,9,27,0.7849180327868852,0.1881967213114754,0.003278688524590164,0,0.005901639344262295,0.017704918032786884
31774,2173,2047,53,0,7,59,7,0.94201564657156,0.024390243902439025,0,0.0032213529682466636,0.027151403589507593,0.0032213529682466636
31775,1391,1136,141,55,5,54,0,0.8166786484543493,0.10136592379583034,0.039539899352983465,0.0035945363048166786,0.038820992092020126,0
31778,1053,859,130,0,14,13,37,0.8157644824311491,0.12345679012345678,0,0.013295346628679962,0.012345679012345678,0.03513770180436847
31779,3335,2473,689,0,105,68,0,0.7415292353823089,0.2065967016491754,0,0.031484257871064465,0.020389805097451273,0
31780,827,688,105,0,0,0,34,0.8319226118500604,0.12696493349455865,0,0,0,0.041112454655380895
31781,852,778,38,0,0,0,36,0.9131455399061033,0.04460093896713615,0,0,0,0.04225352112676056
31783,298,257,17,0,0,17,7,0.8624161073825504,0.05704697986577181,0,0,0.05704697986577181,0.02348993288590604
31784,259,210,38,0,0,2,9,0.8108108108108109,0.14671814671814673,0,0,0.007722007722007722,0.03474903474903475
31787,541,464,35,0,34,0,8,0.8576709796672828,0.06469500924214418,0,0.06284658040665435,0,0.014787430683918669
31788,3916,2910,681,15,95,17,198,0.7431052093973443,0.17390194075587334,0.003830439223697651,0.02425944841675179,0.004341164453524004,0.05056179775280899
31789,308,286,19,0,0,1,2,0.9285714285714286,0.06168831168831169,0,0,0.003246753246753247,0.006493506493506494
31790,690,544,66,5,6,3,66,0.7884057971014493,0.09565217391304348,0.007246376811594203,0.008695652173913044,0.004347826086956522,0.09565217391304348
31791,5416,4697,361,0,0,142,216,0.867245199409158,0.06665435745937962,0,0,0.02621861152141802,0.03988183161004431
31792,9075,7312,1380,1,125,61,196,0.8057300275482093,0.15206611570247933,1.1019283746556474e-4,0.013774104683195593,0.006721763085399449,0.021597796143250688
31793,4593,3969,455,0,81,59,29,0.8641410842586544,0.09906379272806444,0,0.017635532331809273,0.012845634661441323,0.0063139560200304815
31794,11902,9938,1430,39,147,133,215,0.8349857166862712,0.12014787430683918,0.0032767602083683413,0.01235086540077298,0.011174592505461267,0.01806419089228701
31795,739,644,68,0,22,0,5,0.871447902571042,0.09201623815967523,0,0.029769959404600813,0,0.006765899864682003
31796,351,329,18,0,0,0,4,0.9373219373219374,0.05128205128205128,0,0,0,0.011396011396011397
31798,411,308,64,0,25,0,14,0.7493917274939172,0.15571776155717762,0,0.06082725060827251,0,0.0340632603406326
31801,1313,1103,81,45,9,42,33,0.8400609291698401,0.06169078446306169,0.03427265803503427,0.006854531607006854,0.03198781416603199,0.02513328255902513
31803,2168,1691,378,0,0,64,35,0.7799815498154982,0.17435424354243542,0,0,0.02952029520295203,0.01614391143911439
31804,2858,2540,193,0,0,13,112,0.8887333799860042,0.0675297410776767,0,0,0.004548635409377187,0.03918824352694192
31805,926,717,129,0,0,46,34,0.7742980561555075,0.13930885529157666,0,0,0.04967602591792657,0.0367170626349892
31806,2082,1799,147,1,16,60,59,0.8640730067243035,0.07060518731988473,4.803073967339097e-4,0.007684918347742555,0.02881844380403458,0.028338136407300672
31807,1568,1268,224,0,7,0,69,0.8086734693877551,0.14285714285714285,0,0.004464285714285714,0,0.04400510204081633
31808,3651,3346,157,16,0,45,87,0.9164612434949329,0.04300191728293618,0.004382360996987127,0,0.012325390304026294,0.0238290879211175
31810,85,82,1,2,0,0,0,0.9647058823529412,0.011764705882352941,0.023529411764705882,0,0,0
31811,2800,2415,203,12,40,44,86,0.8625,0.0725,0.004285714285714286,0.014285714285714285,0.015714285714285715,0.030714285714285715
31812,166,145,21,0,0,0,0,0.8734939759036144,0.12650602409638553,0,0,0,0
31814,126,126,0,0,0,0,0,1,0,0,0,0,0
31815,714,671,35,0,8,0,0,0.9397759103641457,0.049019607843137254,0,0.011204481792717087,0,0
31816,2004,1577,196,0,130,46,55,0.7869261477045908,0.09780439121756487,0,0.06487025948103792,0.022954091816367265,0.027445109780439122
31820,5428,4710,469,0,0,15,234,0.8677229182019159,0.08640383198231393,0,0,0.002763448784082535,0.043109801031687545
31821,36,36,0,0,0,0,0,1,0,0,0,0,0
31822,2381,2048,178,25,17,66,47,0.8601427971440572,0.0747585048299034,0.010499790004199917,0.007139857202855943,0.02771944561108778,0.019739605207895843
31823,308,267,22,0,11,0,8,0.8668831168831169,0.07142857142857142,0,0.03571428571428571,0,0.025974025974025976
31824,688,683,5,0,0,0,0,0.9927325581395349,0.007267441860465116,0,0,0,0
31825,849,647,160,0,40,0,2,0.7620730270906949,0.18845700824499412,0,0.04711425206124853,0,0.002355712603062426
31826,1003,768,140,0,14,36,45,0.765702891326022,0.13958125623130607,0,0.013958125623130608,0.03589232303090728,0.0448654037886341
31827,775,603,118,0,0,50,4,0.7780645161290323,0.15225806451612903,0,0,0.06451612903225806,0.005161290322580645
31829,509,454,0,0,40,0,15,0.8919449901768173,0,0,0.07858546168958742,0,0.029469548133595286
31830,889,715,55,19,17,18,65,0.8042744656917885,0.06186726659167604,0.021372328458942633,0.019122609673790775,0.020247469066366704,0.07311586051743532
31831,1365,1252,57,1,0,29,26,0.9172161172161172,0.041758241758241756,7.326007326007326e-4,0,0.021245421245421246,0.01904761904761905
31832,96,72,0,0,2,22,0,0.75,0,0,0.020833333333333332,0.22916666666666666,0
31833,2827,2505,168,34,0,95,25,0.8860983374602052,0.05942695436858861,0.012026883622214362,0,0.03360452776795189,0.008843296781039971
31836,242,204,33,4,1,0,0,0.8429752066115702,0.13636363636363635,0.01652892561983471,0.004132231404958678,0,0
31901,2611,1907,112,97,198,146,151,0.7303715051704328,0.04289544235924933,0.03715051704327844,0.07583301417081578,0.05591727307545002,0.05783224818077365
31903,6548,4686,992,236,247,357,30,0.7156383628588882,0.15149664019547954,0.03604153940134392,0.03772144166157605,0.054520464263897374,0.004581551618814905
31904,14358,11811,1483,187,159,500,218,0.8226076055160886,0.10328736592840228,0.013024098063797186,0.01107396573338905,0.03482379161443098,0.015183173143891907
31905,10864,5068,586,42,619,54,4495,0.46649484536082475,0.053939617083946984,0.003865979381443299,0.05697717231222386,0.004970544918998527,0.41375184094256257
31906,8194,6296,1040,254,163,180,261,0.768367097876495,0.12692213814986575,0.030998291432755676,0.01989260434464242,0.021967293141322917,0.03185257505491823
31907,23594,19183,2942,423,196,324,526,0.8130456895820971,0.12469271848775113,0.017928286852589643,0.008307196744935153,0.01373230482326015,0.02229380350936679
31909,18513,15913,1541,32,14,531,482,0.8595581483282018,0.08323880516393885,0.0017285150974990547,7.562253551558364e-4,0.02868254739912494,0.026035758656079513
32003,13318,10858,515,50,45,480,1370,0.8152875807178255,0.03866946989037393,0.0037543174650848474,0.003378885718576363,0.036041447664814534,0.10286829854332483
32008,2152,1728,191,2,47,76,108,0.8029739776951673,0.0887546468401487,9.293680297397769e-4,0.02184014869888476,0.03531598513011153,0.05018587360594796
32009,2104,1552,429,0,0,33,90,0.7376425855513308,0.20389733840304183,0,0,0.01568441064638783,0.04277566539923954
32011,6425,5645,502,0,94,112,72,0.8785992217898833,0.07813229571984436,0,0.014630350194552529,0.017431906614785993,0.011206225680933853
32024,7788,6050,1272,0,72,30,364,0.7768361581920904,0.1633281972265023,0,0.009244992295839754,0.003852080123266564,0.04673857216230098
32025,7706,6236,913,8,113,97,339,0.8092395535946016,0.11847910718920322,0.0010381520892810796,0.014663898261095251,0.01258759408253309,0.043991694783285754
32026,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
32033,1889,1601,116,27,28,20,97,0.8475383800952885,0.0614081524616199,0.014293276866066702,0.014822657490735839,0.010587612493382742,0.0513499205929063
32034,15337,12143,1250,50,554,304,1036,0.79174545217448,0.08150224946208515,0.003260089978483406,0.03612179696159614,0.01982134706917911,0.06754906435417618
32038,3504,2853,466,11,8,97,69,0.8142123287671232,0.1329908675799087,0.003139269406392694,0.00228310502283105,0.027682648401826482,0.019691780821917807
32040,3223,2686,199,0,10,186,142,0.8333850449891406,0.06174371703381942,0,0.003102699348433137,0.057710207880856346,0.04405833074775054
32043,10408,9230,512,30,38,98,500,0.8868178324365873,0.04919292851652575,0.0028823981552651805,0.0036510376633358955,0.009415833973866257,0.048039969254419675
32044,734,698,9,0,21,3,3,0.9509536784741145,0.01226158038147139,0,0.02861035422343324,0.004087193460490463,0.004087193460490463
32046,3772,3093,427,5,62,16,169,0.8199893955461294,0.11320254506892895,0.001325556733828208,0.016436903499469777,0.0042417815482502655,0.04480381760339343
32052,2314,1794,247,0,54,113,106,0.7752808988764045,0.10674157303370786,0,0.023336214347450302,0.04883318928262748,0.045808124459809856
32053,791,631,102,6,14,7,31,0.797724399494311,0.12895069532237674,0.007585335018963337,0.017699115044247787,0.008849557522123894,0.039190897597977246
32054,3297,2576,386,63,93,60,119,0.7813163481953291,0.11707612981498332,0.01910828025477707,0.028207461328480437,0.018198362147406732,0.036093418259023353
32055,6317,5351,566,0,36,176,188,0.8470793097989552,0.08959949343042584,0,0.005698907709355707,0.027861326579072344,0.029760962482190914
