year,district_code,party_c,party_a,party_s,color
2019,c021a032s014,D,D,D,blue
2019,c023a032s014,R,D,D,purple
2019,c023a034s014,R,R,D,purple
2019,c021a026s014,D,R,D,purple
2019,c022a026s014,R,R,D,purple
2019,c023a026s014,R,R,D,purple
2019,c023a023s016,R,R,R,red
2019,c021a032s016,D,D,R,purple
2019,c023a032s016,R,D,R,purple
2019,c021a034s016,D,R,R,purple
2019,c023a034s016,R,R,R,red
2019,c022a026s016,R,R,R,red
2019,c023a026s016,R,R,R,red
2019,c008a042s016,R,R,R,red
2019,c008a033s016,R,R,R,red
2019,c023a036s016,R,R,R,red
2019,c003a004s002,D,D,D,blue
2019,c005a004s002,D,D,D,blue
2019,c005a010s002,D,D,D,blue
2019,c002a010s002,D,D,D,blue
2019,c005a002s002,D,D,D,blue
2019,c002a002s002,D,D,D,blue
2019,c051a056s040,D,D,D,blue
2019,c051a078s040,D,D,D,blue
2019,c053a078s040,D,D,D,blue
2019,c051a080s040,D,D,D,blue
2019,c053a080s040,D,D,D,blue
2019,c052a080s040,D,D,D,blue
2019,c051a079s040,D,D,D,blue
2019,c050a079s040,R,D,D,purple
2019,c053a079s040,D,D,D,blue
2019,c051a071s040,D,R,D,purple
2019,c050a071s040,R,R,D,purple
2019,c053a071s040,D,R,D,purple
2019,c036a056s028,D,D,R,purple
2019,c042a071s028,R,R,R,red
2019,c036a071s028,D,R,R,purple
2019,c036a042s028,D,R,R,purple
2019,c042a075s028,R,R,R,red
2019,c050a075s028,R,R,R,red
2019,c041a067s028,D,R,R,purple
2019,c042a067s028,R,R,R,red
2019,c051a078s039,D,D,D,blue
2019,c049a078s039,D,D,D,blue
2019,c053a078s039,D,D,D,blue
2019,c052a078s039,D,D,D,blue
2019,c051a080s039,D,D,D,blue
2019,c053a080s039,D,D,D,blue
2019,c052a080s039,D,D,D,blue
2019,c051a079s039,D,D,D,blue
2019,c053a079s039,D,D,D,blue
2019,c052a079s039,D,D,D,blue
2019,c049a077s039,D,R,D,purple
2019,c053a077s039,D,R,D,purple
2019,c052a077s039,D,R,D,purple
2019,c049a076s039,D,D,D,blue
2019,c053a079s038,D,D,R,purple
2019,c051a071s038,D,R,R,purple
2019,c050a071s038,R,R,R,red
2019,c053a071s038,D,R,R,purple
2019,c049a077s038,D,R,R,purple
2019,c050a077s038,R,R,R,red
2019,c052a077s038,D,R,R,purple
2019,c049a076s038,D,D,R,purple
2019,c049a075s038,D,R,R,purple
2019,c050a075s038,R,R,R,red
2019,c008a047s020,R,D,D,purple
2019,c035a047s020,D,D,D,blue
2019,c031a047s020,D,D,D,blue
2019,c027a052s020,D,D,D,blue
2019,c035a052s020,D,D,D,blue
2019,c039a052s020,D,D,D,blue
2019,c008a040s023,R,D,R,purple
2019,c031a040s023,D,D,R,purple
2019,c008a042s023,R,R,R,red
2019,c041a042s023,D,R,R,purple
2019,c042a042s023,R,R,R,red
2019,c036a042s023,D,R,R,purple
2019,c031a042s023,D,R,R,purple
2019,c008a033s023,R,R,R,red
2019,c008a036s023,R,R,R,red
2019,c027a036s023,D,R,R,purple
2019,c031a041s023,D,D,R,purple
2019,c042a067s023,R,R,R,red
2019,c036a067s023,D,R,R,purple
2019,c008a033s021,R,R,R,red
2019,c023a036s021,R,R,R,red
2019,c025a036s021,D,R,R,purple
2019,c027a036s021,D,R,R,purple
2019,c028a039s021,D,D,R,purple
2019,c029a039s021,D,D,R,purple
2019,c025a039s021,D,D,R,purple
2019,c028a038s021,D,D,R,purple
2019,c025a038s021,D,D,R,purple
2019,c028a036s025,D,R,D,purple
2019,c025a036s025,D,R,D,purple
2019,c027a036s025,D,R,D,purple
2019,c008a041s025,R,D,D,purple
2019,c028a041s025,D,D,D,blue
2019,c027a041s025,D,D,D,blue
2019,c032a041s025,D,D,D,blue
2019,c031a041s025,D,D,D,blue
2019,c028a039s025,D,D,D,blue
2019,c029a039s025,D,D,D,blue
2019,c025a039s025,D,D,D,blue
2019,c028a043s025,D,D,D,blue
2019,c030a043s025,D,D,D,blue
2019,c027a043s025,D,D,D,blue
2019,c027a048s025,D,D,D,blue
2019,c032a048s025,D,D,D,blue
2019,c027a049s025,D,D,D,blue
2019,c027a041s022,D,D,D,blue
2019,c032a048s022,D,D,D,blue
2019,c027a049s022,D,D,D,blue
2019,c032a049s022,D,D,D,blue
2019,c038a049s022,D,D,D,blue
2019,c032a057s022,D,D,D,blue
2019,c039a057s022,D,D,D,blue
2019,c038a057s022,D,D,D,blue
2019,c029a039s018,D,D,D,blue
2019,c030a039s018,D,D,D,blue
2019,c028a043s018,D,D,D,blue
2019,c029a043s018,D,D,D,blue
2019,c030a043s018,D,D,D,blue
2019,c029a046s018,D,D,D,blue
2019,c030a046s018,D,D,D,blue
2019,c029a038s018,D,D,D,blue
2019,c030a038s018,D,D,D,blue
2019,c025a038s018,D,D,D,blue
2019,c030a045s018,D,D,D,blue
2019,c028a043s024,D,D,D,blue
2019,c028a051s024,D,D,D,blue
2019,c034a051s024,D,D,D,blue
2019,c040a051s024,D,D,D,blue
2019,c028a050s024,D,D,D,blue
2019,c037a050s024,D,D,D,blue
2019,c028a053s024,D,D,D,blue
2019,c034a053s024,D,D,D,blue
2019,c037a053s024,D,D,D,blue
2019,c028a043s026,D,D,D,blue
2019,c030a043s026,D,D,D,blue
2019,c028a046s026,D,D,D,blue
2019,c030a046s026,D,D,D,blue
2019,c028a050s026,D,D,D,blue
2019,c033a050s026,D,D,D,blue
2019,c037a050s026,D,D,D,blue
2019,c033a045s026,D,D,D,blue
2019,c033a054s026,D,D,D,blue
2019,c037a054s026,D,D,D,blue
2019,c033a062s026,D,D,D,blue
2019,c037a062s026,D,D,D,blue
2019,c043a062s026,D,D,D,blue
2019,c033a066s026,D,D,D,blue
2019,c043a066s026,D,D,D,blue
2019,c044a070s026,D,D,D,blue
2019,c047a070s026,D,D,D,blue
2019,c030a046s027,D,D,D,blue
2019,c033a050s027,D,D,D,blue
2019,c030a038s027,D,D,D,blue
2019,c025a038s027,D,D,D,blue
2019,c026a038s027,D,D,D,blue
2019,c030a045s027,D,D,D,blue
2019,c025a045s027,D,D,D,blue
2019,c033a045s027,D,D,D,blue
2019,c025a037s027,D,D,D,blue
2019,c026a037s027,D,D,D,blue
2019,c026a044s027,D,D,D,blue
2019,c037a050s030,D,D,D,blue
2019,c034a053s030,D,D,D,blue
2019,c037a053s030,D,D,D,blue
2019,c033a054s030,D,D,D,blue
2019,c037a054s030,D,D,D,blue
2019,c043a054s030,D,D,D,blue
2019,c037a062s030,D,D,D,blue
2019,c043a062s030,D,D,D,blue
2019,c034a059s030,D,D,D,blue
2019,c037a059s030,D,D,D,blue
2019,c040a059s030,D,D,D,blue
2019,c043a059s030,D,D,D,blue
2019,c043a064s030,D,D,D,blue
2019,c044a064s030,D,D,D,blue
2019,c040a053s033,D,D,D,blue
2019,c044a070s033,D,D,D,blue
2019,c047a070s033,D,D,D,blue
2019,c040a059s033,D,D,D,blue
2019,c044a059s033,D,D,D,blue
2019,c040a058s033,D,D,D,blue
2019,c040a063s033,D,D,D,blue
2019,c044a063s033,D,D,D,blue
2019,c038a063s033,D,D,D,blue
2019,c047a063s033,D,D,D,blue
2019,c044a064s033,D,D,D,blue
2019,c026a038s019,D,D,D,blue
2019,c026a037s019,D,D,D,blue
2019,c024a037s019,D,D,D,blue
2019,c026a044s019,D,D,D,blue
2019,c024a035s019,D,R,D,purple
2019,c043a054s035,D,D,D,blue
2019,c043a062s035,D,D,D,blue
2019,c033a066s035,D,D,D,blue
2019,c043a066s035,D,D,D,blue
2019,c033a070s035,D,D,D,blue
2019,c044a070s035,D,D,D,blue
2019,c047a070s035,D,D,D,blue
2019,c044a063s035,D,D,D,blue
2019,c043a064s035,D,D,D,blue
2019,c044a064s035,D,D,D,blue
2019,c047a070s034,D,D,D,blue
2019,c047a063s034,D,D,D,blue
2019,c047a065s034,D,D,D,blue
2019,c046a068s034,D,R,D,purple
2019,c047a072s034,D,R,D,purple
2019,c046a072s034,D,R,D,purple
2019,c048a072s034,D,R,D,purple
2019,c047a069s034,D,D,D,blue
2019,c046a069s034,D,D,D,blue
2019,c045a069s034,D,D,D,blue
2019,c048a069s034,D,D,D,blue
2019,c048a074s034,D,D,D,blue
2019,c038a049s032,D,D,D,blue
2019,c040a058s032,D,D,D,blue
2019,c038a058s032,D,D,D,blue
2019,c038a063s032,D,D,D,blue
2019,c047a063s032,D,D,D,blue
2019,c032a057s032,D,D,D,blue
2019,c039a057s032,D,D,D,blue
2019,c038a057s032,D,D,D,blue
2019,c039a065s032,D,D,D,blue
2019,c047a065s032,D,D,D,blue
2019,c032a055s029,D,R,R,purple
2019,c039a055s029,D,R,R,purple
2019,c032a057s029,D,D,R,purple
2019,c039a065s029,D,D,R,purple
2019,c038a065s029,D,D,R,purple
2019,c047a065s029,D,D,R,purple
2019,c046a065s029,D,D,R,purple
2019,c039a068s029,D,R,R,purple
2019,c046a068s029,D,R,R,purple
2019,c046a069s029,D,D,R,purple
2019,c039a055s037,D,R,R,purple
2019,c039a068s037,D,R,R,purple
2019,c046a068s037,D,R,R,purple
2019,c045a068s037,D,R,R,purple
2019,c048a072s037,D,R,R,purple
2019,c045a074s037,D,D,R,purple
2019,c048a074s037,D,D,R,purple
2019,c045a073s036,D,R,R,purple
2019,c049a073s036,D,R,R,purple
2019,c048a073s036,D,R,R,purple
2019,c049a077s036,D,R,R,purple
2019,c049a076s036,D,D,R,purple
2019,c049a075s036,D,R,R,purple
2019,c050a075s036,R,R,R,red
2019,c041a061s031,D,D,D,blue
2019,c042a061s031,R,D,D,purple
2019,c041a060s031,D,D,D,blue
2019,c042a060s031,R,D,D,purple
