NAME,age.group,pop,pop.pct
"Rosemont CDP, California",age.0.17,4981,0.21090739721387136
"Rosemont CDP, California",age.18.64,15603,0.6606681627641106
"Rosemont CDP, California",age.65.99,3033,0.12842444002201803
"Hamilton City CDP, California",age.0.17,744,0.3345323741007194
"Hamilton City CDP, California",age.18.64,1342,0.6034172661870504
"Hamilton City CDP, California",age.65.99,138,0.06205035971223022
"Big Bear City CDP, California",age.0.17,3037,0.22814002403846154
"Big Bear City CDP, California",age.18.64,7736,0.5811298076923077
"Big Bear City CDP, California",age.65.99,2539,0.19073016826923078
"Chino Hills city, California",age.0.17,18846,0.2376604706297763
"Chino Hills city, California",age.18.64,51925,0.6548084440969507
"Chino Hills city, California",age.65.99,8527,0.10753108527327297
"Fontana city, California",age.0.17,59809,0.2862455310778538
"Fontana city, California",age.18.64,133878,0.6407393403942702
"Fontana city, California",age.65.99,15256,0.07301512852787602
"Rancho Cucamonga city, California",age.0.17,41961,0.23885040329236848
"Rancho Cucamonga city, California",age.18.64,114304,0.6506412263275634
"Rancho Cucamonga city, California",age.65.99,19414,0.1105083703800682
"Upland city, California",age.0.17,17119,0.22412348459061035
"Upland city, California",age.18.64,48111,0.6298735304129245
"Upland city, California",age.65.99,11152,0.14600298499646513
"Mono Vista CDP, California",age.0.17,711,0.2029109589041096
"Mono Vista CDP, California",age.18.64,2158,0.6158675799086758
"Mono Vista CDP, California",age.65.99,635,0.1812214611872146
"East Quincy CDP, California",age.0.17,493,0.18802440884820748
"East Quincy CDP, California",age.18.64,1766,0.6735316552250191
"East Quincy CDP, California",age.65.99,363,0.13844393592677345
"Johnsville CDP, California",age.0.17,0,NaN
"Johnsville CDP, California",age.18.64,0,NaN
"Johnsville CDP, California",age.65.99,0,NaN
"Keddie CDP, California",age.0.17,10,0.24390243902439024
"Keddie CDP, California",age.18.64,23,0.5609756097560976
"Keddie CDP, California",age.65.99,8,0.1951219512195122
"Madera Acres CDP, California",age.0.17,2742,0.2756887190830485
"Madera Acres CDP, California",age.18.64,6121,0.6154232857430123
"Madera Acres CDP, California",age.65.99,1083,0.10888799517393927
"Parkwood CDP, California",age.0.17,589,0.31786292498650837
"Parkwood CDP, California",age.18.64,951,0.5132218024824609
"Parkwood CDP, California",age.65.99,313,0.16891527253103075
"Mokelumne Hill CDP, California",age.0.17,144,0.2260596546310832
"Mokelumne Hill CDP, California",age.18.64,291,0.45682888540031397
"Mokelumne Hill CDP, California",age.65.99,202,0.31711145996860285
"Rail Road Flat CDP, California",age.0.17,14,0.04946996466431095
"Rail Road Flat CDP, California",age.18.64,121,0.4275618374558304
"Rail Road Flat CDP, California",age.65.99,148,0.5229681978798587
"East Sonora CDP, California",age.0.17,167,0.07629054362722705
"East Sonora CDP, California",age.18.64,1119,0.511192325262677
"East Sonora CDP, California",age.65.99,903,0.4125171311100959
"North Edwards CDP, California",age.0.17,203,0.21504237288135594
"North Edwards CDP, California",age.18.64,591,0.6260593220338984
"North Edwards CDP, California",age.65.99,150,0.15889830508474576
"Fellows CDP, California",age.0.17,14,0.2857142857142857
"Fellows CDP, California",age.18.64,30,0.6122448979591837
"Fellows CDP, California",age.65.99,5,0.10204081632653061
"Maricopa city, California",age.0.17,380,0.32340425531914896
"Maricopa city, California",age.18.64,627,0.5336170212765957
"Maricopa city, California",age.65.99,168,0.14297872340425533
"Ridgecrest city, California",age.0.17,7903,0.2750208797327394
"Ridgecrest city, California",age.18.64,16907,0.5883560690423163
"Ridgecrest city, California",age.65.99,3926,0.1366230512249443
"Tupman CDP, California",age.0.17,57,0.3064516129032258
"Tupman CDP, California",age.18.64,115,0.6182795698924731
"Tupman CDP, California",age.65.99,14,0.07526881720430108
"Weldon CDP, California",age.0.17,249,0.11416781292984869
"Weldon CDP, California",age.18.64,1269,0.5818431911966988
"Weldon CDP, California",age.65.99,663,0.30398899587345257
"Meiners Oaks CDP, California",age.0.17,651,0.18557582668187
"Meiners Oaks CDP, California",age.18.64,2196,0.6259977194982896
"Meiners Oaks CDP, California",age.65.99,661,0.18842645381984036
"Oak View CDP, California",age.0.17,1022,0.21652542372881356
"Oak View CDP, California",age.18.64,3006,0.636864406779661
"Oak View CDP, California",age.65.99,692,0.14661016949152542
"Piru CDP, California",age.0.17,607,0.3006438831104507
"Piru CDP, California",age.18.64,1165,0.5770183259039128
"Piru CDP, California",age.65.99,247,0.12233779098563645
"Hydesville CDP, California",age.0.17,152,0.1554192229038855
"Hydesville CDP, California",age.18.64,607,0.6206543967280164
"Hydesville CDP, California",age.65.99,219,0.22392638036809817
"Blue Lake city, California",age.0.17,101,0.10295616717635066
"Blue Lake city, California",age.18.64,634,0.6462793068297655
"Blue Lake city, California",age.65.99,246,0.25076452599388377
"Cutten CDP, California",age.0.17,556,0.18355893034004622
"Cutten CDP, California",age.18.64,1853,0.6117530538131396
"Cutten CDP, California",age.65.99,620,0.20468801584681412
"Ferndale city, California",age.0.17,293,0.21465201465201464
"Ferndale city, California",age.18.64,643,0.47106227106227105
"Ferndale city, California",age.65.99,429,0.3142857142857143
"Antioch city, California",age.0.17,28003,0.25289442788765465
"Antioch city, California",age.18.64,69728,0.6297119118576718
"Antioch city, California",age.65.99,12999,0.11739366025467353
"Clyde CDP, California",age.0.17,91,0.1346153846153846
"Clyde CDP, California",age.18.64,507,0.75
"Clyde CDP, California",age.65.99,78,0.11538461538461539
"Kensington CDP, California",age.0.17,1030,0.1902123730378578
"Kensington CDP, California",age.18.64,3010,0.5558633425669437
"Kensington CDP, California",age.65.99,1375,0.25392428439519854
"Knightsen CDP, California",age.0.17,328,0.21866666666666668
"Knightsen CDP, California",age.18.64,881,0.5873333333333334
"Knightsen CDP, California",age.65.99,291,0.194
"Orinda city, California",age.0.17,4632,0.23838196696001235
"Orinda city, California",age.18.64,10533,0.5420719468889919
"Orinda city, California",age.65.99,4266,0.21954608615099583
"Lake Isabella CDP, California",age.0.17,529,0.15315576143601622
"Lake Isabella CDP, California",age.18.64,1996,0.5778807180081066
"Lake Isabella CDP, California",age.65.99,929,0.26896352055587724
"Shingle Springs CDP, California",age.0.17,468,0.12108667529107374
"Shingle Springs CDP, California",age.18.64,2520,0.6520051746442432
"Shingle Springs CDP, California",age.65.99,877,0.22690815006468304
"South Lake Tahoe city, California",age.0.17,3680,0.16869900064178966
"South Lake Tahoe city, California",age.18.64,14790,0.6780049509489319
"South Lake Tahoe city, California",age.65.99,3344,0.15329604840927843
"Lockeford CDP, California",age.0.17,971,0.28643067846607667
"Lockeford CDP, California",age.18.64,1918,0.5657817109144543
"Lockeford CDP, California",age.65.99,501,0.14778761061946902
"Morada CDP, California",age.0.17,1267,0.3114552605703048
"Morada CDP, California",age.18.64,1887,0.4638643067846608
"Morada CDP, California",age.65.99,914,0.22468043264503443
"Stockton city, California",age.0.17,85127,0.2779357652889648
"Stockton city, California",age.18.64,184605,0.6027268898371767
"Stockton city, California",age.65.99,36551,0.11933734487385848
"Lakeport city, California",age.0.17,854,0.17590113285272915
"Lakeport city, California",age.18.64,2673,0.5505664263645726
"Lakeport city, California",age.65.99,1328,0.2735324407826982
"Rancho Murieta CDP, California",age.0.17,1021,0.18222380867392468
"Rancho Murieta CDP, California",age.18.64,2913,0.5199000535427449
"Rancho Murieta CDP, California",age.65.99,1669,0.2978761377833304
"El Segundo city, California",age.0.17,3928,0.23311572700296737
"El Segundo city, California",age.18.64,10971,0.6510979228486646
"El Segundo city, California",age.65.99,1951,0.11578635014836795
"Irwindale city, California",age.0.17,361,0.2569395017793594
"Irwindale city, California",age.18.64,854,0.6078291814946619
"Irwindale city, California",age.65.99,190,0.13523131672597866
"Lomita city, California",age.0.17,4054,0.196528989722707
"Lomita city, California",age.18.64,13369,0.6480996703509793
"Lomita city, California",age.65.99,3205,0.15537133992631375
"Long Beach city, California",age.0.17,107228,0.2286881802070026
"Long Beach city, California",age.18.64,310169,0.661506175314524
"Long Beach city, California",age.65.99,51486,0.10980564447847331
"Pasadena city, California",age.0.17,26712,0.18911685994647637
"Pasadena city, California",age.18.64,92487,0.6547937640711949
"Pasadena city, California",age.65.99,22047,0.1560893759823287
"Pomona city, California",age.0.17,39240,0.2573215995383425
"Pomona city, California",age.18.64,97763,0.6410940758324918
"Pomona city, California",age.65.99,15491,0.10158432462916574
"South San Jose Hills CDP, California",age.0.17,5281,0.25644636526975184
"South San Jose Hills CDP, California",age.18.64,13043,0.6333705628126062
"South San Jose Hills CDP, California",age.65.99,2269,0.11018307191764191
"Val Verde CDP, California",age.0.17,793,0.26468624833110815
"Val Verde CDP, California",age.18.64,1946,0.6495327102803738
"Val Verde CDP, California",age.65.99,257,0.08578104138851803
"Walnut city, California",age.0.17,5547,0.18485070647827245
"Walnut city, California",age.18.64,18870,0.628832311383631
"Walnut city, California",age.65.99,5591,0.1863169821380965
"West Carson CDP, California",age.0.17,3784,0.16790167280472112
"West Carson CDP, California",age.18.64,13672,0.6066468474064871
"West Carson CDP, California",age.65.99,5081,0.22545147978879176
"West Whittier-Los Nietos CDP, California",age.0.17,6037,0.22240642499263188
"West Whittier-Los Nietos CDP, California",age.18.64,17538,0.6461096374889478
"West Whittier-Los Nietos CDP, California",age.65.99,3569,0.13148393751842027
"Copperopolis CDP, California",age.0.17,750,0.17445917655268667
"Copperopolis CDP, California",age.18.64,2460,0.5722260990928123
"Copperopolis CDP, California",age.65.99,1089,0.25331472435450103
"Murphys CDP, California",age.0.17,190,0.09047619047619047
"Murphys CDP, California",age.18.64,1017,0.48428571428571426
"Murphys CDP, California",age.65.99,893,0.42523809523809525
"Napa city, California",age.0.17,18237,0.2293500679108607
"Napa city, California",age.18.64,48722,0.6127320287740832
"Napa city, California",age.65.99,12557,0.1579179033150561
"St. Helena city, California",age.0.17,1068,0.17568679059055767
"St. Helena city, California",age.18.64,3366,0.5537094916927127
"St. Helena city, California",age.65.99,1645,0.27060371771672975
"Colton city, California",age.0.17,15504,0.2849214371037398
"Colton city, California",age.18.64,33380,0.6134337958283561
"Colton city, California",age.65.99,5531,0.10164476706790407
"Loma Linda city, California",age.0.17,4583,0.19033972921338982
"Loma Linda city, California",age.18.64,15275,0.6343965445635019
"Loma Linda city, California",age.65.99,4220,0.17526372622310823
"Mentone CDP, California",age.0.17,2350,0.23865136589824312
"Mentone CDP, California",age.18.64,6373,0.6472021935614908
"Mentone CDP, California",age.65.99,1124,0.11414644054026607
"Muscoy CDP, California",age.0.17,4859,0.35399970858225266
"Muscoy CDP, California",age.18.64,8048,0.5863325076497159
"Muscoy CDP, California",age.65.99,819,0.059667783768031474
"Summerland CDP, California",age.0.17,0,0
"Summerland CDP, California",age.18.64,505,0.5471289274106176
"Summerland CDP, California",age.65.99,418,0.4528710725893825
"Vandenberg AFB CDP, California",age.0.17,1154,0.3415211601065404
"Vandenberg AFB CDP, California",age.18.64,2225,0.6584788398934596
"Vandenberg AFB CDP, California",age.65.99,0,0
"Dixon Lane-Meadow Creek CDP, California",age.0.17,559,0.20253623188405798
"Dixon Lane-Meadow Creek CDP, California",age.18.64,1493,0.5409420289855073
"Dixon Lane-Meadow Creek CDP, California",age.65.99,708,0.2565217391304348
"Shoshone CDP, California",age.0.17,0,0
"Shoshone CDP, California",age.18.64,11,0.8461538461538461
"Shoshone CDP, California",age.65.99,2,0.15384615384615385
"Belden CDP, California",age.0.17,0,NaN
"Belden CDP, California",age.18.64,0,NaN
"Belden CDP, California",age.65.99,0,NaN
"Bucks Lake CDP, California",age.0.17,0,0
"Bucks Lake CDP, California",age.18.64,15,1
"Bucks Lake CDP, California",age.65.99,0,0
"Lake San Marcos CDP, California",age.0.17,765,0.15644171779141106
"Lake San Marcos CDP, California",age.18.64,2010,0.4110429447852761
"Lake San Marcos CDP, California",age.65.99,2115,0.4325153374233129
"Carmel Valley Village CDP, California",age.0.17,731,0.17027719543442815
"Carmel Valley Village CDP, California",age.18.64,2250,0.5241090146750524
"Carmel Valley Village CDP, California",age.65.99,1312,0.30561378989051946
"Mount Hebron CDP, California",age.0.17,22,0.28205128205128205
"Mount Hebron CDP, California",age.18.64,41,0.5256410256410257
"Mount Hebron CDP, California",age.65.99,15,0.19230769230769232
"Mount Shasta city, California",age.0.17,544,0.1656516443361754
"Mount Shasta city, California",age.18.64,2006,0.6108404384896468
"Mount Shasta city, California",age.65.99,734,0.22350791717417784
"Chualar CDP, California",age.0.17,519,0.35991678224687934
"Chualar CDP, California",age.18.64,855,0.5929264909847434
"Chualar CDP, California",age.65.99,68,0.047156726768377254
"Monterey city, California",age.0.17,4630,0.1623877665544332
"Monterey city, California",age.18.64,18918,0.663510101010101
"Monterey city, California",age.65.99,4964,0.17410213243546577
"Soledad city, California",age.0.17,5744,0.22440129702699535
"Soledad city, California",age.18.64,18356,0.7171152869476892
"Soledad city, California",age.65.99,1497,0.05848341602531547
"Camp Pendleton South CDP, California",age.0.17,4490,0.39183174797102716
"Camp Pendleton South CDP, California",age.18.64,6911,0.6031067283358059
"Camp Pendleton South CDP, California",age.65.99,58,0.005061523693166943
"Coronado city, California",age.0.17,4286,0.18145639288738358
"Coronado city, California",age.18.64,14678,0.6214225232853514
"Coronado city, California",age.65.99,4656,0.19712108382726504
"Encinitas city, California",age.0.17,12957,0.20660788034378838
"Encinitas city, California",age.18.64,38632,0.6160126289605026
"Encinitas city, California",age.65.99,11124,0.17737949069570902
"Escondido city, California",age.0.17,37423,0.24764583264401283
"Escondido city, California",age.18.64,96060,0.6356748171922046
"Escondido city, California",age.65.99,17632,0.11667935016378254
"Newman city, California",age.0.17,3301,0.29687921575681264
"Newman city, California",age.18.64,6627,0.5960068351470456
"Newman city, California",age.65.99,1191,0.10711394909614173
"Riverdale Park CDP, California",age.0.17,404,0.31053036126056877
"Riverdale Park CDP, California",age.18.64,788,0.6056879323597233
"Riverdale Park CDP, California",age.65.99,109,0.08378170637970792
"Porterville city, California",age.0.17,18985,0.31749084402227534
"Porterville city, California",age.18.64,34204,0.5720019398966504
"Porterville city, California",age.65.99,6608,0.1105072160810743
"Dorrington CDP, California",age.0.17,4,0.01951219512195122
"Dorrington CDP, California",age.18.64,100,0.4878048780487805
"Dorrington CDP, California",age.65.99,101,0.4926829268292683
"Galt city, California",age.0.17,6963,0.27119766309639726
"Galt city, California",age.18.64,15595,0.6074001947419669
"Galt city, California",age.65.99,3117,0.12140214216163583
"La Riviera CDP, California",age.0.17,1889,0.17408533775688875
"La Riviera CDP, California",age.18.64,7318,0.6744078886738549
"La Riviera CDP, California",age.65.99,1644,0.1515067735692563
"Arnold CDP, California",age.0.17,262,0.10057581573896353
"Arnold CDP, California",age.18.64,1301,0.49942418426103646
"Arnold CDP, California",age.65.99,1042,0.4
"San Jacinto city, California",age.0.17,14118,0.2973838311496819
"San Jacinto city, California",age.18.64,28164,0.593251042675991
"San Jacinto city, California",age.65.99,5192,0.109365126174327
"Arvin city, California",age.0.17,7752,0.3690549869078791
"Arvin city, California",age.18.64,12152,0.578528921685313
"Arvin city, California",age.65.99,1101,0.052416091406807905
"California City city, California",age.0.17,3027,0.22182324490693242
"California City city, California",age.18.64,9069,0.6645903561483218
"California City city, California",age.65.99,1550,0.11358639894474572
"Derby Acres CDP, California",age.0.17,100,0.2631578947368421
"Derby Acres CDP, California",age.18.64,201,0.5289473684210526
"Derby Acres CDP, California",age.65.99,79,0.20789473684210527
"Yreka city, California",age.0.17,1864,0.24685472122897628
"Yreka city, California",age.18.64,4231,0.5603231360084757
"Yreka city, California",age.65.99,1456,0.192822142762548
"El Paso de Robles (Paso Robles) city, California",age.0.17,7260,0.2293404094010614
"El Paso de Robles (Paso Robles) city, California",age.18.64,19357,0.6114796563052818
"El Paso de Robles (Paso Robles) city, California",age.65.99,5039,0.15917993429365682
"Lake Nacimiento CDP, California",age.0.17,711,0.24653259361997226
"Lake Nacimiento CDP, California",age.18.64,1734,0.6012482662968099
"Lake Nacimiento CDP, California",age.65.99,439,0.15221914008321774
"Etna city, California",age.0.17,198,0.2693877551020408
"Etna city, California",age.18.64,319,0.4340136054421769
"Etna city, California",age.65.99,218,0.2965986394557823
"Live Oak city, California",age.0.17,2517,0.2919276270006959
"Live Oak city, California",age.18.64,5202,0.6033402922755741
"Live Oak city, California",age.65.99,903,0.10473208072373
"Sutter CDP, California",age.0.17,811,0.270875083500334
"Sutter CDP, California",age.18.64,1815,0.6062124248496994
"Sutter CDP, California",age.65.99,368,0.1229124916499666
"East Foothills CDP, California",age.0.17,1235,0.19671870022300095
"East Foothills CDP, California",age.18.64,3894,0.6202612296909844
"East Foothills CDP, California",age.65.99,1149,0.18302007008601465
"Lexington Hills CDP, California",age.0.17,627,0.24087591240875914
"Lexington Hills CDP, California",age.18.64,1618,0.6215904725316942
"Lexington Hills CDP, California",age.65.99,358,0.13753361505954667
"Carmel-by-the-Sea city, California",age.0.17,499,0.12944228274967576
"Carmel-by-the-Sea city, California",age.18.64,1671,0.43346303501945527
"Carmel-by-the-Sea city, California",age.65.99,1685,0.437094682230869
"Del Monte Forest CDP, California",age.0.17,485,0.1155587324279247
"Del Monte Forest CDP, California",age.18.64,2026,0.4827257564927329
"Del Monte Forest CDP, California",age.65.99,1686,0.4017155110793424
"San Lucas CDP, California",age.0.17,174,0.3686440677966102
"San Lucas CDP, California",age.18.64,269,0.5699152542372882
"San Lucas CDP, California",age.65.99,29,0.0614406779661017
"Spreckels CDP, California",age.0.17,18,0.046753246753246755
"Spreckels CDP, California",age.18.64,302,0.7844155844155845
"Spreckels CDP, California",age.65.99,65,0.16883116883116883
"Fallbrook CDP, California",age.0.17,7914,0.2396656673026256
"Fallbrook CDP, California",age.18.64,19707,0.5968020350685928
"Fallbrook CDP, California",age.65.99,5400,0.1635322976287817
"Granite Hills CDP, California",age.0.17,364,0.12848570420049418
"Granite Hills CDP, California",age.18.64,1718,0.6064242852100247
"Granite Hills CDP, California",age.65.99,751,0.2650900105894811
"Georgetown CDP, California",age.0.17,722,0.27061469265367316
"Georgetown CDP, California",age.18.64,1610,0.603448275862069
"Georgetown CDP, California",age.65.99,336,0.12593703148425786
"McCloud CDP, California",age.0.17,205,0.1912313432835821
"McCloud CDP, California",age.18.64,556,0.5186567164179104
"McCloud CDP, California",age.65.99,311,0.29011194029850745
"Montague city, California",age.0.17,332,0.2188529993408042
"Montague city, California",age.18.64,956,0.6301911667765326
"Montague city, California",age.65.99,229,0.15095583388266315
"Cottonwood CDP, California",age.0.17,956,0.29066585588324717
"Cottonwood CDP, California",age.18.64,2091,0.6357555487990271
"Cottonwood CDP, California",age.65.99,242,0.07357859531772576
"Shingletown CDP, California",age.0.17,301,0.1324823943661972
"Shingletown CDP, California",age.18.64,1119,0.4925176056338028
"Shingletown CDP, California",age.65.99,852,0.375
"August CDP, California",age.0.17,2974,0.33895600638249374
"August CDP, California",age.18.64,5255,0.5989286528379303
"August CDP, California",age.65.99,545,0.06211534077957602
"Escalon city, California",age.0.17,1940,0.2583566387002264
"Escalon city, California",age.18.64,4535,0.603941936343055
"Escalon city, California",age.65.99,1034,0.1377014249567186
"Ridgemark CDP, California",age.0.17,549,0.17929457870672763
"Ridgemark CDP, California",age.18.64,1751,0.5718484650555192
"Ridgemark CDP, California",age.65.99,762,0.2488569562377531
"Cantua Creek CDP, California",age.0.17,100,0.3663003663003663
"Cantua Creek CDP, California",age.18.64,149,0.5457875457875457
"Cantua Creek CDP, California",age.65.99,24,0.08791208791208792
"Sebastopol city, California",age.0.17,1353,0.17649360813983825
"Sebastopol city, California",age.18.64,4586,0.5982259326897991
"Sebastopol city, California",age.65.99,1727,0.22528045917036263
"Lemoore Station CDP, California",age.0.17,2096,0.296757751663599
"Lemoore Station CDP, California",age.18.64,4952,0.7011185048846099
"Lemoore Station CDP, California",age.65.99,15,0.002123743451791024
"Parlier city, California",age.0.17,5023,0.33220899470899473
"Parlier city, California",age.18.64,8818,0.5832010582010582
"Parlier city, California",age.65.99,1279,0.08458994708994709
"Willowbrook CDP, California",age.0.17,7487,0.3342112311400768
"Willowbrook CDP, California",age.18.64,13611,0.6075796803856799
"Willowbrook CDP, California",age.65.99,1304,0.05820908847424337
"Hidden Valley Lake CDP, California",age.0.17,1427,0.23610191925876903
"Hidden Valley Lake CDP, California",age.18.64,3493,0.577928524156188
"Hidden Valley Lake CDP, California",age.65.99,1124,0.18596955658504302
"Lancaster city, California",age.0.17,45856,0.2872067242048828
"Lancaster city, California",age.18.64,98190,0.6149866593178088
"Lancaster city, California",age.65.99,15616,0.09780661647730832
"Rowland Heights CDP, California",age.0.17,9038,0.17860954112485672
"Rowland Heights CDP, California",age.18.64,32293,0.6381763566657445
"Rowland Heights CDP, California",age.65.99,9271,0.18321410220939885
"Mi-Wuk Village CDP, California",age.0.17,154,0.13592233009708737
"Mi-Wuk Village CDP, California",age.18.64,718,0.6337157987643425
"Mi-Wuk Village CDP, California",age.65.99,261,0.23036187113857018
"Carpinteria city, California",age.0.17,2604,0.1921771217712177
"Carpinteria city, California",age.18.64,8494,0.6268634686346863
"Carpinteria city, California",age.65.99,2452,0.18095940959409595
"Beckwourth CDP, California",age.0.17,47,0.21962616822429906
"Beckwourth CDP, California",age.18.64,152,0.7102803738317757
"Beckwourth CDP, California",age.65.99,15,0.07009345794392523
"Montara CDP, California",age.0.17,355,0.13187221396731055
"Montara CDP, California",age.18.64,1639,0.6088410104011887
"Montara CDP, California",age.65.99,698,0.25928677563150077
"San Anselmo town, California",age.0.17,2777,0.22097557093976286
"San Anselmo town, California",age.18.64,7414,0.5899578260523594
"San Anselmo town, California",age.65.99,2376,0.18906660300787778
"Yosemite Lakes CDP, California",age.0.17,1403,0.24845050469275723
"Yosemite Lakes CDP, California",age.18.64,2928,0.5185054010979281
"Yosemite Lakes CDP, California",age.65.99,1316,0.23304409420931468
"Rancho Mirage city, California",age.0.17,1235,0.06832641770401106
"Rancho Mirage city, California",age.18.64,7295,0.40359612724757954
"Rancho Mirage city, California",age.65.99,9545,0.5280774550484094
"Lathrop city, California",age.0.17,5887,0.27518347122890663
"Lathrop city, California",age.18.64,13483,0.6302528864581872
"Lathrop city, California",age.65.99,2023,0.0945636423129061
"El Granada CDP, California",age.0.17,1242,0.2134387351778656
"El Granada CDP, California",age.18.64,3937,0.6765767313971472
"El Granada CDP, California",age.65.99,640,0.10998453342498711
"San Mateo city, California",age.0.17,22054,0.21198635074734465
"San Mateo city, California",age.18.64,66306,0.6373432018070841
"San Mateo city, California",age.65.99,15675,0.1506704474455712
"South Taft CDP, California",age.0.17,382,0.2503276539973788
"South Taft CDP, California",age.18.64,1020,0.6684141546526867
"South Taft CDP, California",age.65.99,124,0.08125819134993446
"Boron CDP, California",age.0.17,525,0.22707612456747406
"Boron CDP, California",age.18.64,1435,0.620674740484429
"Boron CDP, California",age.65.99,352,0.1522491349480969
"Eureka city, California",age.0.17,5091,0.1884159881569208
"Eureka city, California",age.18.64,17449,0.6457809030347891
"Eureka city, California",age.65.99,4480,0.16580310880829016
"Isleton city, California",age.0.17,93,0.1595197255574614
"Isleton city, California",age.18.64,398,0.6826758147512865
"Isleton city, California",age.65.99,92,0.15780445969125215
"Ladera Heights CDP, California",age.0.17,1433,0.20211565585331454
"Ladera Heights CDP, California",age.18.64,3780,0.5331452750352609
"Ladera Heights CDP, California",age.65.99,1877,0.26473906911142453
"Westmont CDP, California",age.0.17,10125,0.300240192153723
"Westmont CDP, California",age.18.64,19965,0.5920291788986745
"Westmont CDP, California",age.65.99,3633,0.10773062894760253
"Fair Oaks CDP, California",age.0.17,5975,0.19272950132249533
"Fair Oaks CDP, California",age.18.64,18415,0.5939939358751049
"Fair Oaks CDP, California",age.65.99,6612,0.21327656280239984
"Bakersfield city, California",age.0.17,113120,0.301092097663289
"Bakersfield city, California",age.18.64,225963,0.6014469029728586
"Bakersfield city, California",age.65.99,36616,0.09746099936385244
"Cabazon CDP, California",age.0.17,810,0.24057024057024057
"Cabazon CDP, California",age.18.64,2295,0.6816156816156816
"Cabazon CDP, California",age.65.99,262,0.07781407781407781
"Corona city, California",age.0.17,42036,0.25421668531341657
"Corona city, California",age.18.64,106934,0.646693477669257
"Corona city, California",age.65.99,16385,0.09908983701732636
"Woodcrest CDP, California",age.0.17,4012,0.2317735413056037
"Woodcrest CDP, California",age.18.64,10787,0.6231658001155401
"Woodcrest CDP, California",age.65.99,2511,0.14506065857885614
"Mammoth Lakes town, California",age.0.17,1570,0.19404276356445432
"Mammoth Lakes town, California",age.18.64,5997,0.7411939191694475
"Mammoth Lakes town, California",age.65.99,524,0.06476331726609813
"French Camp CDP, California",age.0.17,468,0.12133782732693804
"French Camp CDP, California",age.18.64,3084,0.7995851698211045
"French Camp CDP, California",age.65.99,305,0.07907700285195748
"Clearlake Oaks CDP, California",age.0.17,227,0.09960508995173321
"Clearlake Oaks CDP, California",age.18.64,1330,0.5835892935498025
"Clearlake Oaks CDP, California",age.65.99,722,0.3168056164984642
"Canyon Lake city, California",age.0.17,2402,0.21627948856473977
"Canyon Lake city, California",age.18.64,6800,0.612281649558797
"Canyon Lake city, California",age.65.99,1904,0.17143886187646318
"Winters city, California",age.0.17,1754,0.24593381940549636
"Winters city, California",age.18.64,4669,0.654655075715087
"Winters city, California",age.65.99,709,0.09941110487941672
"Deer Park CDP, California",age.0.17,147,0.16225165562913907
"Deer Park CDP, California",age.18.64,436,0.48123620309050774
"Deer Park CDP, California",age.65.99,323,0.3565121412803532
"Tara Hills CDP, California",age.0.17,1130,0.20906567992599445
"Tara Hills CDP, California",age.18.64,3632,0.6719703977798335
"Tara Hills CDP, California",age.65.99,643,0.11896392229417206
"Mill Valley city, California",age.0.17,3402,0.23718887262079064
"Mill Valley city, California",age.18.64,7709,0.5374747263473472
"Mill Valley city, California",age.65.99,3232,0.22533640103186223
"Le Grand CDP, California",age.0.17,444,0.2572421784472769
"Le Grand CDP, California",age.18.64,1096,0.6349942062572422
"Le Grand CDP, California",age.65.99,186,0.10776361529548088
"Brentwood city, California",age.0.17,15979,0.26435165271481986
"Brentwood city, California",age.18.64,35552,0.5881613340833141
"Brentwood city, California",age.65.99,8915,0.14748701320186614
"Pleasant Hill city, California",age.0.17,6904,0.1984763547506109
"Pleasant Hill city, California",age.18.64,22532,0.6477504671553831
"Pleasant Hill city, California",age.65.99,5349,0.15377317809400604
"Roseville city, California",age.0.17,31605,0.23754406271373704
"Roseville city, California",age.18.64,79282,0.5958857263113589
"Roseville city, California",age.65.99,22162,0.166570210974904
"Williams city, California",age.0.17,1474,0.2822132873827302
"Williams city, California",age.18.64,3174,0.607696726019529
"Williams city, California",age.65.99,575,0.11008998659774076
"Loyalton city, California",age.0.17,275,0.23933855526544823
"Loyalton city, California",age.18.64,642,0.5587467362924282
"Loyalton city, California",age.65.99,232,0.20191470844212359
"Sunnyside-Tahoe City CDP, California",age.0.17,282,0.23076923076923078
"Sunnyside-Tahoe City CDP, California",age.18.64,767,0.6276595744680851
"Sunnyside-Tahoe City CDP, California",age.65.99,173,0.14157119476268412
"East Richmond Heights CDP, California",age.0.17,409,0.12725575606720596
"East Richmond Heights CDP, California",age.18.64,2044,0.6359676415681393
"East Richmond Heights CDP, California",age.65.99,761,0.23677660236465464
"Chino city, California",age.0.17,18317,0.20877642901920557
"Chino city, California",age.18.64,59927,0.683045534849262
"Chino city, California",age.65.99,9491,0.10817803613153246
"Salton Sea Beach CDP, California",age.0.17,18,0.05070422535211268
"Salton Sea Beach CDP, California",age.18.64,273,0.7690140845070422
"Salton Sea Beach CDP, California",age.65.99,64,0.18028169014084508
"Fillmore city, California",age.0.17,4264,0.27336838056161045
"Fillmore city, California",age.18.64,9406,0.6030260289780741
"Fillmore city, California",age.65.99,1928,0.12360559046031543
"El Rio CDP, California",age.0.17,1819,0.27963105303612606
"El Rio CDP, California",age.18.64,3919,0.6024596464258263
"El Rio CDP, California",age.65.99,767,0.11790930053804766
