NAME,age.group,pop,pop.pct
"Crockett CDP, California",age.18.64,2170,0.7013574660633484
"Crockett CDP, California",age.65.99,466,0.15061409179056237
"El Cerrito city, California",age.0.17,4555,0.18073245248581518
"El Cerrito city, California",age.18.64,15781,0.6261556163948736
"El Cerrito city, California",age.65.99,4867,0.1931119311193112
"Belmont city, California",age.0.17,6312,0.23282921431206197
"Belmont city, California",age.18.64,16292,0.6009590556990041
"Belmont city, California",age.65.99,4506,0.16621172998893396
"Brisbane city, California",age.0.17,848,0.18073316283034954
"Brisbane city, California",age.18.64,3066,0.6534526854219949
"Brisbane city, California",age.65.99,778,0.1658141517476556
"Menlo Park city, California",age.0.17,8394,0.2478372553072131
"Menlo Park city, California",age.18.64,20720,0.6117688741917388
"Menlo Park city, California",age.65.99,4755,0.14039387050104815
"Millbrae city, California",age.0.17,4373,0.19261771572038938
"Millbrae city, California",age.18.64,14065,0.6195216491212615
"Millbrae city, California",age.65.99,4265,0.1878606351583491
"Foster City city, California",age.0.17,7626,0.22572815533980584
"Foster City city, California",age.18.64,20911,0.6189616386455127
"Foster City city, California",age.65.99,5247,0.1553102060146815
"Highlands-Baywood Park CDP, California",age.0.17,1113,0.24386503067484663
"Highlands-Baywood Park CDP, California",age.18.64,2575,0.5641980718667835
"Highlands-Baywood Park CDP, California",age.65.99,876,0.19193689745836984
"Hillsborough town, California",age.0.17,2935,0.25657837223533525
"Hillsborough town, California",age.18.64,5945,0.5197132616487455
"Hillsborough town, California",age.65.99,2559,0.2237083661159192
"North Fair Oaks CDP, California",age.0.17,4081,0.28053894273733415
"North Fair Oaks CDP, California",age.18.64,9195,0.6320890905341308
"North Fair Oaks CDP, California",age.65.99,1271,0.08737196672853509
"Johannesburg CDP, California",age.0.17,27,0.1956521739130435
"Johannesburg CDP, California",age.18.64,111,0.8043478260869565
"Johannesburg CDP, California",age.65.99,0,0
"Mojave CDP, California",age.0.17,1097,0.259338061465721
"Mojave CDP, California",age.18.64,2582,0.6104018912529551
"Mojave CDP, California",age.65.99,551,0.13026004728132387
"Oildale CDP, California",age.0.17,9571,0.2756386256947844
"Oildale CDP, California",age.18.64,21434,0.6172853728076491
"Oildale CDP, California",age.65.99,3718,0.10707600149756645
"Rosedale CDP, California",age.0.17,4469,0.26701320427794706
"Rosedale CDP, California",age.18.64,10124,0.6048873752763338
"Rosedale CDP, California",age.65.99,2144,0.12809942044571906
"Coachella city, California",age.0.17,11728,0.261499698989944
"Coachella city, California",age.18.64,29848,0.6655220852192913
"Coachella city, California",age.65.99,3273,0.07297821579076456
"Linden CDP, California",age.0.17,476,0.2659217877094972
"Linden CDP, California",age.18.64,1062,0.5932960893854748
"Linden CDP, California",age.65.99,252,0.14078212290502792
"Cherry Valley CDP, California",age.0.17,1323,0.17059961315280464
"Cherry Valley CDP, California",age.18.64,4288,0.5529335912314636
"Cherry Valley CDP, California",age.65.99,2144,0.2764667956157318
"Lakeland Village CDP, California",age.0.17,3842,0.29172361427486715
"Lakeland Village CDP, California",age.18.64,8203,0.6228549734244495
"Lakeland Village CDP, California",age.65.99,1125,0.08542141230068337
"Lakeview CDP, California",age.0.17,750,0.2922837100545596
"Lakeview CDP, California",age.18.64,1583,0.6169134840218239
"Lakeview CDP, California",age.65.99,233,0.09080280592361652
"Mecca CDP, California",age.0.17,2368,0.3300808475048787
"Mecca CDP, California",age.18.64,4433,0.6179258433231113
"Mecca CDP, California",age.65.99,373,0.05199330917201004
"Moreno Valley city, California",age.0.17,58791,0.2867378093389389
"Moreno Valley city, California",age.18.64,129450,0.6313587014836564
"Moreno Valley city, California",age.65.99,16793,0.08190348917740473
"Nuevo CDP, California",age.0.17,2136,0.3037110763543296
"Nuevo CDP, California",age.18.64,4042,0.574719181003839
"Nuevo CDP, California",age.65.99,855,0.12156974264183136
"Wallace CDP, California",age.0.17,45,0.04233301975540922
"Wallace CDP, California",age.18.64,722,0.6792097836312324
"Wallace CDP, California",age.65.99,296,0.27845719661335844
"Adelanto city, California",age.0.17,12084,0.36162317452717263
"Adelanto city, California",age.18.64,19415,0.5810090974383529
"Adelanto city, California",age.65.99,1917,0.057367728034474506
"Bloomington CDP, California",age.0.17,5614,0.25772391314327686
"Bloomington CDP, California",age.18.64,13847,0.6356791993756599
"Bloomington CDP, California",age.65.99,2322,0.10659688748106322
"Needles city, California",age.0.17,1239,0.24969770253929868
"Needles city, California",age.18.64,2793,0.5628778718258767
"Needles city, California",age.65.99,930,0.18742442563482467
"Redlands city, California",age.0.17,16277,0.22921478060046188
"Redlands city, California",age.18.64,43810,0.6169379823128486
"Redlands city, California",age.65.99,10925,0.15384723708668957
"Searles Valley CDP, California",age.0.17,463,0.28128797083839613
"Searles Valley CDP, California",age.18.64,921,0.5595382746051033
"Searles Valley CDP, California",age.65.99,262,0.1591737545565006
"Nevada City city, California",age.0.17,375,0.1198849104859335
"Nevada City city, California",age.18.64,1848,0.5907928388746803
"Nevada City city, California",age.65.99,905,0.2893222506393862
"Kelseyville CDP, California",age.0.17,742,0.22268907563025211
"Kelseyville CDP, California",age.18.64,1709,0.512905162064826
"Kelseyville CDP, California",age.65.99,881,0.26440576230492197
"Alta Sierra CDP, California",age.0.17,1340,0.18593034549743306
"Alta Sierra CDP, California",age.18.64,3926,0.5447481615096434
"Alta Sierra CDP, California",age.65.99,1941,0.2693214929929236
"Lake Wildwood CDP, California",age.0.17,655,0.12576804915514592
"Lake Wildwood CDP, California",age.18.64,2372,0.4554531490015361
"Lake Wildwood CDP, California",age.65.99,2181,0.41877880184331795
"McKinleyville CDP, California",age.0.17,3877,0.23338550445461112
"McKinleyville CDP, California",age.18.64,10263,0.6178064050084277
"McKinleyville CDP, California",age.65.99,2472,0.14880809053696123
"Lake of the Woods CDP, California",age.0.17,135,0.17578125
"Lake of the Woods CDP, California",age.18.64,427,0.5559895833333334
"Lake of the Woods CDP, California",age.65.99,206,0.2682291666666667
"Lebec CDP, California",age.0.17,398,0.22086570477247502
"Lebec CDP, California",age.18.64,1171,0.6498335183129855
"Lebec CDP, California",age.65.99,233,0.1293007769145394
"Mettler CDP, California",age.0.17,23,0.16666666666666666
"Mettler CDP, California",age.18.64,93,0.6739130434782609
"Mettler CDP, California",age.65.99,22,0.15942028985507245
"Mountain Mesa CDP, California",age.0.17,341,0.2758899676375405
"Mountain Mesa CDP, California",age.18.64,520,0.42071197411003236
"Mountain Mesa CDP, California",age.65.99,375,0.30339805825242716
"Onyx CDP, California",age.0.17,120,0.20408163265306123
"Onyx CDP, California",age.18.64,417,0.7091836734693877
"Onyx CDP, California",age.65.99,51,0.08673469387755102
"Randsburg CDP, California",age.0.17,0,0
"Randsburg CDP, California",age.18.64,21,0.328125
"Randsburg CDP, California",age.65.99,43,0.671875
"Rosamond CDP, California",age.0.17,6014,0.30027960854803276
"Rosamond CDP, California",age.18.64,12272,0.6127421609746355
"Rosamond CDP, California",age.65.99,1742,0.08697823047733173
"Stallion Springs CDP, California",age.0.17,1242,0.3426206896551724
"Stallion Springs CDP, California",age.18.64,1811,0.4995862068965517
"Stallion Springs CDP, California",age.65.99,572,0.15779310344827585
"Wasco city, California",age.0.17,6764,0.2532574509510259
"Wasco city, California",age.18.64,18136,0.679047476411562
"Wasco city, California",age.65.99,1808,0.06769507263741201
"Camarillo city, California",age.0.17,14139,0.20933331359282234
"Camarillo city, California",age.18.64,39902,0.5907644019365441
"Camarillo city, California",age.65.99,13502,0.19990228447063352
"Casa Conejo CDP, California",age.0.17,788,0.23410576351752824
"Casa Conejo CDP, California",age.18.64,2145,0.6372549019607843
"Casa Conejo CDP, California",age.65.99,433,0.12863933452168747
"Moorpark city, California",age.0.17,8362,0.23052323978607267
"Moorpark city, California",age.18.64,23544,0.6490599327341898
"Moorpark city, California",age.65.99,4368,0.12041682747973756
"Simi Valley city, California",age.0.17,27578,0.21852788056957662
"Simi Valley city, California",age.18.64,80405,0.6371286618752922
"Simi Valley city, California",age.65.99,18216,0.14434345755513117
"Thousand Oaks city, California",age.0.17,28156,0.21914524326554122
"Thousand Oaks city, California",age.18.64,76861,0.5982285318451755
"Thousand Oaks city, California",age.65.99,23464,0.18262622488928323
"Reedley city, California",age.0.17,7476,0.2932569725022555
"Reedley city, California",age.18.64,14925,0.5854548307378497
"Reedley city, California",age.65.99,3092,0.12128819675989487
"Lake Elsinore city, California",age.0.17,20521,0.32045536174399175
"Lake Elsinore city, California",age.18.64,39059,0.6099442509799022
"Lake Elsinore city, California",age.65.99,4457,0.069600387276106
"La Quinta city, California",age.0.17,8450,0.20759630503144655
"La Quinta city, California",age.18.64,22249,0.5466047562893082
"La Quinta city, California",age.65.99,10005,0.2457989386792453
"Palm Springs city, California",age.0.17,5871,0.12353498158863756
"Palm Springs city, California",age.18.64,26864,0.5652603892688058
"Palm Springs city, California",age.65.99,14790,0.31120462914255653
"West Menlo Park CDP, California",age.0.17,1284,0.3119533527696793
"West Menlo Park CDP, California",age.18.64,2336,0.5675413022351797
"West Menlo Park CDP, California",age.65.99,496,0.12050534499514091
"Bear Valley Springs CDP, California",age.0.17,900,0.16538037486218302
"Bear Valley Springs CDP, California",age.18.64,2758,0.5067989709665565
"Bear Valley Springs CDP, California",age.65.99,1784,0.32782065417126055
"Montecito CDP, California",age.0.17,1595,0.18522819649285796
"Montecito CDP, California",age.18.64,4446,0.5163163395656718
"Montecito CDP, California",age.65.99,2570,0.2984554639414702
"Toro Canyon CDP, California",age.0.17,294,0.16945244956772335
"Toro Canyon CDP, California",age.18.64,823,0.4743515850144092
"Toro Canyon CDP, California",age.65.99,618,0.3561959654178674
"Big Pine CDP, California",age.0.17,352,0.22448979591836735
"Big Pine CDP, California",age.18.64,847,0.5401785714285714
"Big Pine CDP, California",age.65.99,369,0.23533163265306123
"Round Valley CDP, California",age.0.17,25,0.04690431519699812
"Round Valley CDP, California",age.18.64,460,0.8630393996247655
"Round Valley CDP, California",age.65.99,48,0.0900562851782364
"West Bishop CDP, California",age.0.17,601,0.22585494175122134
"West Bishop CDP, California",age.18.64,1388,0.521608417888012
"West Bishop CDP, California",age.65.99,672,0.2525366403607666
"Wilkerson CDP, California",age.0.17,95,0.22041763341067286
"Wilkerson CDP, California",age.18.64,249,0.5777262180974478
"Wilkerson CDP, California",age.65.99,87,0.20185614849187936
"Almanor CDP, California",age.0.17,0,NaN
"Almanor CDP, California",age.18.64,0,NaN
"Almanor CDP, California",age.65.99,0,NaN
"Lake Almanor Country Club CDP, California",age.0.17,0,0
"Lake Almanor Country Club CDP, California",age.18.64,119,0.39403973509933776
"Lake Almanor Country Club CDP, California",age.65.99,183,0.6059602649006622
"Madera city, California",age.0.17,21565,0.3350579534507939
"Madera city, California",age.18.64,37051,0.5756657655138125
"Madera city, California",age.65.99,5746,0.08927628103539356
"Muir Beach CDP, California",age.0.17,34,0.14049586776859505
"Muir Beach CDP, California",age.18.64,163,0.6735537190082644
"Muir Beach CDP, California",age.65.99,45,0.1859504132231405
"Novato city, California",age.0.17,10911,0.19651315670983197
"Novato city, California",age.18.64,33841,0.6094951641662014
"Novato city, California",age.65.99,10771,0.19399167912396664
"Mariposa CDP, California",age.0.17,147,0.10880829015544041
"Mariposa CDP, California",age.18.64,737,0.5455218356772761
"Mariposa CDP, California",age.65.99,467,0.3456698741672835
"Cameron Park CDP, California",age.0.17,4385,0.22032961511405888
"Cameron Park CDP, California",age.18.64,11459,0.5757712792684152
"Cameron Park CDP, California",age.65.99,4058,0.2038991056175259
"Susanville city, California",age.0.17,2031,0.13347791798107256
"Susanville city, California",age.18.64,12071,0.7933096740273397
"Susanville city, California",age.65.99,1114,0.0732124079915878
"Country Club CDP, California",age.0.17,2438,0.24761324395693682
"Country Club CDP, California",age.18.64,6005,0.6098923420678448
"Country Club CDP, California",age.65.99,1403,0.14249441397521836
"Kennedy CDP, California",age.0.17,1325,0.3615279672578445
"Kennedy CDP, California",age.18.64,2056,0.5609822646657572
"Kennedy CDP, California",age.65.99,284,0.07748976807639836
"Merced city, California",age.0.17,24411,0.29664961294948294
"Merced city, California",age.18.64,49485,0.6013561958463464
"Merced city, California",age.65.99,8393,0.10199419120417066
"Portola Valley town, California",age.0.17,1071,0.23313016978667828
"Portola Valley town, California",age.18.64,2175,0.4734436221158032
"Portola Valley town, California",age.65.99,1348,0.2934262080975185
"Tracy city, California",age.0.17,25550,0.28770578564511406
"Tracy city, California",age.18.64,55743,0.6276940747246808
"Tracy city, California",age.65.99,7513,0.08460013963020517
"Meadow Valley CDP, California",age.0.17,27,0.07458563535911603
"Meadow Valley CDP, California",age.18.64,254,0.7016574585635359
"Meadow Valley CDP, California",age.65.99,81,0.22375690607734808
"Chilcoot-Vinton CDP, California",age.0.17,0,0
"Chilcoot-Vinton CDP, California",age.18.64,16,0.10884353741496598
"Chilcoot-Vinton CDP, California",age.65.99,131,0.891156462585034
"Iron Horse CDP, California",age.0.17,0,0
"Iron Horse CDP, California",age.18.64,60,1
"Iron Horse CDP, California",age.65.99,0,0
"Pinole city, California",age.0.17,3422,0.17763704318936877
"Pinole city, California",age.18.64,12164,0.6314368770764119
"Pinole city, California",age.65.99,3678,0.19092607973421927
"Rollingwood CDP, California",age.0.17,841,0.27041800643086816
"Rollingwood CDP, California",age.18.64,1956,0.6289389067524116
"Rollingwood CDP, California",age.65.99,313,0.10064308681672025
"Ojai city, California",age.0.17,1438,0.1903375248180013
"Ojai city, California",age.18.64,4185,0.5539377895433488
"Ojai city, California",age.65.99,1932,0.2557246856386499
"Port Hueneme city, California",age.0.17,5430,0.24442943956785956
"Port Hueneme city, California",age.18.64,14384,0.6474904343911771
"Port Hueneme city, California",age.65.99,2401,0.10808012604096331
"Santa Paula city, California",age.0.17,8775,0.2900059488399762
"Santa Paula city, California",age.18.64,17685,0.5844735276621059
"Santa Paula city, California",age.65.99,3798,0.1255205234979179
"Inverness CDP, California",age.0.17,94,0.0834072759538598
"Inverness CDP, California",age.18.64,488,0.43300798580301686
"Inverness CDP, California",age.65.99,545,0.4835847382431233
"Point Reyes Station CDP, California",age.0.17,0,0
"Point Reyes Station CDP, California",age.18.64,117,0.40344827586206894
"Point Reyes Station CDP, California",age.65.99,173,0.596551724137931
"Lake Almanor West CDP, California",age.0.17,0,0
"Lake Almanor West CDP, California",age.18.64,32,0.25396825396825395
"Lake Almanor West CDP, California",age.65.99,94,0.746031746031746
"Portola city, California",age.0.17,407,0.21286610878661089
"Portola city, California",age.18.64,1104,0.5774058577405857
"Portola city, California",age.65.99,401,0.20972803347280336
"Storrie CDP, California",age.0.17,0,NaN
"Storrie CDP, California",age.18.64,0,NaN
"Storrie CDP, California",age.65.99,0,NaN
"Twain CDP, California",age.0.17,0,0
"Twain CDP, California",age.18.64,25,0.7575757575757576
"Twain CDP, California",age.65.99,8,0.24242424242424243
"Livingston city, California",age.0.17,4265,0.3047081517468029
"Livingston city, California",age.18.64,8217,0.5870543687933129
"Livingston city, California",age.65.99,1515,0.10823747945988427
"East Palo Alto city, California",age.0.17,8223,0.2774946849795836
"East Palo Alto city, California",age.18.64,19454,0.6564978233725913
"East Palo Alto city, California",age.65.99,1956,0.06600749164782506
"Redwood City city, California",age.0.17,18950,0.22237347008226058
"Redwood City city, California",age.18.64,55722,0.6538836147717004
"Redwood City city, California",age.65.99,10545,0.12374291514603894
"San Bruno city, California",age.0.17,8041,0.18650554344296516
"San Bruno city, California",age.18.64,28544,0.6620587280233798
"San Bruno city, California",age.65.99,6529,0.15143572853365497
"Lafayette city, California",age.0.17,6571,0.2521488871834229
"Lafayette city, California",age.18.64,14745,0.5658096699923254
"Lafayette city, California",age.65.99,4744,0.18204144282425172
"Martinez city, California",age.0.17,7485,0.19636907416638244
"Martinez city, California",age.18.64,24723,0.6486082325471574
"Martinez city, California",age.65.99,5909,0.15502269328646012
"Mountain View CDP, California",age.0.17,367,0.1776379477250726
"Mountain View CDP, California",age.18.64,1625,0.7865440464666021
"Mountain View CDP, California",age.65.99,74,0.03581800580832527
"Pittsburg city, California",age.0.17,17763,0.251986040969188
"Pittsburg city, California",age.18.64,45097,0.6397463541962208
"Pittsburg city, California",age.65.99,7632,0.10826760483459116
"Walnut Creek city, California",age.0.17,11451,0.1659396872781022
"Walnut Creek city, California",age.18.64,37506,0.5435100786876693
"Walnut Creek city, California",age.65.99,20050,0.2905502340342284
"China Lake Acres CDP, California",age.0.17,599,0.3076527991782229
"China Lake Acres CDP, California",age.18.64,955,0.49049820236260916
"China Lake Acres CDP, California",age.65.99,393,0.20184899845916796
"Half Moon Bay city, California",age.0.17,2460,0.19360931843223675
"Half Moon Bay city, California",age.18.64,7524,0.5921611836927436
"Half Moon Bay city, California",age.65.99,2722,0.2142294978750197
"Los Banos city, California",age.0.17,12859,0.3373383352134106
"Los Banos city, California",age.18.64,21820,0.5724179543010047
"Los Banos city, California",age.65.99,3440,0.09024371048558462
"Atherton town, California",age.0.17,1646,0.2290883785664579
"Atherton town, California",age.18.64,3976,0.5533750869867781
"Atherton town, California",age.65.99,1563,0.2175365344467641
"Daly City city, California",age.0.17,16909,0.15856448920647423
"Daly City city, California",age.18.64,71930,0.6745250286014366
"Daly City city, California",age.65.99,17799,0.16691048219208912
"South Oroville CDP, California",age.0.17,795,0.24992140836215027
"South Oroville CDP, California",age.18.64,2074,0.6519962276013832
"South Oroville CDP, California",age.65.99,312,0.09808236403646652
"Thermalito CDP, California",age.0.17,1632,0.24343675417661098
"Thermalito CDP, California",age.18.64,3963,0.5911396181384249
"Thermalito CDP, California",age.65.99,1109,0.16542362768496421
"Borrego Springs CDP, California",age.0.17,356,0.15808170515097691
"Borrego Springs CDP, California",age.18.64,1090,0.48401420959147423
"Borrego Springs CDP, California",age.65.99,806,0.35790408525754885
"Castroville CDP, California",age.0.17,2231,0.33368232126832187
"Castroville CDP, California",age.18.64,3913,0.5852527669757702
"Castroville CDP, California",age.65.99,542,0.08106491175590787
"Bostonia CDP, California",age.0.17,4730,0.26982316029663433
"Bostonia CDP, California",age.18.64,10795,0.6158014831717057
"Bostonia CDP, California",age.65.99,2005,0.11437535653166
"Del Mar city, California",age.0.17,615,0.14170506912442396
"Del Mar city, California",age.18.64,2568,0.591705069124424
"Del Mar city, California",age.65.99,1157,0.26658986175115207
"El Cajon city, California",age.0.17,26249,0.254141453260396
"El Cajon city, California",age.18.64,64695,0.6263736263736264
"El Cajon city, California",age.65.99,12341,0.11948492036597763
"Del Rey Oaks city, California",age.0.17,287,0.17982456140350878
"Del Rey Oaks city, California",age.18.64,952,0.5964912280701754
"Del Rey Oaks city, California",age.65.99,357,0.2236842105263158
"Elkhorn CDP, California",age.0.17,149,0.12945264986967853
"Elkhorn CDP, California",age.18.64,767,0.6663770634231103
"Elkhorn CDP, California",age.65.99,235,0.20417028670721113
"Sand City city, California",age.0.17,50,0.15723270440251572
"Sand City city, California",age.18.64,236,0.7421383647798742
"Sand City city, California",age.65.99,32,0.10062893081761007
"Benicia city, California",age.0.17,5728,0.20393050412987754
"Benicia city, California",age.18.64,16991,0.6049202506408431
"Benicia city, California",age.65.99,5369,0.1911492452292794
"Dixon city, California",age.0.17,5368,0.2716736676957336
"Dixon city, California",age.18.64,11964,0.6054962295662736
"Dixon city, California",age.65.99,2427,0.12283010273799282
"Arroyo Grande city, California",age.0.17,3468,0.1922501247297522
"Arroyo Grande city, California",age.18.64,10741,0.5954321192970785
"Arroyo Grande city, California",age.65.99,3830,0.21231775597316924
"Atascadero city, California",age.0.17,6429,0.21403602223923826
"Atascadero city, California",age.18.64,18739,0.6238639011885342
"Atascadero city, California",age.65.99,4869,0.16210007657222758
"Oceano CDP, California",age.0.17,1803,0.2348267778067205
"Oceano CDP, California",age.18.64,4490,0.5847877051315447
"Oceano CDP, California",age.65.99,1385,0.18038551706173483
"Shandon CDP, California",age.0.17,227,0.19894829097283084
"Shandon CDP, California",age.18.64,823,0.7212971078001753
"Shandon CDP, California",age.65.99,91,0.07975460122699386
"Carrick CDP, California",age.0.17,0,0
"Carrick CDP, California",age.18.64,25,0.5319148936170213
"Carrick CDP, California",age.65.99,22,0.46808510638297873
"Rainbow CDP, California",age.0.17,300,0.15045135406218657
"Rainbow CDP, California",age.18.64,1186,0.5947843530591775
"Rainbow CDP, California",age.65.99,508,0.2547642928786359
"Victorville city, California",age.0.17,39566,0.32468139929920153
"Victorville city, California",age.18.64,71033,0.5829018307744069
"Victorville city, California",age.65.99,11262,0.09241676992639154
"Keeler CDP, California",age.0.17,0,0
"Keeler CDP, California",age.18.64,11,0.7333333333333333
"Keeler CDP, California",age.65.99,4,0.26666666666666666
"Blairsden CDP, California",age.0.17,0,0
"Blairsden CDP, California",age.18.64,16,0.64
"Blairsden CDP, California",age.65.99,9,0.36
"Point Arena city, California",age.0.17,111,0.26555023923444976
"Point Arena city, California",age.18.64,218,0.5215311004784688
"Point Arena city, California",age.65.99,89,0.21291866028708134
"Crest CDP, California",age.0.17,522,0.19009468317552805
"Crest CDP, California",age.18.64,1755,0.6391114348142753
"Crest CDP, California",age.65.99,469,0.17079388201019666
"Rancho San Diego CDP, California",age.0.17,4153,0.1950772699516182
"Rancho San Diego CDP, California",age.18.64,13125,0.6165155714218611
"Rancho San Diego CDP, California",age.65.99,4011,0.18840715862652074
"San Diego Country Estates CDP, California",age.0.17,2423,0.23340718620556786
"San Diego Country Estates CDP, California",age.18.64,6332,0.60996050476832675
"San Diego Country Estates CDP, California",age.65.99,1626,0.1566323090261054
"Anaheim city, California",age.0.17,85505,0.24453195602685976
"Anaheim city, California",age.18.64,225268,0.6442339590697461
"Anaheim city, California",age.65.99,38895,0.11123408490339408
"Fullerton city, California",age.0.17,30546,0.21839474926000602
"Fullerton city, California",age.18.64,91091,0.651273361646147
"Fullerton city, California",age.65.99,18229,0.13033188909384696
"Brea city, California",age.0.17,9830,0.23222300968580203
"Brea city, California",age.18.64,26558,0.6274037325773683
"Brea city, California",age.65.99,5942,0.14037325773682968
"Cypress city, California",age.0.17,10883,0.22230619957103462
"Cypress city, California",age.18.64,30798,0.6291083648248391
"Cypress city, California",age.65.99,7274,0.14858543560412624
"Dana Point city, California",age.0.17,5933,0.17494766018930794
"Dana Point city, California",age.18.64,20626,0.6082033438504408
"Dana Point city, California",age.65.99,7354,0.21684899596025123
"Huntington Beach city, California",age.0.17,39238,0.19559734005961935
"Huntington Beach city, California",age.18.64,127366,0.6349062341106447
"Huntington Beach city, California",age.65.99,34002,0.1694964258297359
"Rossmoor CDP, California",age.0.17,2683,0.2404121863799283
"Rossmoor CDP, California",age.18.64,6395,0.5730286738351255
"Rossmoor CDP, California",age.65.99,2082,0.18655913978494623
"Tustin city, California",age.0.17,20123,0.25109807836286496
"Tustin city, California",age.18.64,52103,0.6501497379585724
"Tustin city, California",age.65.99,7914,0.09875218367856252
"Beale AFB CDP, California",age.0.17,401,0.3859480269489894
"Beale AFB CDP, California",age.18.64,638,0.6140519730510106
"Beale AFB CDP, California",age.65.99,0,0
"Ashland CDP, California",age.0.17,6106,0.2583456737888724
"Ashland CDP, California",age.18.64,15318,0.6481066215358579
"Ashland CDP, California",age.65.99,2211,0.09354770467526972
"Diablo CDP, California",age.0.17,0,0
"Diablo CDP, California",age.18.64,53,0.14560439560439561
"Diablo CDP, California",age.65.99,311,0.8543956043956044
"Alamo CDP, California",age.0.17,3660,0.23895018606776783
"Alamo CDP, California",age.18.64,8228,0.537180910099889
"Alamo CDP, California",age.65.99,3429,0.22386890383234315
"Byron CDP, California",age.0.17,307,0.22774480712166173
"Byron CDP, California",age.18.64,799,0.5927299703264095
"Byron CDP, California",age.65.99,242,0.1795252225519288
"Richmond city, California",age.0.17,24037,0.21983720504847265
"Richmond city, California",age.18.64,71161,0.6508231205414304
"Richmond city, California",age.65.99,14142,0.12933967441009694
"Vine Hill CDP, California",age.0.17,1013,0.2606122974015951
"Vine Hill CDP, California",age.18.64,2500,0.6431695394906097
"Vine Hill CDP, California",age.65.99,374,0.09621816310779521
"Hilmar-Irwin CDP, California",age.0.17,1355,0.23178241532671912
"Hilmar-Irwin CDP, California",age.18.64,3296,0.5638043106397537
"Hilmar-Irwin CDP, California",age.65.99,1195,0.2044132740335272
"Paxton CDP, California",age.0.17,0,NaN
"Paxton CDP, California",age.18.64,0,NaN
"Paxton CDP, California",age.65.99,0,NaN
"Valley Ranch CDP, California",age.0.17,0,0
"Valley Ranch CDP, California",age.18.64,5,0.5
"Valley Ranch CDP, California",age.65.99,5,0.5
"Oakhurst CDP, California",age.0.17,808,0.23598130841121495
"Oakhurst CDP, California",age.18.64,1913,0.5587032710280374
"Oakhurst CDP, California",age.65.99,703,0.20531542056074767
"Bertsch-Oceanview CDP, California",age.0.17,471,0.23065621939275222
"Bertsch-Oceanview CDP, California",age.18.64,1029,0.5039177277179236
"Bertsch-Oceanview CDP, California",age.65.99,542,0.2654260528893242
"Crescent City city, California",age.0.17,882,0.13201616524472384
"Crescent City city, California",age.18.64,5163,0.772788504714863
"Crescent City city, California",age.65.99,636,0.09519533004041311
"Klamath CDP, California",age.0.17,138,0.22366288492706646
"Klamath CDP, California",age.18.64,335,0.5429497568881686
"Klamath CDP, California",age.65.99,144,0.233387358184765
"Clearlake city, California",age.0.17,3906,0.2549109182275011
"Clearlake city, California",age.18.64,8896,0.5805651634797363
"Clearlake city, California",age.65.99,2521,0.16452391829276253
"Middletown CDP, California",age.0.17,281,0.3712021136063408
"Middletown CDP, California",age.18.64,361,0.47688243064729197
"Middletown CDP, California",age.65.99,115,0.15191545574636725
"Arcata city, California",age.0.17,1788,0.09905817174515236
"Arcata city, California",age.18.64,14195,0.7864265927977839
"Arcata city, California",age.65.99,2067,0.11451523545706371
"Humboldt Hill CDP, California",age.0.17,1014,0.23758200562324275
"Humboldt Hill CDP, California",age.18.64,2743,0.6426897844423618
"Humboldt Hill CDP, California",age.65.99,511,0.11972820993439551
"Temple City city, California",age.0.17,7624,0.21097490107092454
"Temple City city, California",age.18.64,22168,0.6134432852754794
"Temple City city, California",age.65.99,6345,0.17558181365359604
"Vernon city, California",age.0.17,23,0.25555555555555554
"Vernon city, California",age.18.64,61,0.6777777777777778
"Vernon city, California",age.65.99,6,0.06666666666666667
"View Park-Windsor Hills CDP, California",age.0.17,1891,0.16329879101899827
"View Park-Windsor Hills CDP, California",age.18.64,7199,0.6216753022452505
"View Park-Windsor Hills CDP, California",age.65.99,2490,0.21502590673575128
"West Athens CDP, California",age.0.17,1846,0.2153020760438535
"West Athens CDP, California",age.18.64,5540,0.6461394914858876
"West Athens CDP, California",age.65.99,1188,0.13855843247025892
"Angwin CDP, California",age.0.17,342,0.09988317757009346
"Angwin CDP, California",age.18.64,2742,0.8008177570093458
"Angwin CDP, California",age.65.99,340,0.09929906542056074
"Calistoga city, California",age.0.17,1064,0.20132450331125828
"Calistoga city, California",age.18.64,3175,0.6007568590350048
"Calistoga city, California",age.65.99,1046,0.197918637653737
"Columbia CDP, California",age.0.17,365,0.16463689670726206
"Columbia CDP, California",age.18.64,1280,0.5773567884528642
"Columbia CDP, California",age.65.99,572,0.2580063148398737
"Jamestown CDP, California",age.0.17,393,0.1462597692593971
"Jamestown CDP, California",age.18.64,1422,0.5292147376256048
"Jamestown CDP, California",age.65.99,872,0.3245254931149981
"Hercules city, California",age.0.17,5230,0.20636862249930948
"Hercules city, California",age.18.64,16404,0.6472793276249852
"Hercules city, California",age.65.99,3709,0.14635204987570533
"Tuolumne City CDP, California",age.0.17,396,0.25110970196575777
"Tuolumne City CDP, California",age.18.64,1001,0.6347495244134432
"Tuolumne City CDP, California",age.65.99,180,0.11414077362079898
"Millville CDP, California",age.0.17,185,0.27126099706744866
"Millville CDP, California",age.18.64,349,0.5117302052785924
"Millville CDP, California",age.65.99,148,0.21700879765395895
"Round Mountain CDP, California",age.0.17,16,0.14285714285714285
