statefp,placefp,place,totalpop,black,blackpct
06,13014,"Chico city, California",90660.0,1756.0,0.019369071255239356
06,83542,"Wasco city, California",26378.0,1749.0,0.06630525437864887
06,16742,"Covina city, California",48601.0,1713.0,0.03524618835003395
06,22594,"Emeryville city, California",11524.0,1698.0,0.14734467198889276
06,60102,"Redwood City city, California",84368.0,1693.0,0.02006684999051773
06,72016,"Simi Valley city, California",126546.0,1648.0,0.013022932372417934
06,65042,"San Buenaventura (Ventura) city, California",110153.0,1638.0,0.014870225958439625
06,01640,"American Canyon city, California",20341.0,1617.0,0.0794946167838356
06,29000,"Garden Grove city, California",174812.0,1607.0,0.00919273276434112
06,05290,"Benicia city, California",28011.0,1593.0,0.05687051515476063
06,18100,"Davis city, California",67500.0,1592.0,0.023585185185185185
06,86972,"Yuba City city, California",66229.0,1582.0,0.023886816953298404
06,57792,"Pleasanton city, California",79341.0,1580.0,0.019914041920318624
06,46870,"Menlo Park city, California",33661.0,1575.0,0.04679005377142687
06,84410,"West Hollywood city, California",36148.0,1574.0,0.04354321124266903
06,45778,"Marina city, California",21227.0,1522.0,0.07170113534649268
06,19990,"Duarte city, California",21832.0,1514.0,0.06934774642726273
06,85446,"Wildomar city, California",35492.0,1508.0,0.0424884481009805
06,12048,"Cathedral City city, California",53733.0,1492.0,0.027766921631027487
06,39496,"Lake Forest city, California",81812.0,1476.0,0.018041363125213906
06,13294,"Chowchilla city, California",18314.0,1439.0,0.0785737687015398
06,03666,"Baldwin Park city, California",76572.0,1432.0,0.018701352974977797
06,56112,"Patterson city, California",21497.0,1418.0,0.06596269246871657
06,25114,"Fort Irwin CDP, California",9053.0,1417.0,0.15652269965757207
06,00884,"Alhambra city, California",85168.0,1386.0,0.016273717828292317
06,78582,"Thousand Oaks city, California",128909.0,1368.0,0.010612137244102428
06,68364,"San Rafael city, California",59180.0,1362.0,0.02301453193646502
06,12524,"Ceres city, California",47650.0,1341.0,0.02814270724029381
06,87056,"Yucca Valley town, California",21483.0,1329.0,0.06186286831448122
06,77308,"Sun Village CDP, California",12794.0,1326.0,0.10364233234328592
06,22454,"El Sobrante CDP (Contra Costa County), California",13358.0,1325.0,0.09919149573289415
06,80812,"Turlock city, California",71906.0,1323.0,0.018399020944010237
06,49670,"Mountain View city, California",80076.0,1319.0,0.016471851740846196
06,48256,"Mission Viejo city, California",96535.0,1312.0,0.013590925571036411
06,60704,"Ridgecrest city, California",28728.0,1311.0,0.04563492063492063
06,41152,"Lemoore city, California",25525.0,1307.0,0.05120470127326151
06,21796,"El Cerrito city, California",24982.0,1306.0,0.05227763990072853
06,49582,"Mountain House CDP, California",15010.0,1306.0,0.08700866089273818
06,39612,"Lake Los Angeles CDP, California",11820.0,1280.0,0.10829103214890017
06,46114,"Martinez city, California",37902.0,1265.0,0.033375547464513745
06,40704,"Lathrop city, California",21050.0,1257.0,0.05971496437054632
06,73262,"South San Francisco city, California",67120.0,1245.0,0.01854886769964243
06,59920,"Redding city, California",91236.0,1241.0,0.013602086895523696
06,39248,"Laguna Niguel city, California",65429.0,1238.0,0.01892127344144034
06,62490,"Rodeo CDP, California",10174.0,1235.0,0.12138785138588559
06,40830,"La Verne city, California",32320.0,1227.0,0.03796410891089109
06,71876,"Signal Hill city, California",11508.0,1221.0,0.10610010427528675
06,52582,"Novato city, California",55378.0,1219.0,0.022012351475315106
06,10345,"Campbell city, California",41164.0,1213.0,0.029467495870177825
06,59587,"Rancho Santa Margarita city, California",49078.0,1210.0,0.02465463140307266
06,03386,"Azusa city, California",49029.0,1186.0,0.02418976524097983
06,69070,"Santa Barbara city, California",91443.0,1141.0,0.012477718360071301
06,30014,"Glendora city, California",51891.0,1116.0,0.02150661964502515
06,03162,"Atwater city, California",29118.0,1116.0,0.03832680815990109
06,62364,"Rocklin city, California",61697.0,1109.0,0.017974942055529443
06,70224,"Santee city, California",57376.0,1105.0,0.019258923591745677
06,85292,"Whittier city, California",86852.0,1097.0,0.01263068207985999
06,36294,"Imperial Beach city, California",27270.0,1081.0,0.03964063072973964
06,48788,"Montclair city, California",38613.0,1076.0,0.02786626265765416
06,11691,"Casa de Oro-Mount Helix CDP, California",20196.0,1074.0,0.05317884729649436
06,09878,"Calipatria city, California",7426.0,1064.0,0.14328036628063562
06,40032,"La Mirada city, California",49162.0,1058.0,0.021520686709246978
06,51560,"Norco city, California",26711.0,1040.0,0.038935270113436414
06,41992,"Livermore city, California",88232.0,1039.0,0.011775772962190588
06,11194,"Carlsbad city, California",113147.0,1038.0,0.009173906510998966
06,48872,"Monterey city, California",28671.0,1021.0,0.035610896027344706
06,86244,"Woodcrest CDP, California",16527.0,1020.0,0.06171719005264113
06,69196,"Santa Maria city, California",104791.0,998.0,0.009523718639959539
06,41166,"Lemoore Station CDP, California",6601.0,995.0,0.15073473716103622
06,27130,"Fruitridge Pocket CDP, California",6074.0,968.0,0.15936779716825816
06,78092,"Tehachapi city, California",12948.0,956.0,0.07383379672536299
06,81708,"Valle Vista CDP, California",16672.0,954.0,0.05722168905950096
06,58296,"Port Hueneme city, California",22262.0,952.0,0.0427634534183811
06,01150,"Alondra Park CDP, California",7441.0,948.0,0.12740223088294583
06,54386,"Oroville city, California",18932.0,937.0,0.04949292203676315
06,68154,"San Luis Obispo city, California",46997.0,927.0,0.019724663276379343
06,40410,"La Riviera CDP, California",10693.0,925.0,0.08650519031141868
06,07624,"Bostonia CDP, California",17600.0,925.0,0.052556818181818184
06,42202,"Lodi city, California",64403.0,923.0,0.014331630514106486
06,68112,"San Lorenzo CDP, California",25101.0,903.0,0.03597466236404924
06,83346,"Walnut Creek city, California",68516.0,900.0,0.013135617957849262
06,42468,"Lomita city, California",20707.0,875.0,0.04225624185058193
06,83332,"Walnut city, California",30062.0,870.0,0.0289401902734349
06,00947,"Aliso Viejo city, California",50691.0,856.0,0.016886626817383756
06,19339,"Discovery Bay CDP, California",15525.0,849.0,0.05468599033816425
06,10046,"Camarillo city, California",67116.0,847.0,0.01261994159365874
06,21880,"El Dorado Hills CDP, California",45104.0,847.0,0.018778822277403334
06,16378,"Coronado city, California",24053.0,842.0,0.03500602835405147
06,22457,"El Sobrante CDP (Riverside County), California",14451.0,834.0,0.057712269047124766
06,40256,"La Palma city, California",15814.0,833.0,0.05267484507398508
06,59514,"Rancho Palos Verdes city, California",42463.0,829.0,0.019522878741492593
06,41474,"Lincoln city, California",46404.0,825.0,0.01777863977243341
06,66070,"San Dimas city, California",34334.0,823.0,0.0239704083415856
06,23462,"Fallbrook CDP, California",31121.0,822.0,0.02641303300022493
06,21782,"El Centro city, California",43932.0,819.0,0.01864244741873805
06,40354,"La Quinta city, California",40305.0,813.0,0.020171194640863418
06,55282,"Palo Alto city, California",67082.0,808.0,0.012044959899824096
06,00674,"Albany city, California",19682.0,807.0,0.041001930698099785
06,45820,"Marin City CDP, California",3016.0,805.0,0.26690981432360744
06,55184,"Palm Desert city, California",51675.0,803.0,0.015539429124334784
06,69112,"Santa Cruz city, California",63993.0,801.0,0.012516994046223806
06,29504,"Gilroy city, California",54159.0,799.0,0.014752857327498661
06,84550,"Westminster city, California",91785.0,797.0,0.008683336057089939
06,48452,"Mojave CDP, California",4222.0,796.0,0.18853623874940786
06,02462,"Arcadia city, California",58156.0,790.0,0.013584152967879496
06,32506,"Hawaiian Gardens city, California",14465.0,790.0,0.05461458693397857
06,41572,"Linda CDP, California",19072.0,789.0,0.04136954697986577
06,49278,"Morgan Hill city, California",43136.0,787.0,0.01824462166172107
06,13157,"China Lake Acres CDP, California",2446.0,786.0,0.321340964840556
06,77924,"Tara Hills CDP, California",5160.0,782.0,0.15155038759689923
06,36868,"Isla Vista CDP, California",27484.0,777.0,0.028270994032891864
06,48816,"Montebello city, California",63468.0,767.0,0.012084830150627088
06,86832,"Yorba Linda city, California",67740.0,766.0,0.011307942131679953
06,59052,"Quartz Hill CDP, California",10098.0,763.0,0.07555951673598732
06,73220,"South Pasadena city, California",25974.0,762.0,0.029337029337029336
06,13945,"Clearlake city, California",15061.0,754.0,0.050063076820928226
06,39220,"Laguna Hills city, California",31235.0,745.0,0.02385144869537378
06,86328,"Woodland city, California",58324.0,743.0,0.012739181126123036
06,53448,"Oildale CDP, California",34496.0,729.0,0.021132884972170685
06,36672,"Ione city, California",7161.0,715.0,0.09984639016897082
06,25338,"Foster City city, California",33529.0,708.0,0.021116048793581674
06,54806,"Pacifica city, California",39141.0,708.0,0.0180884494519813
06,56826,"Phelan CDP, California",15123.0,705.0,0.04661773457647292
06,14274,"Coalinga city, California",16612.0,699.0,0.042078015892126175
06,23294,"Fair Oaks CDP, California",30704.0,694.0,0.022602918186555496
06,02896,"Artesia city, California",16853.0,693.0,0.04112027532190114
06,69154,"Santa Fe Springs city, California",17669.0,688.0,0.03893825343822514
06,39290,"La Habra city, California",61965.0,676.0,0.010909384329863632
06,63218,"Rowland Heights CDP, California",50572.0,661.0,0.013070473779957289
06,22300,"El Paso de Robles (Paso Robles) city, California",31409.0,658.0,0.020949409404947626
06,45806,"Marina del Rey CDP, California",9691.0,653.0,0.06738210710968941
06,03302,"Avenal city, California",13119.0,642.0,0.0489366567573748
06,08100,"Brea city, California",41921.0,633.0,0.015099830633811217
06,65028,"San Bruno city, California",43105.0,632.0,0.014661872172601786
06,57526,"Placentia city, California",52294.0,631.0,0.012066393850154894
06,59550,"Rancho San Diego CDP, California",21651.0,630.0,0.029097963142580018
06,22230,"El Monte city, California",115958.0,622.0,0.005364011107469946
06,62546,"Rohnert Park city, California",42305.0,620.0,0.014655478075877556
06,17988,"Danville town, California",44205.0,619.0,0.01400294084379595
06,73906,"Stanford CDP, California",15277.0,613.0,0.040125679125482754
06,41180,"Lennox CDP, California",21537.0,611.0,0.028369782235223105
06,60984,"Rio Vista city, California",8350.0,604.0,0.07233532934131737
06,57764,"Pleasant Hill city, California",34662.0,593.0,0.01710807224049391
06,87042,"Yucaipa city, California",53151.0,578.0,0.010874677804744971
06,30378,"Goleta city, California",30847.0,577.0,0.01870522255000486
06,73080,"South Gate city, California",95420.0,575.0,0.006025990358415427
06,11796,"Castaic CDP, California",19299.0,573.0,0.02969065754702316
06,31596,"Hacienda Heights CDP, California",54155.0,564.0,0.010414550826331826
06,50258,"Napa city, California",79722.0,563.0,0.007062040591053913
06,18352,"Del Aire CDP, California",10614.0,558.0,0.05257207461842849
06,39114,"Ladera Ranch CDP, California",28769.0,550.0,0.019117800410163716
06,00394,"Agoura Hills city, California",20736.0,548.0,0.02642746913580247
06,23042,"Eureka city, California",27024.0,545.0,0.020167258732978092
06,52162,"North Richmond CDP, California",3738.0,543.0,0.14526484751203853
06,51182,"Newport Beach city, California",86793.0,536.0,0.006175613240699135
06,30658,"Grand Terrace city, California",12439.0,529.0,0.04252753436771445
06,39645,"Lake Mathews CDP, California",6402.0,529.0,0.08263042799125274
06,29112,"Garnet CDP, California",5831.0,527.0,0.09037900874635568
06,17946,"Dana Point city, California",34028.0,525.0,0.015428470671211943
06,54092,"Orangevale CDP, California",34467.0,523.0,0.015173934488061045
06,73962,"Stanton city, California",38648.0,519.0,0.01342889670875595
06,04870,"Bell city, California",35942.0,519.0,0.014439930999944355
06,43224,"Los Alamitos city, California",11639.0,518.0,0.0445055417132056
06,74130,"Stevenson Ranch CDP, California",19666.0,517.0,0.02628902674666938
06,73167,"South Monrovia Island CDP, California",6989.0,514.0,0.0735441407926742
06,07064,"Bloomington CDP, California",22377.0,511.0,0.022835947624793313
06,84774,"West Puente Valley CDP, California",23487.0,507.0,0.02158640950312939
06,36280,"Imperial city, California",16931.0,504.0,0.02976788140098045
06,39766,"Lakeside CDP, California",21827.0,498.0,0.022815778622806617
06,49138,"Moorpark city, California",36060.0,492.0,0.013643926788685524
06,36056,"Huntington Park city, California",58993.0,492.0,0.00833997253911481
06,06308,"Beverly Hills city, California",34506.0,469.0,0.013591839100446299
06,44112,"Los Gatos town, California",30709.0,466.0,0.015174704484027484
06,58520,"Poway city, California",49874.0,464.0,0.0093034446805951
06,19402,"Dixon city, California",19488.0,457.0,0.023450328407224958
06,56924,"Pico Rivera city, California",63750.0,457.0,0.007168627450980392
06,59500,"Rancho Mirage city, California",17975.0,456.0,0.025368567454798333
06,85992,"Winter Gardens CDP, California",22237.0,452.0,0.020326482888878894
06,17022,"Crescent City city, California",6751.0,436.0,0.06458302473707599
06,49187,"Moraga town, California",17231.0,436.0,0.025303232545992687
06,65084,"San Clemente city, California",65226.0,433.0,0.006638457057001809
06,20697,"East Hemet CDP, California",19951.0,431.0,0.021602927171570346
06,73700,"Spring Valley Lake CDP, California",7356.0,419.0,0.05696030451332246
06,12734,"Charter Oak CDP, California",9481.0,413.0,0.04356080582217066
06,44028,"Los Banos city, California",37559.0,411.0,0.010942783354189408
06,58240,"Porterville city, California",58782.0,411.0,0.006991936307032765
06,73430,"South Whittier CDP, California",60000.0,410.0,0.006833333333333334
06,60942,"Rio Linda CDP, California",15228.0,409.0,0.026858418702390332
06,16651,"Country Club CDP, California",9914.0,406.0,0.04095218882388541
06,46170,"Marysville city, California",12225.0,402.0,0.032883435582822085
06,56784,"Petaluma city, California",60210.0,396.0,0.006576980568011958
06,71964,"Silver Lakes CDP, California",6437.0,384.0,0.05965511884418207
06,09066,"Burlingame city, California",30401.0,384.0,0.01263116344857077
06,02476,"Arcata city, California",17814.0,381.0,0.021387672617042774
06,59346,"Ramona CDP, California",21871.0,381.0,0.017420328288601343
06,22678,"Encinitas city, California",62595.0,376.0,0.006006869558271427
06,21061,"East Richmond Heights CDP, California",3658.0,370.0,0.10114816839803172
06,30410,"Good Hope CDP, California",9369.0,365.0,0.03895826662397268
06,66140,"San Fernando city, California",24581.0,365.0,0.014848867011106139
06,26028,"French Camp CDP, California",3710.0,365.0,0.09838274932614555
06,40340,"La Puente city, California",40451.0,364.0,0.00899854144520531
06,28112,"Galt city, California",25222.0,359.0,0.01423360558242804
06,54120,"Orcutt CDP, California",30001.0,358.0,0.011932935568814373
06,50132,"Muscoy CDP, California",12968.0,355.0,0.027375077112893276
06,07414,"Bonita CDP, California",13082.0,345.0,0.02637211435560312
06,70686,"Seal Beach city, California",24510.0,337.0,0.013749490004079967
06,03209,"August CDP, California",7942.0,328.0,0.04129942080080584
06,10559,"Camp Pendleton North CDP, California",7443.0,317.0,0.04259035335214295
06,73108,"South Lake Tahoe city, California",21680.0,317.0,0.014621771217712177
06,31393,"Grover Beach city, California",13524.0,316.0,0.02336586808636498
06,00996,"Allendale CDP, California",1403.0,313.0,0.22309337134711332
06,49684,"Mountain View Acres CDP, California",3869.0,307.0,0.07934866890669423
06,33336,"Herlong CDP, California",1440.0,299.0,0.2076388888888889
06,25488,"Franklin CDP (Merced County), California",7471.0,296.0,0.03961986347209209
06,17610,"Cupertino city, California",60687.0,295.0,0.004861008123650864
06,60242,"Reedley city, California",25419.0,289.0,0.011369448050670758
06,57829,"Plumas Lake CDP, California",6976.0,288.0,0.04128440366972477
06,82072,"Vandenberg AFB CDP, California",3450.0,286.0,0.08289855072463768
06,22412,"El Segundo city, California",16929.0,283.0,0.016716876365999174
06,53714,"Olivehurst CDP, California",13500.0,277.0,0.02051851851851852
06,46226,"Mather CDP, California",4201.0,277.0,0.06593668174244227
06,20802,"East Los Angeles CDP, California",123905.0,275.0,0.0022194423146765668
06,08058,"Brawley city, California",25959.0,274.0,0.010555106128895566
06,46400,"Mayfair CDP, California",4953.0,273.0,0.05511811023622047
06,05108,"Belmont city, California",27110.0,272.0,0.010033198081888602
06,73290,"South San Jose Hills CDP, California",20423.0,268.0,0.013122459971600647
