statefp,placefp,place,totalpop,black,blackpct
06,44000,"Los Angeles city, California",3949776.0,339659.0,0.08599449690311552
06,53000,"Oakland city, California",417442.0,98681.0,0.23639451708261267
06,66000,"San Diego city, California",1390966.0,84367.0,0.0606535314306748
06,64000,"Sacramento city, California",489650.0,63976.0,0.13065659144286734
06,43000,"Long Beach city, California",470489.0,58260.0,0.12382861235863113
06,36546,"Inglewood city, California",111006.0,45444.0,0.40938327657964435
06,67000,"San Francisco city, California",864263.0,43961.0,0.050865303732775785
06,27000,"Fresno city, California",519037.0,38502.0,0.07417968275864727
06,49270,"Moreno Valley city, California",203691.0,34160.0,0.16770500414844053
06,40130,"Lancaster city, California",160113.0,34026.0,0.21251241310824232
06,75000,"Stockton city, California",304358.0,33699.0,0.11072158444989125
06,15044,"Compton city, California",97847.0,29727.0,0.30381105194845015
06,68000,"San Jose city, California",1023031.0,29147.0,0.02849082774617778
06,65000,"San Bernardino city, California",215252.0,28442.0,0.1321334993403081
06,03526,"Bakersfield city, California",372680.0,26557.0,0.07125952559836857
06,81666,"Vallejo city, California",120599.0,24667.0,0.2045373510559789
06,60620,"Richmond city, California",108853.0,21964.0,0.201776708037445
06,02252,"Antioch city, California",110026.0,21720.0,0.19740788540890336
06,11530,"Carson city, California",92927.0,21145.0,0.2275442013623597
06,32548,"Hawthorne city, California",87425.0,20340.0,0.23265656276808694
06,55156,"Palmdale city, California",157358.0,19357.0,0.12301249380393751
06,82590,"Victorville city, California",121721.0,18486.0,0.1518719037799558
06,62000,"Riverside city, California",321570.0,18271.0,0.05681811114220854
06,22020,"Elk Grove city, California",166228.0,17416.0,0.1047717592703997
06,24680,"Fontana city, California",207086.0,17290.0,0.08349188259949973
06,23182,"Fairfield city, California",112790.0,15836.0,0.1404025179537193
06,59451,"Rancho Cucamonga city, California",174573.0,15339.0,0.08786582117509581
06,33000,"Hayward city, California",156917.0,15278.0,0.09736357437371349
06,84592,"Westmont CDP, California",33532.0,15095.0,0.45016700465227244
06,28168,"Gardena city, California",60096.0,13946.0,0.23206203407880724
06,56000,"Pasadena city, California",141231.0,13743.0,0.09730866452832593
06,60466,"Rialto city, California",102708.0,12131.0,0.11811153951006738
06,13392,"Chula Vista city, California",264101.0,11223.0,0.04249510603897751
06,57456,"Pittsburg city, California",69449.0,11119.0,0.16010309723682126
06,84780,"West Rancho Dominguez CDP, California",23537.0,10768.0,0.45749245868207505
06,06000,"Berkeley city, California",120179.0,10019.0,0.08336731042861066
06,04982,"Bellflower city, California",77852.0,9999.0,0.12843600678209938
06,68084,"San Leandro city, California",89910.0,9998.0,0.11120008897786676
06,01290,"Altadena CDP, California",45236.0,9831.0,0.21732690777257052
06,53896,"Ontario city, California",171041.0,9719.0,0.05682263316982478
06,81554,"Vacaville city, California",96918.0,9707.0,0.10015683361191935
06,02553,"Arden-Arcade CDP, California",98616.0,9481.0,0.09614058570617344
06,58072,"Pomona city, California",152366.0,9165.0,0.06015121483795598
06,82667,"View Park-Windsor Hills CDP, California",11308.0,8936.0,0.7902370003537319
06,53322,"Oceanside city, California",174811.0,8526.0,0.04877267448844752
06,69088,"Santa Clarita city, California",209489.0,8424.0,0.04021213524337793
06,16350,"Corona city, California",163585.0,8133.0,0.04971727236604823
06,48354,"Modesto city, California",210166.0,7876.0,0.03747513869988485
06,02000,"Anaheim city, California",349007.0,7843.0,0.02247232863524227
06,56700,"Perris city, California",75011.0,7227.0,0.0963458692725067
06,26000,"Fremont city, California",230964.0,6729.0,0.029134410557489478
06,00296,"Adelanto city, California",32867.0,6687.0,0.20345635439802842
06,50076,"Murrieta city, California",110043.0,6506.0,0.059122343084067136
06,33182,"Hemet city, California",83604.0,6478.0,0.0774843308932587
06,59444,"Rancho Cordova city, California",70785.0,6470.0,0.09140354594900049
06,51924,"North Highlands CDP, California",47357.0,6295.0,0.13292649449922925
06,75630,"Suisun City city, California",29280.0,6068.0,0.20724043715846996
06,39892,"Lakewood city, California",81106.0,5862.0,0.0722757872413878
06,24498,"Florin CDP, California",49226.0,5783.0,0.11747856823629789
06,00562,"Alameda city, California",78246.0,5734.0,0.07328170130102497
06,44574,"Lynwood city, California",71350.0,5697.0,0.0798458304134548
06,21712,"El Cajon city, California",103314.0,5575.0,0.05396170896490311
06,02364,"Apple Valley town, California",71916.0,5536.0,0.0769786973691529
06,46842,"Menifee city, California",86820.0,5472.0,0.06302695231513476
06,85614,"Willowbrook CDP, California",22654.0,5250.0,0.2317471528206939
06,78120,"Temecula city, California",110722.0,5221.0,0.04715413377648525
06,54652,"Oxnard city, California",206732.0,5080.0,0.024572876961476694
06,11964,"Castro Valley CDP, California",63625.0,5049.0,0.07935559921414538
06,59962,"Redlands city, California",70765.0,5032.0,0.07110859888362892
06,13210,"Chino city, California",85609.0,4893.0,0.05715520564426638
06,55618,"Paramount city, California",55020.0,4789.0,0.08704107597237368
06,21230,"Eastvale city, California",59733.0,4721.0,0.07903503925803157
06,36770,"Irvine city, California",256877.0,4714.0,0.018351195319160532
06,84116,"West Athens CDP, California",8746.0,4675.0,0.5345300708895495
06,24477,"Florence-Graham CDP, California",63821.0,4662.0,0.07304805628241488
06,39108,"Ladera Heights CDP, California",7081.0,4607.0,0.6506143200112978
06,80238,"Tracy city, California",87613.0,4509.0,0.051464965244883754
06,33588,"Highland city, California",54704.0,4453.0,0.08140172565077508
06,46898,"Merced city, California",82008.0,4363.0,0.053202126621792994
06,16000,"Concord city, California",128160.0,4343.0,0.03388732833957553
06,84200,"West Covina city, California",107786.0,4324.0,0.04011652719277086
06,02980,"Ashland CDP, California",24477.0,4296.0,0.17551170486579237
06,33434,"Hesperia city, California",93190.0,4265.0,0.04576671316664878
06,69084,"Santa Clara city, California",124635.0,4242.0,0.03403538331929233
06,52526,"Norwalk city, California",106404.0,4077.0,0.03831622871320627
06,14890,"Colton city, California",54200.0,4074.0,0.07516605166051661
06,33308,"Hercules city, California",25260.0,4048.0,0.16025336500395884
06,70098,"Santa Rosa city, California",174244.0,4035.0,0.023157181882876885
06,81344,"Upland city, California",76155.0,4020.0,0.052787078983651765
06,40004,"La Mesa city, California",59479.0,3954.0,0.06647724406933539
06,73696,"Spring Valley CDP (San Diego County), California",30439.0,3911.0,0.12848648115903938
06,19766,"Downey city, California",113358.0,3908.0,0.034474849591559484
06,70000,"Santa Monica city, California",92495.0,3837.0,0.04148332342288772
06,28000,"Fullerton city, California",139976.0,3800.0,0.02714751100188604
06,17918,"Daly City city, California",106480.0,3788.0,0.03557475582268971
06,68294,"San Pablo city, California",30720.0,3773.0,0.12281901041666667
06,40326,"La Presa CDP, California",36225.0,3715.0,0.10255348516218081
06,04030,"Barstow city, California",23609.0,3707.0,0.15701639205387777
06,81204,"Union City city, California",74354.0,3673.0,0.049398821852220456
06,02210,"Antelope CDP, California",47728.0,3620.0,0.07584646329198794
06,08142,"Brentwood city, California",58828.0,3601.0,0.06121234786156252
06,12552,"Cerritos city, California",50145.0,3598.0,0.07175191943364244
06,13214,"Chino Hills city, California",78025.0,3535.0,0.04530599166933675
06,80000,"Torrance city, California",147190.0,3511.0,0.023853522657789252
06,13588,"Citrus Heights city, California",86618.0,3506.0,0.04047657530767277
06,53070,"Oakley city, California",39950.0,3435.0,0.08598247809762202
06,41124,"Lemon Grove city, California",26645.0,3394.0,0.1273784950272096
06,55800,"Parkway CDP, California",16166.0,3319.0,0.2053074353581591
06,40886,"Lawndale city, California",33191.0,3313.0,0.09981621523907083
06,22804,"Escondido city, California",150783.0,3207.0,0.021268975945564154
06,20956,"East Palo Alto city, California",29646.0,3146.0,0.1061188693246981
06,30000,"Glendale city, California",199750.0,3140.0,0.01571964956195244
06,24638,"Folsom city, California",75897.0,3130.0,0.0412401017168004
06,37692,"Jurupa Valley city, California",102202.0,3087.0,0.03020488835834915
06,14218,"Clovis city, California",104411.0,3009.0,0.028818802616582543
06,17568,"Culver City city, California",39432.0,2966.0,0.07521809697707446
06,11390,"Carmichael CDP, California",65091.0,2955.0,0.04539798128773563
06,45484,"Manteca city, California",75314.0,2882.0,0.038266457763496825
06,09780,"California City city, California",13495.0,2859.0,0.2118562430529826
06,67112,"San Jacinto city, California",46932.0,2854.0,0.06081138668712179
06,42370,"Loma Linda city, California",23961.0,2852.0,0.11902675180501648
06,04758,"Beaumont city, California",43641.0,2841.0,0.06509933319584794
06,39486,"Lake Elsinore city, California",62229.0,2827.0,0.04542898005752945
06,24722,"Foothill Farms CDP, California",33627.0,2815.0,0.08371249293722306
06,82996,"Vista city, California",99496.0,2761.0,0.02774985929082576
06,03820,"Banning city, California",30824.0,2760.0,0.08954061770049312
06,50398,"National City city, California",60715.0,2726.0,0.044898295314172776
06,69000,"Santa Ana city, California",334493.0,2716.0,0.008119751384931822
06,08954,"Burbank city, California",104765.0,2714.0,0.025905598243688256
06,08786,"Buena Park city, California",83020.0,2685.0,0.03234160443266683
06,20018,"Dublin city, California",57022.0,2609.0,0.04575427028164568
06,62910,"Rosemont CDP, California",23700.0,2551.0,0.10763713080168777
06,36000,"Huntington Beach city, California",200415.0,2510.0,0.012524012673702067
06,18394,"Delano city, California",52709.0,2495.0,0.04733536967121364
06,84144,"West Carson CDP, California",22260.0,2481.0,0.111455525606469
06,07218,"Blythe city, California",19486.0,2456.0,0.12603920763625168
06,80994,"Twentynine Palms city, California",25995.0,2421.0,0.093133294864397
06,04415,"Bay Point CDP, California",23708.0,2404.0,0.10140037118272313
06,77000,"Sunnyvale city, California",151565.0,2403.0,0.01585458384191601
06,70742,"Seaside city, California",34259.0,2397.0,0.06996701596660732
06,16224,"Corcoran city, California",22650.0,2384.0,0.10525386313465784
06,68196,"San Marcos city, California",93493.0,2378.0,0.0254350593092531
06,82852,"Vineyard CDP, California",27585.0,2370.0,0.08591625883632409
06,10561,"Camp Pendleton South CDP, California",12770.0,2315.0,0.18128425998433828
06,47766,"Milpitas city, California",75498.0,2266.0,0.030014040107022702
06,50916,"Newark city, California",45554.0,2250.0,0.049391930456161914
06,26067,"French Valley CDP, California",31353.0,2240.0,0.07144451886581826
06,21034,"East Rancho Dominguez CDP, California",16027.0,2228.0,0.1390154114931054
06,31960,"Hanford city, California",55599.0,2206.0,0.039676972607421
06,72520,"Soledad city, California",25603.0,2189.0,0.08549779322735616
06,62938,"Roseville city, California",130705.0,2189.0,0.016747637810336252
06,19192,"Diamond Bar city, California",56600.0,2172.0,0.038374558303886926
06,55254,"Palm Springs city, California",47140.0,2168.0,0.04599066610097582
06,68252,"San Mateo city, California",103500.0,2155.0,0.020821256038647342
06,64224,"Salinas city, California",156811.0,2115.0,0.013487574213543694
06,77364,"Susanville city, California",15286.0,2092.0,0.13685725500457935
06,82954,"Visalia city, California",130047.0,2076.0,0.015963459364691228
06,36448,"Indio city, California",86867.0,2071.0,0.02384104435516364
06,53980,"Orange city, California",140289.0,2025.0,0.014434488805252015
06,42524,"Lompoc city, California",43762.0,2012.0,0.045975960879301676
06,80644,"Tulare city, California",62296.0,1971.0,0.03163927057917041
06,68378,"San Ramon city, California",75048.0,1971.0,0.02626319155740326
06,84816,"West Sacramento city, California",52206.0,1962.0,0.03758188713940926
06,17750,"Cypress city, California",49108.0,1947.0,0.03964730797426081
06,45022,"Madera city, California",64058.0,1945.0,0.030363108432982608
06,12902,"Cherryland CDP, California",15999.0,1945.0,0.12157009813113319
06,41142,"Lemon Hill CDP, California",14182.0,1937.0,0.13658158228740658
06,80854,"Tustin city, California",80007.0,1926.0,0.024072893621808093
06,18996,"Desert Hot Springs city, California",28298.0,1918.0,0.06777864160011308
06,13756,"Claremont city, California",35949.0,1882.0,0.052351943030404184
06,60018,"Redondo Beach city, California",67950.0,1879.0,0.027652685798381163
06,62826,"Rosamond CDP, California",20024.0,1869.0,0.09333799440671195
06,48648,"Monrovia city, California",37138.0,1843.0,0.049625720286499
06,78138,"Temescal Valley CDP, California",25411.0,1825.0,0.07181929085828971
06,57288,"Pinole city, California",19191.0,1820.0,0.09483612109843155
06,46646,"Mead Valley CDP, California",20402.0,1804.0,0.08842270365650426
06,23350,"Fairview CDP, California",10222.0,1796.0,0.17569947172764624
06,16532,"Costa Mesa city, California",112930.0,1790.0,0.015850526875055344
