community_name,community_type,community_parent,tot_pop_univ,white,black,asn,hisp,oth,pct_tot_pop_univ,pct_white,pct_black,pct_asn,pct_hisp,pct_oth
Charter Oak,Unincorporated neighborhood,Charter Oak,9830.559951263544,2565.4433556621248,407.9095389241728,1227.479262941325,5346.7533704590915,282.9744232768278,1.0,0.2609661472368502,0.04149402892067641,0.12486361601238741,0.5438910292970505,0.028785178533035288
Chatsworth,Incorporated neighborhood,Chatsworth,42826.315638374035,20524.721224212848,1669.1550507371094,9395.617246816544,9369.59771889353,1867.2243977139892,1.0,0.47925489079013617,0.03897498596030245,0.21938887589941797,0.21878131656270727,0.04359993078743584
Chatsworth Reservoir,Incorporated neighborhood,Chatsworth Reservoir,18.063670411985022,5.463171036204743,0.3795255930087391,0.4044943820224719,11.147315855181024,0.6691635455680399,1.0,0.30243969866611364,0.021010436104775727,0.022392701637984652,0.6171124473011265,0.0370447162899993
Chesterfield Square,Incorporated neighborhood,Chesterfield Square,6518.639059348501,105.40010626403445,2976.562047291973,99.51201022657072,3297.847889296032,39.31700626988919,1.0,0.016169035484926597,0.4566232338057175,0.015265764727970128,0.5059104913266408,0.0060314746547446806
Cheviot Hills,Incorporated neighborhood,Cheviot Hills,7876.071567948134,6224.728380049309,193.78820519502625,663.0358863009629,617.676113418429,176.84298298440876,1.0,0.7903341566093678,0.02460467804579787,0.08418357814309405,0.07842439064826139,0.022453196553479226
Chinatown,Incorporated neighborhood,Chinatown,10147.855829100632,934.2422076205527,509.1692263618769,6208.121704374798,2337.768979942753,158.5537108006516,1.0,0.09206301541469093,0.05017505519754736,0.6117668410869611,0.23037073242988132,0.01562435587091935
Citrus,Unincorporated neighborhood,Citrus,12148.843538140994,1913.2162898994732,279.86334897434887,1034.2894073544894,8766.807199539862,154.66729237281808,1.0,0.157481350705767,0.023036213125613544,0.08513480349856868,0.7216166026022713,0.012731030067779203
Claremont,City,Claremont,35765.34300308082,18651.595596908734,1583.8768195601874,5369.9056775648605,8908.672157629924,1251.2927514171165,1.0,0.5214991394127574,0.044285240586781245,0.15014271433388174,0.24908672501372436,0.034986180652855206
Commerce,City,Commerce,13220.033107599695,260.824931025834,323.54928517682475,137.32781540005013,12310.36292952094,187.96814647604717,1.0,0.01972952177221823,0.02447416602843669,0.010387857146976855,0.9311900226970067,0.014218432355361608
Compton,City,Compton,98703.65379538633,1121.2922405912034,29801.201815186232,1311.6208007184462,65634.50665545798,835.0322834324215,1.0,0.01136018979515848,0.301926024713983,0.013288472617614028,0.6649653192324468,0.008459993640797248
Covina,City,Covina,48300.682496520036,11804.26656303075,1747.6803136028818,5530.396614732883,28099.771507656693,1118.5674974968558,1.0,0.24439129952006833,0.03618334614068442,0.11449934719103268,0.5817675870249085,0.02315842012330667
Cudahy,City,Cudahy,24106.0,645.0000000000001,34.99999999999999,182.0,23170.00000000001,74.00000000000001,1.0,0.026756824027213147,0.0014519206836472245,0.0075499875549655685,0.9611714925744632,0.0030697751597112757
Culver City,City,Culver City,39589.930039055864,19047.646119884543,3127.9507556461194,6175.832229580573,9193.197147223636,2045.3037867210053,1.0,0.48112351047586716,0.07900874673333255,0.15599502761151768,0.23221049236900532,0.051662222810277575
Cypress Park,Incorporated neighborhood,Cypress Park,9743.951158458349,583.7539195124358,103.13678567903669,911.1895812771418,8094.203461804184,51.66741018555072,1.0,0.059909364283471545,0.010584698548032808,0.0935133567953256,0.8306900691695194,0.005302511203650711
Del Aire,Unincorporated neighborhood,Del Aire,10662.39101968238,2802.092813921459,835.3688188107906,847.9831402064634,5766.813183584993,410.1330631586737,1.0,0.26280154317628185,0.078347231617067,0.07953029847068241,0.5408555335233597,0.03846539321260899
Del Rey,Incorporated neighborhood,Del Rey,30090.33058984248,11193.065354434319,1152.7524208917646,4604.168713667423,11732.925696561086,1407.4184042878815,1.0,0.3719821329650906,0.03830972934810149,0.15301156961105775,0.3899234560261608,0.04677311204958912
Desert View Highlands,Unincorporated neighborhood,Desert View Highlands,2358.990199719677,644.2558059822335,238.8797204039077,124.23041853484163,1213.8421452631742,137.7821095355214,1.0,0.2731066055546952,0.10126354930694252,0.05266254117952849,0.5145600627791574,0.058407241179676925
Diamond Bar,City,Diamond Bar,56275.761281198575,11272.735782690967,2133.2407585958845,30101.342038301016,11138.316168795835,1630.126532814887,1.0,0.20031245292912858,0.03790691960498788,0.5348900015388635,0.19792386482592259,0.028966761101097773
Downey,City,Downey,113223.00000000006,16614.00000000001,4039.0000000000014,7905.999999999994,83447.99999999996,1215.9999999999989,1.0,0.14673697040353995,0.03567296397375091,0.06982680197486367,0.7370233963064035,0.01073986734144121
Downtown,Incorporated neighborhood,Downtown,43638.11289921847,12762.718080700628,7572.320271604635,11066.384365498885,10202.438564285909,2034.2516171283944,1.0,0.29246723180206996,0.17352538339805823,0.25359447579817496,0.23379651150012556,0.04661639750157085
Duarte,City,Duarte,21792.00000000001,5295.0,1802.0,3822.9999999999986,10148.999999999996,723.0000000000003,1.0,0.24297907488986772,0.0826908957415565,0.17543135095447857,0.4657213656387661,0.0331773127753304
Eagle Rock,Incorporated neighborhood,Eagle Rock,33720.636721652685,10335.582729973628,447.79912091365776,8383.703629022959,13661.316993787641,892.2342479548198,1.0,0.3065061557196797,0.013279675725284188,0.2486223406226377,0.40513223716844704,0.026459590763951935
East Hollywood,Incorporated neighborhood,East Hollywood,69601.99373737184,14473.986925596835,1937.7279135432773,12596.081515357242,39327.95434494866,1266.243037925821,1.0,0.20795362529716194,0.027840120799626472,0.18097299860239416,0.5650406293438122,0.018192625957005153
East Los Angeles,Unincorporated neighborhood,East Los Angeles,123991.97559581527,2231.34606480573,326.980993755091,1710.8771906282745,119384.77134662625,338.0,1.0,0.017995890896031805,0.0026371141534269303,0.01379828962646206,0.96284272246611,0.002725982857969782
East Pasadena,Unincorporated neighborhood,East Pasadena,6141.1667107700405,1699.5461762371006,90.74755226250328,1580.4085736967447,2587.9883567081224,182.47605186557288,1.0,0.27674646468341757,0.014776923756744009,0.25734663267243846,0.4214163983155596,0.02971358057184092
East Rancho Dominguez,Unincorporated neighborhood,East Rancho Dominguez,15033.684795787543,149.238289366379,2306.9801493724804,57.79918511299649,12325.938717009409,193.7284549262771,1.0,0.009926926857492434,0.15345407201958225,0.0038446452681508854,0.8198880636677411,0.012886292187033218
East San Gabriel,Unincorporated neighborhood,East San Gabriel,15456.388519930733,2740.3354027294645,187.43293558089619,8153.753328626968,3939.0322449534965,435.83460803991653,1.0,0.1772946765148826,0.012126567298641904,0.5275328915362635,0.2548481645550114,0.028197700095201134
East Whittier,Unincorporated neighborhood,East Whittier,10435.0,3722.0000000000014,25.00000000000001,507.0,6009.999999999997,171.00000000000009,1.0,0.3566842357450888,0.0023957834211787263,0.04858648778150455,0.5759463344513653,0.01638715860086249
Echo Park,Incorporated neighborhood,Echo Park,36382.41835631754,9575.471567292218,1080.493078664325,6381.278723331607,18276.59310908964,1068.5818779397532,1.0,0.2631895294456012,0.02969822038992373,0.1753945727531206,0.5023468459434073,0.02937083146794726
El Monte,City,El Monte,115190.93914126356,4750.580723180709,495.0339728890046,33598.44257757137,75643.97286075345,702.9090068692562,1.0,0.0412409236229498,0.004297507916676704,0.29167608865805117,0.6566833591658456,0.006102120636478612
El Segundo,City,El Segundo,16900.999999999996,11274.999999999984,275.00000000000006,1286.9999999999973,3074.0,989.9999999999997,1.0,0.6671202887403104,0.016271226554641745,0.07614934027572319,0.1818827288326135,0.05857641559671024
El Sereno,Incorporated neighborhood,El Sereno,41814.3560336713,3017.1082186405847,594.5215769601041,4032.844702835173,33699.27885122139,470.60268401405676,1.0,0.07215484117969048,0.01421812107978804,0.09644641423121994,0.8059260514280027,0.011254572081299081
Elizabeth Lake,Unincorporated neighborhood,Elizabeth Lake,1779.9769052097565,1313.3210722563122,9.152163994723713,35.69595477672706,366.55282127432565,55.25489290766792,1.0,0.7378304001655277,0.005141731877496018,0.020054167372761823,0.20593122315321852,0.03104247743099597
Elysian Park,Incorporated neighborhood,Elysian Park,2382.091259121238,203.1384873611329,92.00470728405192,871.3099155774513,1190.0633650804436,25.57478381815851,1.0,0.08527737406503536,0.038623502324588846,0.3657752037169561,0.499587646159057,0.01073627373436278
Elysian Valley,Incorporated neighborhood,Elysian Valley,6760.813757884446,653.6119805937916,82.19368599765747,1321.2048585366902,4641.306945295124,62.49628746118221,1.0,0.09667652504575366,0.012157365805529455,0.19542098123852383,0.6865012277379245,0.009243900172268343
Encino,Incorporated neighborhood,Encino,46342.403021045895,34700.87594855412,1495.3457862894552,3548.5103522225295,5284.228686430685,1313.4422475491033,1.0,0.748793193412847,0.03226733377659247,0.07657156558348975,0.11402578075269232,0.028342126474378504
Exposition Park,Incorporated neighborhood,Exposition Park,35393.633758027674,1234.8931112372854,8139.130866151267,1652.6958909605596,23563.16271930276,803.7511703758171,1.0,0.034890260764965896,0.2299603064719293,0.046694722058192445,0.6657457914718454,0.02270891923306737
Fairfax,Incorporated neighborhood,Fairfax,12190.468782585407,9215.650396942649,463.62079227213275,790.5805663854077,1091.3281851730098,629.2888418122159,1.0,0.7559717810120304,0.03803141622694891,0.0648523514956853,0.08952306959122176,0.051621381674114224
Florence,Incorporated neighborhood,Florence,52473.99999999994,347.00000000000017,9758.00000000001,99.0,42020.0,249.99999999999997,1.0,0.006612798719365791,0.18595876052902427,0.0018866486259862048,0.8007775279185891,0.00476426420703587
Florence-Firestone,Unincorporated neighborhood,Florence-Firestone,63384.03283659918,397.89230721824913,4662.932775919732,184.9939799331102,57767.296693443015,370.9170800850464,1.0,0.006277484871371238,0.07356636312398324,0.002918621167731869,0.9113856299166727,0.005851900920240462
Gardena,City,Gardena,59898.00000000008,5702.0,14713.999999999984,15293.000000000005,22202.000000000004,1986.9999999999984,1.0,0.09519516511402705,0.2456509399312158,0.25531737286720735,0.37066346121740246,0.03317306087014584
Glassell Park,Incorporated neighborhood,Glassell Park,22645.593438974516,3698.553625676196,364.8407130447673,4251.554473305977,13766.846076073369,563.7985508742099,1.0,0.16332332538085526,0.016110892126891808,0.18774312471709306,0.6079260458849246,0.02489661189023541
Glendale,City,Glendale,198652.74141631828,121168.99100570935,2699.9999999999977,32197.29449349548,36300.73970653412,6285.716210579369,1.0,0.6099537823733046,0.013591556707196827,0.16207827923209642,0.18273465267946312,0.031641729007939226
Glendora,City,Glendora,51723.167721654434,27719.43203906461,1122.0184912529496,5161.335428821725,15779.577254475249,1940.8045080399427,1.0,0.5359190718603182,0.021692764397011306,0.09978769004630934,0.30507754937578907,0.037522924320572984
Gramercy Park,Incorporated neighborhood,Gramercy Park,10726.000000000004,92.00000000000004,8217.000000000002,37.000000000000014,2109.0,271.00000000000006,1.0,0.00857728883087824,0.7660824165578967,0.0034495618124184228,0.19662502330785,0.02526570949095655
Granada Hills,Incorporated neighborhood,Granada Hills,55502.68361027192,23886.508022826445,2557.2468529707944,9132.08526351125,17766.25315542128,2160.590315542128,1.0,0.43036672227513256,0.046074292027521405,0.16453412104601675,0.32009719169927253,0.03892767295205643
Green Meadows,Incorporated neighborhood,Green Meadows,34411.45263796273,340.8957719109222,10184.81676678952,99.08547355980363,23463.912031522046,322.74259418043493,1.0,0.009906462697097706,0.29597171830966607,0.002879433036502868,0.6818634562853836,0.00937892967134974
Green Valley,Unincorporated neighborhood,Green Valley,964.3935283445156,791.6055598858212,2.529287226534933,15.398058226861462,101.9964872181084,52.86413578718968,1.0,0.820832509364405,0.0026226712977602874,0.015966571502500512,0.10576230990806859,0.054815937927265655
Griffith Park,Incorporated neighborhood,Griffith Park,3.928571428571428,0.7857142857142856,0.0,2.357142857142857,0.7857142857142856,0.0,1.0,0.2,0.0,0.6000000000000001,0.2,0.0
Hacienda Heights,Unincorporated neighborhood,Hacienda Heights,54391.768319398376,7118.226091463806,520.5008827153064,21471.75384027135,24501.553752686978,779.7337522609506,1.0,0.13086954720178035,0.009569478963412816,0.3947610916818387,0.4504643719029208,0.014335510250047616
Hancock Park,Incorporated neighborhood,Hancock Park,10794.139651773798,7655.714666822772,190.02832820299477,1615.231215481656,941.78327245406,391.382168812315,1.0,0.7092473243631521,0.017604768358890695,0.1496396440652151,0.08724949860170626,0.03625876461103589
Hansen Dam,Incorporated neighborhood,Hansen Dam,73.51040650406505,36.45252032520325,4.071382113821138,4.949756097560977,25.876422764227645,2.1603252032520324,1.0,0.4958824479250767,0.05538511222347812,0.06733408687227516,0.35201033424834494,0.02938801873082512
Harbor City,Incorporated neighborhood,Harbor City,26104.10706697306,4766.216565491496,2639.208903313796,5181.435114492223,12488.944434403706,1028.3020492718276,1.0,0.1825849301515361,0.10110320558150504,0.19849118382784214,0.4784283332259516,0.03939234721316464
Harbor Gateway,Incorporated neighborhood,Harbor Gateway,41312.996943298174,3289.883386825613,6258.890722909978,7262.835549442153,23377.4380253706,1123.949258749808,1.0,0.0796331331600309,0.15149931464667804,0.17580025867913548,0.5658615872737576,0.02720570624039745
Harvard Heights,Incorporated neighborhood,Harvard Heights,19379.53379596502,1022.3562904982108,1642.1474393800925,3913.077720190091,12592.798898925275,209.15344697134282,1.0,0.05275443162162517,0.0847361684067963,0.20191805238394467,0.6497988564382906,0.010792491149342835
Harvard Park,Incorporated neighborhood,Harvard Park,11369.302379225352,150.95361733553042,4089.692416310962,93.993418671037,6949.197160381349,85.4657665264784,1.0,0.01327729814024136,0.35971357607515875,0.008267298690444475,0.6112245878057853,0.007517239288370622
Hasley Canyon,Unincorporated neighborhood,Hasley Canyon,1204.5694520665168,573.0827309905081,31.079241287639164,50.10804026224345,497.6544140557519,52.645025470373895,1.0,0.47575731727825876,0.02580112025447824,0.04159829902400386,0.4131388299794533,0.043704433463805634
Hawaiian Gardens,City,Hawaiian Gardens,14295.493436781488,1188.699401136087,546.2093767308323,2088.727938555178,10275.757084352446,196.0996360069368,1.0,0.08315203713623703,0.03820850110185542,0.1461109368341914,0.7188109406502549,0.013717584277460731
Hawthorne,City,Hawthorne,86510.46616826311,8678.875225957237,18916.099650757627,6418.68192555618,48308.182137957716,4188.6272280344765,1.0,0.10032167910269724,0.21865677632537267,0.0741954379609032,0.5584085287900098,0.048417577821018604
Hermosa Beach,City,Hermosa Beach,19726.000000000004,16127.000000000002,261.99999999999994,927.0,1561.999999999998,847.9999999999999,1.0,0.8175504410422791,0.013281962891615122,0.04699381526918787,0.07918483220115571,0.042988948595761925
Hidden Hills,City,Hidden Hills,1890.8637249689887,1463.9475456317566,0.0,215.43150806308705,152.93992557150455,58.544745702640455,1.0,0.7742216037571752,0.0,0.1139328578883284,0.08088363193598885,0.030961906418507566
Highland Park,Incorporated neighborhood,Highland Park,55307.79772602687,8166.735158576871,956.2432955818448,6146.904501507781,39141.48435699559,896.430413364779,1.0,0.1476597422850151,0.017289484211949622,0.111139925186628,0.7077028188843669,0.01620802943204037
Historic South-Central,Incorporated neighborhood,Historic South-Central,49877.24532535097,600.2623001337827,3235.5151405512156,564.0253342762998,45239.481168077255,237.9613823124185,1.0,0.012034792543538668,0.06486956365464533,0.011308269544501573,0.9070164335054709,0.004770940751843617
Hollywood,Incorporated neighborhood,Hollywood,73219.55121773845,33104.43449652908,4718.8099175393345,4842.355069398262,27623.47363561612,2930.47809865573,1.0,0.45212561325436085,0.06444740290071782,0.06613472752650708,0.3772690924241004,0.04002316389431489
Hollywood Hills,Incorporated neighborhood,Hollywood Hills,21575.562909374337,16139.537362936271,685.932220498442,1571.7856464255406,2086.9893728014717,1091.3183067125974,1.0,0.748047104528792,0.031792089197376736,0.07285027292347573,0.09672931276776554,0.05058122058258939
Hollywood Hills West,Incorporated neighborhood,Hollywood Hills West,16565.137279616116,13080.494439087872,553.9339439359854,793.7643179672052,1469.9924470875414,666.9521315374949,1.0,0.7896399660498921,0.033439743636632414,0.04791776274283916,0.08874013068979573,0.04026239688083955
Huntington Park,City,Huntington Park,58926.96716340075,906.1076927817512,229.0672240802675,503.00602006688973,57219.70330655696,69.08291991495393,1.0,0.015376791584558762,0.003887307205970376,0.008536092120133823,0.9710274609567185,0.0011723481326196775
Hyde Park,Incorporated neighborhood,Hyde Park,35405.596553561896,930.0506306626396,19710.80689287616,449.4476816486056,13462.995381062368,852.2959673121343,1.0,0.02626846377960758,0.5567144409799021,0.012694255298556466,0.3802504883852312,0.024072351556703005
Industry,City,Industry,233.74567179867788,13.597954102677894,1.5065433045812406,36.453495280477036,180.24741420721747,1.9402649037241824,1.0,0.058174142853817785,0.006445224388491808,0.15595366964430452,0.7711262108949861,0.008300752218399609
Inglewood,City,Inglewood,110659.42725425679,4055.160296794045,46103.556879844895,1766.7482443683898,55992.250811423604,2741.711021825899,1.0,0.03664541194015671,0.4166256596820711,0.015965636983725013,0.5059871734449966,0.024776117949051036
Irwindale,City,Irwindale,1319.0000000000005,61.00000000000001,0.0,7.999999999999999,1250.0000000000005,0.0,1.0,0.04624715693707353,0.0,0.006065200909780134,0.9476876421531464,0.0
Jefferson Park,Incorporated neighborhood,Jefferson Park,25405.47309421304,1424.4082866271854,9067.031927502643,850.9281249252488,13450.20550048812,612.8992546698441,1.0,0.05606698530450286,0.35689285902603274,0.03349389014602041,0.5294215719034124,0.024124693620031532
Koreatown,Incorporated neighborhood,Koreatown,108349.78183931537,9153.194141436585,5041.222164519339,41518.52795137965,50297.804656262415,2339.0329257174662,1.0,0.08447819631986829,0.04652729409271501,0.3831897697122487,0.4642169444406906,0.02158779543447806
L.A. County Jail,Unincorporated area,L.A. County Jail,7480.6375745274645,1428.1131548902697,2511.444373969301,224.2024609920081,3071.008499302296,245.86908537358872,1.0,0.19090794610250592,0.33572597909583174,0.029971036393401332,0.41052764135499303,0.03286739705326785
