zcta,total,crowded,not.crowded,pct.crowded,zval
ZCTA5 90029,14018,3609,10409,0.25745470109858754,147.48745081339146
ZCTA5 92707,13931,3596,10335,0.25812935180532626,147.47188850724748
ZCTA5 95116,14407,3607,10800,0.25036440619143474,144.7870814011385
ZCTA5 90023,11519,3162,8357,0.27450299505165376,143.87171229139616
ZCTA5 92801,17826,4030,13796,0.22607427353304163,143.01827364689944
ZCTA5 90805,27034,5105,21929,0.18883628023969815,142.07546807463413
ZCTA5 90270,6679,2303,4376,0.3448120976194041,141.50724842662555
ZCTA5 90033,13236,3340,9896,0.25234209731036567,140.04357150231542
ZCTA5 10452,26126,4868,21258,0.18632779606522237,137.41430637188438
ZCTA5 10467,36732,5839,30893,0.15896221278449307,133.76938105914437
ZCTA5 90250,31978,5367,26611,0.16783413596847832,133.63587656735353
ZCTA5 10468,26338,4765,21573,0.18091730579390994,133.08765570233984
ZCTA5 91405,18009,3813,14196,0.21172746959853406,133.04362080861668
ZCTA5 91343,17850,3718,14132,0.20829131652661065,129.90197985529295
ZCTA5 90044,28160,4848,23312,0.1721590909090909,129.44077159979017
ZCTA5 92105,21777,4158,17619,0.1909353905496625,129.238148070064
ZCTA5 90650,27180,4705,22475,0.17310522442972773,128.0359257342614
ZCTA5 90221,12228,2938,9290,0.24026823683349688,127.18057098331349
ZCTA5 10457,24634,4410,20224,0.17902086547048796,127.05518773257812
ZCTA5 95122,12741,2998,9743,0.23530335138529157,126.70440880465598
ZCTA5 10458,27282,4673,22609,0.17128509640055714,126.60407214560051
ZCTA5 92376,21468,4031,17437,0.18776784050680081,125.73700713032858
ZCTA5 95076,23480,4195,19285,0.17866269165247017,123.73827581338179
ZCTA5 90015,9423,2472,6951,0.262336835402738,123.55789322974644
ZCTA5 93307,22006,4015,17991,0.18245024084340633,122.91596246584177
ZCTA5 94601,15430,3243,12187,0.2101749837977965,122.07693534855075
ZCTA5 91706,18172,3566,14606,0.1962359674224081,122.03099131657991
ZCTA5 11432,18547,3579,14968,0.1929692133498679,120.80959084468891
ZCTA5 94544,22991,4016,18975,0.17467704754034188,119.08221121105498
ZCTA5 11355,27606,4462,23144,0.16163152937767153,118.43387540956671
ZCTA5 92804,24572,4156,20416,0.1691356014976396,118.27788868179569
ZCTA5 90020,16396,3246,13150,0.19797511588192243,117.15291262498246
ZCTA5 91732,15904,3180,12724,0.1999496981891348,116.76661686213788
ZCTA5 90002,12706,2787,9919,0.21934519124822918,116.52679477106031
ZCTA5 91770,16977,3295,13682,0.19408611651057311,116.39258915306016
ZCTA5 77036,26917,4327,22590,0.16075342720213992,116.14541587114097
ZCTA5 92706,9189,2305,6884,0.250843399717053,115.8871115173459
ZCTA5 92113,13088,2821,10267,0.21554095354523228,115.84519518218038
ZCTA5 11204,23601,3952,19649,0.16745053175712893,114.47775374053138
ZCTA5 90022,17444,3296,14148,0.18894748910800274,114.20830829708912
ZCTA5 11230,30572,4594,25978,0.15026821928562084,113.58470553437097
ZCTA5 92173,7998,2086,5912,0.26081520380095025,113.07581611757155
ZCTA5 10453,27266,4268,22998,0.15653194454632144,113.0194572447516
ZCTA5 96792,12058,2632,9426,0.21827832144634268,112.86500926455035
ZCTA5 91766,17906,3313,14593,0.18502178040880152,112.7894849963268
ZCTA5 95111,15783,3061,12722,0.19394284990179306,112.12491210275451
ZCTA5 92410,12482,2660,9822,0.2131068738984137,111.6191735552667
ZCTA5 91605,15774,3041,12733,0.19278559655128694,111.28465757213752
ZCTA5 91733,11150,2484,8666,0.22278026905829595,111.1759593180149
ZCTA5 34142,6701,1859,4842,0.2774212804059096,111.06164386957846
ZCTA5 90038,11601,2527,9074,0.21782604947849324,110.43464937721687
ZCTA5 10977,16126,3001,13125,0.1860969862334119,107.79599345150861
ZCTA5 11226,36733,4933,31800,0.1342934146407862,107.47825057007013
ZCTA5 93305,10844,2371,8473,0.21864625599409812,107.24576198445918
ZCTA5 96819,12066,2509,9557,0.20793966517487153,106.5869268226472
ZCTA5 90026,25785,3934,21851,0.1525693232499515,106.36859913852082
ZCTA5 90304,6430,1748,4682,0.271850699844479,106.30860483305828
ZCTA5 78542,16670,3015,13655,0.18086382723455308,105.84166174149581
ZCTA5 90723,14452,2769,11683,0.19159977857735955,105.72654557807304
ZCTA5 85017,11584,2431,9153,0.20985842541436464,105.58477135814721
ZCTA5 91335,24085,3742,20343,0.1553664106290222,105.21641573502022
ZCTA5 10456,30774,4347,26427,0.1412556053811659,105.1669662170068
ZCTA5 90063,13675,2655,11020,0.19414990859232176,104.50352995132015
ZCTA5 94063,10092,2209,7883,0.21888624653190647,103.59443928353437
ZCTA5 78046,16145,2902,13243,0.179746051409105,103.37181975603602
ZCTA5 92509,18963,3191,15772,0.16827506196276962,103.24608920505284
ZCTA5 10472,21887,3470,18417,0.15854160003655138,102.91286308088468
ZCTA5 91744,18895,3159,15736,0.16718708653082825,102.22912740210694
ZCTA5 78574,15443,2771,12672,0.1794340477886421,100.88387205441921
ZCTA5 11214,31933,4307,27626,0.13487614693264022,100.7893720987222
ZCTA5 77081,18656,3098,15558,0.1660591766723842,100.72379389186082
ZCTA5 96797,18708,3100,15608,0.1657045114389566,100.59429916657697
ZCTA5 90019,24756,3663,21093,0.14796412990790112,100.19506837135079
ZCTA5 90220,13509,2546,10963,0.18846694796061886,100.19407151437147
ZCTA5 93927,4133,1286,2847,0.3111541253326881,99.282232822102
ZCTA5 92843,11761,2320,9441,0.1972621375733356,98.79161469517624
ZCTA5 90706,23517,3505,20012,0.1490411191903729,98.57405216276713
ZCTA5 93030,14954,2632,12322,0.17600641968704026,96.94282453410635
ZCTA5 78521,25264,3608,21656,0.142811906269791,96.66369677789196
ZCTA5 90007,11884,2286,9598,0.19235947492426791,96.33467753832834
ZCTA5 90018,16426,2764,13662,0.16826981614513575,96.08798771920846
ZCTA5 90810,9334,1980,7354,0.21212770516391685,95.99687220162002
ZCTA5 75211,21846,3264,18582,0.14940950288382313,95.31023530614453
ZCTA5 11377,31400,4086,27314,0.13012738853503183,95.26509231051493
ZCTA5 90806,12821,2366,10455,0.18454098744247718,95.13721685611041
ZCTA5 91911,24928,3528,21400,0.1415275994865212,94.89109965616424
ZCTA5 90042,20622,3135,17487,0.1520221123072447,94.68812806234246
ZCTA5 91303,9823,2012,7811,0.2048254097526214,94.4545659818573
ZCTA5 92802,11503,2192,9311,0.19055898461270973,93.70396809445
ZCTA5 93906,16920,2756,14164,0.1628841607565012,93.6263257875297
ZCTA5 90059,10628,2090,8538,0.19665035754610463,93.56183219790621
ZCTA5 78537,12137,2249,9888,0.18530114525830108,93.03036858887333
ZCTA5 93638,12275,2247,10028,0.1830549898167006,92.17383152257366
ZCTA5 85033,15952,2624,13328,0.16449348044132397,92.03903442153907
ZCTA5 11218,24866,3434,21432,0.13810021716399903,91.7674387969343
ZCTA5 78040,11731,2179,9552,0.1857471656295286,91.72978335549479
ZCTA5 91340,8870,1849,7021,0.2084554678692221,91.65708262290553
ZCTA5 76010,17389,2750,14639,0.1581459543389499,91.44037835653631
ZCTA5 90222,7985,1722,6263,0.21565435190983093,90.54182094515423
ZCTA5 91731,8085,1723,6362,0.21311069882498454,89.83508269931987
ZCTA5 94303,14004,2380,11624,0.1699514424450157,89.82824587175833
ZCTA5 94621,9602,1904,7698,0.19829202249531347,89.82572619724401
ZCTA5 92025,15760,2518,13242,0.1597715736040609,88.18691931721996
ZCTA5 92553,18331,2750,15581,0.15001909333915225,87.76549624082448
ZCTA5 93454,11695,2094,9601,0.17905087644292433,87.56177858812235
ZCTA5 93702,11894,2111,9783,0.17748444593912896,87.35357185726059
ZCTA5 85301,21934,3059,18875,0.13946384608370566,87.31065560275984
ZCTA5 20783,12148,2120,10028,0.17451432334540665,86.46087895665507
ZCTA5 91406,18126,2697,15429,0.1487917907977491,86.3544703503543
ZCTA5 77506,10954,1963,8991,0.17920394376483476,84.83150432489776
ZCTA5 08701,23877,3153,20724,0.13205176529714788,84.72644814099064
ZCTA5 10952,9031,1733,7298,0.19189458531724063,83.73303308536785
ZCTA5 92570,13944,2241,11703,0.16071428571428573,83.5697065817348
ZCTA5 11235,32269,3779,28490,0.11710929994731786,83.56955065757172
ZCTA5 11435,18874,2689,16185,0.14247112429797607,83.28923077304495
ZCTA5 91767,14099,2248,11851,0.15944393219377262,83.19405351905147
ZCTA5 95823,23359,3065,20294,0.1312128087674986,83.08929302639021
ZCTA5 92404,17722,2579,15143,0.14552533574088702,82.9684726450366
ZCTA5 95112,20316,2806,17510,0.13811773971254185,82.9616656684332
ZCTA5 11717,13694,2186,11508,0.15963195560099314,82.11281431231255
ZCTA5 85009,12338,2052,10286,0.16631544820878585,82.06986086857786
ZCTA5 11223,27958,3392,24566,0.12132484440947135,81.70709407226558
ZCTA5 91352,12474,2058,10416,0.16498316498316498,81.69345369652285
ZCTA5 08901,14893,2287,12606,0.1535620761431545,81.51275109648282
ZCTA5 91306,14510,2247,12263,0.15485871812543073,81.32639592919718
ZCTA5 89115,18309,2591,15718,0.14151510186247201,81.31372358137239
ZCTA5 92102,14592,2251,12341,0.1542626096491228,81.15542334506762
ZCTA5 92411,6430,1383,5047,0.2150855365474339,80.99520230233485
ZCTA5 90032,13470,2137,11333,0.15864884929472903,80.80394081599115
ZCTA5 90660,16666,2426,14240,0.14556582263290532,80.48765661798716
ZCTA5 11372,23814,3023,20791,0.1269421348786428,80.22960594368357
ZCTA5 78577,21609,2828,18781,0.13087139617751864,79.63718270502322
ZCTA5 92571,12406,2010,10396,0.1620183782040948,79.6340579989923
ZCTA5 95012,2482,793,1689,0.3195004029008864,79.25016006848831
ZCTA5 94015,20052,2688,17364,0.13405146618791142,79.21874551828903
ZCTA5 96706,19191,2615,16576,0.13626178938043876,79.20214024846896
ZCTA5 75231,16956,2407,14549,0.14195564991743337,78.57062276450945
ZCTA5 85035,14758,2202,12556,0.14920720964900394,78.20040583093741
ZCTA5 90031,11621,1904,9717,0.1638413217451166,78.16627784350614
ZCTA5 10034,16095,2320,13775,0.14414414414414414,78.09381017740625
ZCTA5 85008,21902,2809,19093,0.1282531275682586,78.02041083044654
ZCTA5 92840,15131,2221,12910,0.1467847465468244,77.52535382025353
ZCTA5 11211,39384,4071,35313,0.10336684948202315,77.15756493629867
ZCTA5 11232,8812,1591,7221,0.18054925102133454,76.78887536771495
ZCTA5 07087,24194,2952,21242,0.122013722410515,76.60409906099918
ZCTA5 95127,16567,2325,14242,0.14033922858694997,76.50710357028579
ZCTA5 90061,7318,1421,5897,0.1941787373599344,76.4612512666227
ZCTA5 91950,16787,2338,14449,0.1392744385536427,76.24620390659078
ZCTA5 92780,19343,2546,16797,0.1316238432507884,75.92801700248154
ZCTA5 90621,10172,1717,8455,0.16879669681478568,75.9102372581932
ZCTA5 94538,22095,2766,19329,0.1251866938221317,75.82861380963355
ZCTA5 92154,21999,2753,19246,0.12514205191145053,75.62687958071521
ZCTA5 91606,15439,2189,13250,0.14178379428719476,74.85479919903108
ZCTA5 92407,17028,2323,14705,0.1364223631665492,74.72186884998528
ZCTA5 10462,29543,3288,26255,0.11129539992553228,74.40458370857728
ZCTA5 91768,8073,1468,6605,0.181840703579834,74.14380685871176
ZCTA5 93550,21577,2673,18904,0.12388191129443389,73.86861905636455
ZCTA5 91762,17326,2326,15000,0.13424910539074222,73.78204210032825
ZCTA5 93304,15060,2126,12934,0.14116865869853917,73.51051029687564
ZCTA5 90012,12736,1914,10822,0.1502826633165829,73.32096181418991
ZCTA5 92084,14879,2100,12779,0.1411385173734794,73.04698235291666
ZCTA5 91702,15383,2136,13247,0.13885457973087173,72.69853170665981
ZCTA5 93706,11087,1745,9342,0.157391539641021,72.57251398641723
ZCTA5 11206,31042,3330,27712,0.10727401584949424,72.32870038872697
ZCTA5 78520,17963,2344,15619,0.13049045259700495,72.32465617117546
ZCTA5 94014,14028,2006,12022,0.14299971485600227,72.15317246170667
ZCTA5 94901,15679,2140,13539,0.1364882964474775,71.74689094599407
ZCTA5 94603,9901,1614,8287,0.163013836986163,71.69225396899799
ZCTA5 93036,12879,1887,10992,0.1465175867691591,71.35526440787378
ZCTA5 78541,12817,1877,10940,0.14644612623858938,71.13831303001137
ZCTA5 93203,5345,1111,4234,0.2078578110383536,70.90752911422622
ZCTA5 92083,11290,1732,9558,0.15341009743135517,70.88127872246719
ZCTA5 86021,809,389,420,0.48084054388133496,70.765256251378
ZCTA5 78570,9060,1506,7554,0.16622516556291392,70.279748443272
ZCTA5 92683,27536,3017,24519,0.10956565950029053,70.23657768145209
ZCTA5 11237,16740,2191,14549,0.13088410991636798,70.1024110682355
ZCTA5 92405,8862,1482,7380,0.16723087339201084,70.03405164993261
ZCTA5 94108,7833,1373,6460,0.175284054640623,69.80631573335057
ZCTA5 94112,23266,2692,20574,0.11570532106937162,69.76949421272035
ZCTA5 90640,19290,2384,16906,0.12358735095904613,69.61672313063302
ZCTA5 10032,21222,2527,18695,0.11907454528319668,69.36382389537431
ZCTA5 94102,17841,2257,15584,0.12650636175102292,69.11924418450063
ZCTA5 90602,7769,1355,6414,0.17441112112240958,69.0926676452112
ZCTA5 92114,17994,2267,15727,0.12598643992441924,69.02713512561215
ZCTA5 10460,20443,2455,17988,0.12009000635914494,68.88626470137754
ZCTA5 95035,22688,2620,20068,0.11547954866008463,68.70828016042265
ZCTA5 93705,12109,1764,10345,0.1456767693451152,68.67478423164356
ZCTA5 95351,13330,1867,11463,0.14006001500375093,68.44770886174403
ZCTA5 33161,15904,2084,13820,0.13103621730382295,68.43620257550567
ZCTA5 10950,12596,1802,10794,0.1430612892981899,68.40973728542875
ZCTA5 91342,25033,2783,22250,0.11117325130827307,68.38278936049112
ZCTA5 10454,13167,1848,11319,0.14035087719298245,68.21353718145662
ZCTA5 91910,24999,2775,22224,0.1110044401776071,68.18790326587828
ZCTA5 93204,2299,663,1636,0.28838625489343195,67.9762176028737
ZCTA5 96817,19225,2337,16888,0.12156046814044213,67.93645556533522
ZCTA5 77015,17306,2184,15122,0.12619900612504334,67.85015804100945
ZCTA5 94520,13531,1870,11661,0.13820116768901042,67.75936839600678
ZCTA5 90605,10388,1586,8802,0.15267616480554486,67.5748690573402
ZCTA5 93257,21804,2519,19285,0.11552926068611263,67.39725138171241
ZCTA5 91304,17225,2163,15062,0.1255732946298984,67.23450175637798
ZCTA5 11550,16451,2101,14350,0.12771260105768648,67.23248125751253
ZCTA5 90247,15886,2055,13831,0.12935918418733475,67.22199248588059
ZCTA5 94541,21713,2502,19211,0.11523050706949754,67.0116475692402
ZCTA5 95205,10855,1613,9242,0.1485951174573929,66.71255297658385
ZCTA5 92503,25016,2734,22282,0.10929005436520627,66.70315600157633
ZCTA5 92027,16363,2080,14283,0.12711605451323107,66.62805510468152
ZCTA5 91748,13492,1841,11651,0.1364512303587311,66.53126922798131
ZCTA5 10033,19652,2334,17318,0.1187665377569713,66.50864755383046
ZCTA5 91801,19721,2337,17384,0.11850311850311851,66.41958492625135
ZCTA5 90065,15337,1991,13346,0.12981678294320922,66.36537705043665
ZCTA5 07093,24319,2664,21655,0.10954397795962005,65.98755526698716
ZCTA5 91746,6676,1192,5484,0.17855002995805871,65.928940206248285
ZCTA5 60632,24918,2704,22214,0.1085159322578056,65.89281103232865
ZCTA5 90303,7144,1239,5905,0.17343225083986563,65.79511629482906
ZCTA5 93725,6666,1188,5478,0.1782178217821782,65.72870773905858
ZCTA5 90631,21332,2435,18897,0.11414775923495218,65.54167572803875
ZCTA5 92530,14959,1941,13018,0.12975466274483588,65.50019302392151
ZCTA5 96732,7648,1284,6364,0.16788702928870292,65.37960109044937
ZCTA5 93241,4150,895,3255,0.21566265060240963,65.276309537802
ZCTA5 91764,16129,2019,14110,0.1251782503565007,64.78132978640863
ZCTA5 90301,12136,1689,10447,0.13917270929466052,64.76669846257788
ZCTA5 85706,17097,2078,15019,0.12154179095747791,64.05272235622238
ZCTA5 92301,8077,1305,6772,0.16156988981057324,64.03100829846255
ZCTA5 93703,9889,1467,8422,0.14834664779047427,63.53757442072784
ZCTA5 75042,11483,1598,9885,0.1391622398327963,62.99392174982999
ZCTA5 78753,20121,2279,17842,0.11326474827294866,62.95756949675719
ZCTA5 11210,22267,2434,19833,0.10930974087214264,62.947868464119814
ZCTA5 77074,13181,1739,11442,0.13193232683407935,62.87483941958702
ZCTA5 11369,10294,1490,8804,0.14474451136584418,62.79316796855464
ZCTA5 90260,10509,1509,9000,0.14359120753639737,62.78803924734439
ZCTA5 93640,2847,696,2151,0.24446786090621708,62.613409259486225
ZCTA5 94536,24517,2581,21936,0.10527389158543052,62.5374326531151
ZCTA5 94565,27947,2808,25139,0.10047590081225176,62.308295329523105
ZCTA5 75243,27936,2807,25129,0.10047966781214204,62.2995331754204
ZCTA5 78586,15758,1933,13825,0.12266785125015865,62.279450093095726
ZCTA5 78573,9920,1444,8476,0.14556451612903226,62.0961063767239
ZCTA5 99559,2252,605,1647,0.26865008880994673,62.06931825869489
ZCTA5 90680,8659,1324,7335,0.15290449243561613,61.8136024949653
ZCTA5 96761,7590,1222,6368,0.16100131752305666,61.79516774748643
ZCTA5 89030,13742,1759,11983,0.12800174647067383,61.6365264626852
ZCTA5 90501,14244,1796,12448,0.12608817747823645,61.48217325502807
ZCTA5 93722,24718,2565,22153,0.10377053159640748,61.478846713889915
ZCTA5 85349,8133,1266,6867,0.15566211729988935,61.289728970028655
ZCTA5 90745,15139,1862,13277,0.12299359270757645,61.266863402315984
ZCTA5 85040,10007,1436,8571,0.14349955031477965,61.21905194222341
ZCTA5 93306,22240,2383,19857,0.10714928057553957,61.11794537114946
ZCTA5 93930,4255,858,3397,0.20164512338425383,61.012013398777434
ZCTA5 78516,9539,1386,8153,0.14529824929237867,60.747339503945646
ZCTA5 10040,16181,1928,14253,0.11915209195970583,60.62276144998877
ZCTA5 90062,9905,1412,8493,0.1425542655224634,60.38307173957925
ZCTA5 92627,22180,2353,19827,0.10608656447249774,60.15528732766789
ZCTA5 93960,4081,826,3255,0.20240137221269297,60.020173277746686
ZCTA5 95110,6377,1075,5302,0.16857456484240238,60.00563091291669
ZCTA5 94806,19773,2177,17596,0.11009963080968999,59.935677723332894
ZCTA5 10455,14401,1771,12630,0.12297757100201374,59.744187638031846
ZCTA5 94578,14538,1781,12757,0.12250653459898198,59.711852962008834
ZCTA5 76106,10292,1433,8859,0.13923435678196658,59.6783819696841
ZCTA5 94606,15201,1829,13372,0.1203210315110848,59.55976298977677
ZCTA5 94587,21484,2281,19203,0.10617203500279278,59.27360814728215
ZCTA5 77060,13837,1708,12129,0.12343716123437161,58.8632396660728
ZCTA5 07306,20216,2181,18035,0.1078848436881678,58.852138539789266
ZCTA5 33162,12927,1635,11292,0.1264794615920167,58.81833021849775
ZCTA5 90016,17087,1953,15134,0.11429741909053666,58.76779421044183
ZCTA5 90242,12203,1570,10633,0.12865688765057773,58.485126937231755
ZCTA5 90716,3809,775,3034,0.20346547650301916,58.35072221772715
ZCTA5 77099,17046,1937,15109,0.11363369705502757,58.21534153996233
ZCTA5 95341,8365,1237,7128,0.1478780633592349,58.1986002764334
ZCTA5 96795,2352,586,1766,0.24914965986394558,58.1731673493151
ZCTA5 92324,18075,2003,16072,0.11081604426002767,57.84007371029664
ZCTA5 11691,20594,2178,18416,0.10575895892007381,57.703225157687854
ZCTA5 94133,12995,1606,11389,0.12358599461331281,57.13853087882028
ZCTA5 92507,16763,1889,14874,0.11268865954781364,57.04963225503322
ZCTA5 78582,10702,1419,9283,0.13259203887123902,57.0341340194031
ZCTA5 78076,4049,788,3261,0.19461595455668065,57.029411439439414
ZCTA5 93618,8074,1190,6884,0.14738667327223184,56.93179238799696
ZCTA5 75240,10194,1374,8820,0.1347851677457328,56.89543742627928
ZCTA5 91401,15132,1764,13368,0.11657414750198256,56.86123864788083
ZCTA5 48126,12851,1586,11265,0.12341452027079605,56.71296638409528
ZCTA5 78043,12402,1549,10853,0.12489920980487018,56.63289819037098
ZCTA5 77087,11089,1442,9647,0.13003877716656145,56.56097666116181
ZCTA5 77013,5937,980,4957,0.16506653191847734,56.39532359396583
ZCTA5 85031,7906,1166,6740,0.14748292436124463,56.383967261850884
ZCTA5 60623,25005,2433,22572,0.0973005398920216,56.14515002217736
ZCTA5 90802,20749,2148,18601,0.10352306135235433,56.128894278286914
ZCTA5 80010,13626,1631,11995,0.11969763687068839,55.985188686693604
ZCTA5 60804,22226,2234,19992,0.10051291280482318,55.59665918901723
ZCTA5 95407,12702,1551,11151,0.1221067548417572,55.563579454787416
ZCTA5 77072,18096,1948,16148,0.10764809902740938,55.50375262163356
ZCTA5 55106,17879,1929,15950,0.1078919402651155,55.35127793022723
ZCTA5 92231,8825,1229,7596,0.13926345609065155,55.276936086837026
ZCTA5 97233,13546,1604,11942,0.11841133914070574,54.988048890464626
ZCTA5 33030,9011,1240,7771,0.1376095882809899,54.98334769763214
ZCTA5 92841,9559,1285,8274,0.13442828747776964,54.900854353827526
ZCTA5 34116,9620,1289,8331,0.13399168399168399,54.83760546811959
ZCTA5 89110,20835,2120,18715,0.1017518598512119,54.8233297295251
ZCTA5 95838,11083,1406,9677,0.12686095822430749,54.68520999344873
ZCTA5 33126,18026,1921,16105,0.1065682902474204,54.59006582548359
ZCTA5 85006,9251,1249,8002,0.13501243108853098,54.32158140276798
ZCTA5 92020,19156,1991,17165,0.10393610357068281,54.24914306602117
ZCTA5 91321,11045,1393,9652,0.12612041647804437,54.15857233032445
ZCTA5 93436,17978,1904,16074,0.10590721993547669,54.024409875666215
ZCTA5 11207,33240,2882,30358,0.08670276774969916,53.98849028631171
ZCTA5 95210,11805,1447,10358,0.122575180008471,53.84877847189288
ZCTA5 10469,22450,2193,20257,0.0976837416481069,53.518731235936585
ZCTA5 75217,23629,2265,21364,0.09585678615260908,53.34430527603295
ZCTA5 78550,16638,1793,14845,0.10776535641303041,53.304937514774615
ZCTA5 92243,12945,1523,11422,0.11765160293549633,53.273669982954374
ZCTA5 11229,30946,2717,28229,0.08779809991598268,53.16377548170592
ZCTA5 91761,17028,1815,15213,0.1065891472868217,53.072510017036564
ZCTA5 78852,15970,1738,14232,0.10882905447714465,52.97144347940034
ZCTA5 99349,2085,503,1582,0.24124700239808153,52.765076731599976
ZCTA5 99344,4910,829,4081,0.16883910386965376,52.756257088295
ZCTA5 78572,24134,2279,21855,0.09443109306372752,52.67963316883017
ZCTA5 92806,12380,1464,10916,0.11825525040387722,52.47161708899427
ZCTA5 92505,13517,1548,11969,0.11452245320707258,52.414790599100876
ZCTA5 92844,6715,996,5719,0.1483246463142219,52.34729896089986
ZCTA5 99723,1345,389,956,0.2892193308550186,52.16335801351694
ZCTA5 76119,14423,1607,12816,0.11141926090272482,52.0703739489505
ZCTA5 33125,20893,2052,18841,0.09821471306179103,52.0563242924764
ZCTA5 92021,22463,2153,20310,0.09584650313849441,52.002916343808906
ZCTA5 57770,1151,355,796,0.30842745438748914,51.87895086300696
ZCTA5 95134,11419,1378,10041,0.12067606620544706,51.83251865554242
ZCTA5 90606,8893,1176,7717,0.13223883953671428,51.80557470813145
ZCTA5 93434,2014,484,1530,0.24031777557100298,51.62698984066374
ZCTA5 95051,21161,2056,19105,0.09715986957138131,51.535796090303585
ZCTA5 57772,470,216,254,0.4595744680851064,51.37409891149899
ZCTA5 93117,15977,1702,14275,0.1065281341929023,51.365670475812685
ZCTA5 94085,8361,1123,7238,0.13431407726348524,51.28737622116135
ZCTA5 10451,19123,1910,17213,0.09987972598441668,51.082934671794334
ZCTA5 93280,6251,935,5316,0.14957606782914734,51.056580541355864
ZCTA5 10466,23704,2205,21499,0.09302227472156598,51.00199570750265
ZCTA5 96793,10125,1260,8865,0.12444444444444444,50.91611508449107
ZCTA5 93101,12842,1467,11375,0.11423454290608939,50.90786774099952
ZCTA5 11213,25027,2285,22742,0.09130139449394654,50.891994869453725
ZCTA5 11354,20112,1966,18146,0.09775258552108194,50.70963825039108
ZCTA5 95824,8925,1159,7766,0.12985994397759104,50.64889185115226
ZCTA5 90804,15066,1621,13445,0.10759325633877605,50.60680198774177
ZCTA5 93955,10606,1286,9320,0.12125212144069394,50.28320471839371
ZCTA5 85015,14885,1600,13285,0.10749076251259658,50.23235319955535
ZCTA5 93727,24224,2216,22008,0.09147952443857331,50.22307321633661
ZCTA5 11418,10938,1310,9628,0.11976595355640884,50.19977823061751
ZCTA5 89502,18527,1844,16683,0.09953041506989799,50.01618143550239
ZCTA5 10002,33540,2769,30771,0.08255813953488372,50.01042856478672
ZCTA5 60505,21665,2048,19617,0.09453034848834525,49.99352796746178
ZCTA5 11419,12479,1416,11063,0.11347063065950798,49.70864746046055
ZCTA5 93215,11937,1375,10562,0.11518807070453213,49.66066701477583
ZCTA5 75060,14003,1525,12478,0.1089052345925873,49.652212668471186
ZCTA5 11374,19416,1890,17526,0.09734239802224968,49.506626380814254
ZCTA5 33023,20500,1960,18540,0.09560975609756098,49.4902547539665
ZCTA5 95206,17277,1745,15532,0.10100133124963825,49.374635861702686
ZCTA5 93219,2520,530,1990,0.21031746031746032,49.3742967688951
ZCTA5 86040,3226,612,2614,0.18970861748295104,49.35458401600454
ZCTA5 98901,10370,1248,9122,0.12034715525554485,49.20812834928541
ZCTA5 91763,10281,1241,9040,0.12070810232467659,49.20003827028506
ZCTA5 96707,13211,1458,11753,0.11036257664067822,49.15914936511191
ZCTA5 94560,13677,1490,12187,0.10894201944870952,49.094762935829294
